Unnamed: 0,Unique ID.,Name of State/UT,Name of District,Disease/ Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status,Comments/ Action Taken,week_number,No. of De ath s
45,MH/KOP/2018/25/904,Maharashtra,Kolhapur,Dengue,05,01,10-06-18,,Under Surveillance,"Cases reported from urban area of Kadamwadi, Bhosale Park. District RRT investigated the outbreak. House to house survey done. Out of 5 serum samples collected, 3 samples were positive for Dengue (IgM ELISA). One death occurred in 43yr male. Anti-larval measures were undertaken. Awareness campaign were organized in the community level. Entomological revealed HI 40.24%, CI 22.11% and BI 56.09. Health education given.",25,
46,MH/SHO/2018/25/905,Maharashtra,Sholapur,Dengue,07,01,19-05-18,,Under Control,"Cases reported from Villege Lawul, PHC Modnimb, Block Madha. District RRT investigated the outbreak. House to house survey done. Out of 7 serum samples collected, 3 samples were positive for Dengue (IgM ELISA). Anti-larval measures were undertaken. Awareness campaign were organized in the community level. Health education given.",25,
14,MH/PLR/2018/26/927,Maharashtra,Palaghar,Dengue,10,,25-06-18,26-06-18,Under Control,"Cases of fever reported from Village Dinkarpada, SC Kondhle, PHC Kudus, Block Wada. District RRT investigated the outbreak. House to house survey done. 07 serum samples sent to ICMR Lab Dahanu; 04 positive for IgM ELISA Dengue. All cases treated symptomatically. Larval surveys and vector control strategies were adopted. Intensive source reduction activities were undertaken. Community educated on personal protection measures.",26,00
15,MH/THN/2018/26/928,Maharashtra,Thane,Suspected Dengue,16,,29-06-18,01-07-18,Under Control,"Cases of fever reported from Village Kashivali Pada, SC Mokhavane, PHC Kasara, Tal. Shahapur,. District RRT investigated the outbreak. House to house fever survey done. 16 Blood Samples tested at PHC Lab; 01 positive for P Vivax. 03 Blood samples sent to Civil Hospital Thane for Dengue IgM Elisa but sample not tested due to technical problem. All cases treated symptomatically. Larval survey and vector control strategies were adopted. Community educated on personal protection measures.",26,00
28,KN/CKM/2018/26/941,Karnataka,Chikkamagaluru,Dengue,21,,18-06-18,Under Control,"Cases of fever reported from Village Lakya SC, Sadarahalli, PHC/CHC Kalasapura, Taluk Chikkamagaluru. District RRT investigated the outbreak. House to house fever survey done. 05 serum samples sent to SSL Chikkamagaluru. 01 sample was positive for Dengue IgM Elisa. Larval survey and source reduction activities were done. Indoor fogging with 2% Pyrethrum extract was done. All cases treated symptomatically. Relevant health education given.",,26,00
34,MH/KOP/2018/27/978,Maharashtra,Kolhapur,Dengue,69,00,13-06-18,,Under Control,Cases reported from District. RRT investigated the outbreak. House to house fever survey done. Sn Place,27,
38,MH/SGL/2018/27/982,Maharashtra,Sangli,Dengue,10,01,25-06-18,,Under Surveillance,"Cases of fever reported from Village Baudha Vasahat, SC Sandagewadi, PHC Kundal, Block Palus. District RRT investigated the outbreak. House to house survey done. 07 serum samples sent to sentinel Laboratory, Govt. Medical College Miraj; 05 were positive for Dengue IgM Elisa. Dry day practice done once every week. Anti-larval activities and source reduction done. All cases treated symptomatically. Relevant health education given.",27,
39,MH/STA/2018/27/983,Maharashtra,Satara,Dengue,26,00,08-06-18,,Under Surveillance,"Cases of fever reported from Village Yerphale, SC Mhavshi, PHC Keral, Block Patan. District RRT investigated the outbreak. House to house fever survey done. 04 Serum samples sent to NIV Pune; 03 samples were positive for Dengue IgM Elisa. All cases treated symptomatically. Source reduction and anti larval measures like fogging done. Health education given about personal protection measures like wearing of protective clothes & use of mosquito nets.",27,
36,TL/SRY/2018/28/1019,Telangana,Suryapet,Dengue,14,00,08-07-18,15-07-18,Under Control,"Cases of fever reported from Village Nelibanda thanda, PHC; Thirumalgiri. District RRT investigated the outbreak. House to house survey done. 06 serum samples sent to IPM, Hyderabad found 02 positive for dengue and 01 positive for chikungunya. (IgM Elisa) All cases treated symptomatically. Antilarval methods like fogging done in the village. Health education given to maintain personal hygiene and sanitation",28,
46,HP/BLR/2018/25/870,Himachal Pradesh,Bilaspur,Dengue,341,0,20-06-18,,Under Surveillance,"This is a follow-up of outbreak reported in week 25 in district Bilaspur. District RRT investigated the outbreak. House to house survey done. Out of total 341 samples tested by RDT, 143 samples reported positive for Dengue. Intensive anti larval and source reduction activities undertaken. Awareness campaign organized in the community. Health education given on water storage practices and maintenance of dry day once a week.",28,
9,HP/SLN/2018/29/1031,Himachal Pradesh,Solan,Dengue,47,00,17-07-18,19-07-18,Under Surveillance,Cases of fever reported from Village MC Parwanoo and Taksal Panchayat. District RRT investigated the outbreak. House to house fever survey done. District RRT investigated the outbreak. 209 samples were tested for Dengue IgM Elisa; 47 samples were positive. All cases treated symptomatically. Intensive sanitation measures adopted and cleanliness drive done. Anti-larval and source reduction activities undertaken. Health education given on personal protection measures.,29,
44,GA/PNJ/2018/29/1065,Goa,North Goa,Dengue,49,00,30-05-18,,Under Surveillance,"Dengue IgM ELISA. All water done. Health education measures.Cases reported from Village Priol and Kundai village, Ponda Taluka. Under PHC Marcaim. District RRT investigated the outbreak. House to house fever survey done. 23 out of 63 blood samples sent to South Goa DPHL were positive for cases treated symptomatically. Mosquito breeding in the abandoned arecanut leaves due to logging from sprinklers and rain water. Cleanliness drive undertaken. Anti-larval measures and source reduction given on personal protection",29,
51,MH/CND/2018/29/1072,Maharashtra,Chandrapur,Dengue,35,00,10-07-18,,Under Surveillance,"Cases of fever with rash reported from Village Surgaon, PHC Dhaba, Taluka Gondpipari. District RRT investigated the outbreak. House to house slides survey done. 35 blood examined at PHC Dhaba Lab for Plasmodium were negative. 27 Serum samples tested for dengue by IgM Elisa found 06 positive. All cases treated symptomatically. Fever Survey, Container Survey done and Guppy Fish introduced in mosquito breeding places. Source reduction activities undertaken. Relevant health education given.",29,
54,MH/CND/2018/29/1075,Maharashtra,Chandrapur,Dengue,77,00,15-05-18,,Under Control,"Cases reported from Village Chek Darur, PHC - Dhaba, Taluka Gondpipari. District RRT investigated the outbreak. House to house fever survey done. 77 Blood Slides examined were negative at PHC Dhaba Lab. 15 Serum samples tested at GMC Nagpur; 3 positive for Dengue by IgM Elisa. Fever Survey, Container Survey done and Guppy Fish introduced in mosquito breeding places. Source reduction activities undertaken. Relevant health education given.",29,
55,MH/SGL/2018/29/1076,Maharashtra,Sangli,Dengue,13,00,01-07-18,,Under Surveillance,"Cases of fever reported from Village/SC Padmale, PHC Nandre, Block Miraj. District RRT investigated the outbreak. House to house fever survey done. 04 serum samples sent to Sentinel Laboratory, Govt. Medical College Miraj were Dengue IgM Elisa positive. All cases treated symptomatically. Anti-larval and source reduction activities undertaken. Community educated on personal protection measures for mosquitoes.",29,
60,NL/DMR/2018/29/1081,Nagaland,Dimapur,Dengue,08,00,10-07-18,,Under Surveillance,Cases of fever reported from Village/ Block Chumukedima. District RRT investigated the outbreak. House to house fever survey done. All cases treated symptomatically. Larval and entomological surveys done in the community. Anti larval and source reduction activities done to control the breeding of mosquito. Health education given on personal protection measures.,29,
14,TN/PUD/2018/30/1097,Tamil Nadu,Pudukkottai,Dengue,73,00,27-07-18,30-07-18,Under Surveillance,"Cases reported from Village 'Puthampur, SC Sempattur, PHC Athanakottai, Block Pudukottai. District RRT investigated the outbreak. House to house survey done. 14 serum samples sent to Medical College Hospital lab Pudukottai; 10 samples positive for Dengue NS1 and 1 sample positive for Dengue IgM. 03 samples sent to DPhl Lab were positive for Dengue IgM ELISA. All cases treated symptomatically. Vector control and water chlorination activities done. Source reduction activities undertaken in the community.",30,
23,GA/MGO/2018/30/1105,Goa,South Goa,Dengue,24,01,09-07-18,,Under Surveillance,"Cases of fever with joint pains reported from Village Regina Mundi School, Chicalim, Under PHC Cortalim. District RRT investigated the outbreak. House to house survey done. 1 serum sample sent to MCVR, 2 samples sent to GMC for reports awaited. All cases treated symptomatically. Cases reported in Gulmohar hill residency, Ahanti and Essen Vistara residency. Intensive larval breeding observed in the community. Source reduction and vector control activities undertaken. Health education given on personal protection measures.",30,
28,KL/KOZ/2018/30/1110,Kerala,Kozhikode,Dengue,37,00,15-06-18,,Under Control,"Cases of fever with rash reported from Village Unikulam, PHC Managd, Block Balusery. District RRT investigated the outbreak. House to house fever survey done. 22 Ns1Ag tests were done and reported positive for Dengue. 4 serum samples reported positive for Dengue IgM Elisa from Micro Lab Kozhikode. All cases treated symptomatically. Mass source reduction campaign as one ward one day basis was done. Anti-larval activities implemented and people educated in personal protection measures.",30,
32,WB/MRS/2018/30/1114,West Bengal,Murshidabad,Dengue,241,00,14-07-18,,Under Surveillance,"Cases of fever reported from Village Bhabanipur, Joyrampur, SC Bhabanipur, GP Arjunpur, Block Farakka,. District RRT investigated the outbreak. House to house fever survey done. 72 serum samples sent for ELISA (NS1, IgM) to MSDMCH. 09 serum samples (IgM - 1, NS1 - 8) were positive for Dengue. All cases treated symptomatically. Larval surveys done in the area found HI- 34.28, CI- 54.76, PI- 14.28, BI- 65.71.Source reduction and anti-larval activities done. Health education given on personal protection measures.",30,
22,WB/PRL/2018/31/1133,West Bengal,Purulia,Dengue,16,00,03-08-18,03-08-18,Under Surveillance,"Cases of fever with rash reported from Village Purulia Municipality; Ward: 1 & 21; Locality: Deshbandhu Road (Mahalaxmi Bagan lane, Ananda Sarani & Jibanananda Sarani, Indraprastha colony). District RRT investigated the outbreak. House to house fever survey done. 47 Blood samples tested for Dengue; 38 at DPHL and 9 at Shakti Sangha. 35 sample tested positive for Dengue NS-1 ELISA. All cases treated symptomatically. Entomological and larval survey done in the community. Source reduction and anti-larval activities implemented. IEC done for personal protection measures.",31,
30,HP/BLR/2018/25/870,Himachal Pradesh,Bilaspur,Dengue,339,00,28-05-18,,Under Surveillance,Outbreak of Dengue reported in 25th week of the year. Line list of cases being maintained and outbreak under active surveillance. Total of 339 cases confirmed by IgM Elisa for dengue in Bilaspur district of Himachal Pradesh. Intensive source reduction and vector control measures implemented. Community educated on personal protection measures.,31,
31,MH/KOP/2018/27/978,Maharashtra,Kolhapur,Dengue,170,02,03-08-18,,Under Control,"Cases of fever with rash reported from Village Kolhapur Urben Area a/p: Joshi Galli, Mangalwarpeth ,Jawahar Nagar & Somavar Peth Kolhapur. District RRT investigated the outbreak. House to house fever survey done. 1)MangalwarPeth - 19 Serum sample were sent to CPR, for positive. Cases reduction, measures.Kolhapur for IgM Elisa for Dengue; 18 samples IgM positive",31,
33,WB/MRS/2018/30/1114,West Bengal,Murshidabad,Dengue,344,00,24-07-18,,Under Surveillance,"The outbreak was reported in the 30th week. 116 serum samples sent to test for ELISA (NS1, IgM) at MSDMCH. 15 serum samples (IgM - 1, NS1 - 14) came out positive for Dengue. Fever survey and active case search done by Block RRT. Entomological survey and larval surveillance being done in the area. HI- 34.28, CI- 54.76, PI- 14.28, BI- 65.71 at Joyrampur and HI- 40, CI- 35.93, PI- 6.25, BI- 76.67 at Bhabanipur on 25.0.18. All cases treated symptomatically in transient medical camps. Health education given on personal protection and source reduction measures.",31,
27,WB/MRS/2018/30/1114,West Bengal,Murshidabad,Dengue,391,00,24-07-18,,Under Surveillance,"The outbreak was reported in the 30th week. 121 serum samples sent to test for ELISA (NS1, IgM) at MSDMCH. 17 serum samples (IgM - 1, NS1 - 14) came out positive for Dengue. Fever survey and active case search done by Block RRT. Entomological survey and larval surveillance being done in the area. HI- 34.28, CI- 54.76, PI- 14.28, BI- 65.71 at Joyrampur and HI- 40, CI- 35.93, PI- 6.25, BI- 76.67 at Bhabanipur on 25.07.18. All cases treated symptomatically in transient medical camps. Health education given on personal protection and source reduction measures.",32,
28,HP/BLR/2018/25/870,Himachal Pradesh,Bilaspur,Dengue,416,00,28-05-18,,Under Surveillance,Outbreak of Dengue reported in 25th week of the year. Line list of cases being maintained and outbreak under active surveillance. Total of 416 cases confirmed by IgM Elisa for dengue in Bilaspur district of Himachal Pradesh. Intensive source reduction and vector control measures implemented. Community educated on personal protection measures.,32,
12,TL/KRN/2018/33/1167,Telangana,Krimnagar,Dengue,06,00,13-08-18,21-08-18,Under Control,"Cases of fever reported from Village Patarlapally, Ellandakunta. District RRT investigated the outbreak. House to house fever survey done. 06 samples sent to DPHL, Karimnagar which tested positive for Dengue by IgM ELISA. All cases treated symptomatically. Health education given on personal protection measures and source reduction.",33,
13,WB/MDW/2018/33/1168,West Bengal,Paschim Medinipur,Dengue,497,00,06-08-18,06-08-18,Under Surveillance,"the outbreak. House done. 174 blood fever patients. Entomological in the larval survey. Vector follow; HI 29.17 (Keleyara education given measures.Cases of fever with rash reported from Village Agarwara, Maligram, Keleyara, Laxmipari East, GP Maligram, Block Pingla, District Paschim Medinipur. District RRT investigated to house fever survey samples sent to MMCH Microbiology dept for Dengue ELISA test. 39 Dengue Positive, rest samples, result awaited. Distribution of ORS/Paracetamol done among Survey and larval survey done. Extensive breeding found indices are as 16, BI 28, CI 4.76 (12/8/2018Agarwara). HI 20.83, CI 3.94 ,BI : : 16/8/2018). HI 11.11, CI 4.48, BI 22.22 (21/8/18, Maligram. All cases treated symptomatically. Source reduction and vector control measures implemented. Health on personal protection",33,
22,WB/MRS/2018/30/1114,West Bengal,Murshidabad,Dengue,532,00,24-07-18,,Under Surveillance,"The outbreak was reported in the 30th week. 159 serum samples sent to test for ELISA (NS1, IgM) at MSDMCH. 17 serum samples (IgM - 1, NS1 - 16) came out positive for Dengue. Fever survey and active case search done by Block RRT. Entomological survey and larval surveillance being done in the area. HI- 34.28, CI- 54.76, PI- 14.28, BI- 65.71 at Joyrampur and HI- 40, CI- 35.93, PI- 6.25, BI- 76.67 at Bhabanipur on 25.07.18. All cases treated symptomatically in transient medical camps. Health education given on personal protection and source reduction measures.",33,
23,HP/BLR/2018/25/870,Himachal Pradesh,Bilaspur,Dengue,,00,28-05-18,,Under Surveillance,Outbreak of Dengue reported in 25th week of the year. Line list of cases being maintained and outbreak under active surveillance. Total of 339 cases confirmed by IgM Elisa for dengue in Bilaspur district of Himachal Pradesh. Intensive source reduction and vector control measures implemented. Community educated on personal protection measures.,33,
1,MP/MNA/2018/34/1176,Madhya Pradesh,Morena,Dengue,17,0,20-08-18,23-08-18,Under Control,"SHC samples sent IgM Elisa. 01 sample Dengue byCases of fever reported from village Kishanpur, Jigani, CHC Noorabad. District RRT investigated the outbreak. House to house fever survey done. Cases were of the age group 01-70 years age and the most affected age group was 02-40 years age. There were 09 males. 06 blood to GRMC Gwalior for Dengue reported positive for IgM Elisa. All cases treated symptomatically. Health education given on",34,
5,MP/MNA/2018/34/1176,Madhya Pradesh,Morena,Dengue,17,0,20-08-18,23-08-18,Under Control,"SHC samples sent IgM Elisa. 01 sample Dengue byCases of fever reported from village Kishanpur, Jigani, CHC Noorabad. District RRT investigated the outbreak. House to house fever survey done. Cases were of the age group 01-70 years age and the most affected age group was 02-40 years age. There were 09 males. 06 blood to GRMC Gwalior for Dengue reported positive for IgM Elisa. All cases treated symptomatically. Health education given on",34,
18,SK/GTK/2018/34/1188,Sikkim,East Sikkim,Dengue,42,00,10-08-18,,Under Control,"Cases of fever reported from Village Singtam lal Bazar, Adarsh Goan, Jublee Line Singtam, Singtam near Police Thana under. District RRT investigated the outbreak. House to house fever survey done. 52 serum samples sent to Microbiology Department STNM Hospital (DPHL); 42 cases were positive for Dengue IgM Elisa. Intensive vector control and source reduction measures were implemented. All cases treated symptomatically. Health education given on personal protection measures.",34,
20,WB/MRS/2018/30/1114,West Bengal,Murshidabad,Dengue,651,00,24-07-18,,Under Surveillance,"The outbreak was reported in the 30th week. 177 serum samples sent to test for ELISA (NS1, IgM) at MSDMCH. 20 serum samples (IgM - 1, NS1 - 14) came out positive for Dengue. Fever survey and active case search done by Block RRT. Entomological survey and larval surveillance being done in the area. All cases treated symptomatically in transient medical camps. Health education given on personal protection and source reduction measures.",34,
21,HP/BLR/2018/25/870,Himachal Pradesh,Bilaspur,Dengue,680,00,28-05-18,,Under Surveillance,Outbreak of Dengue reported in 25th week of the year. Line list of cases is being maintained and outbreak is under active surveillance. Total of 680 cases confirmed by IgM Elisa for dengue in Bilaspur district of Himachal Pradesh. Intensive source reduction and vector control measures implemented. Community educated on personal protection measures.,34,
22,WB/PRL/2018/31/1133,West Bengal,Purulia,Dengue,651,00,03-08-18,,Under Control,larval protection measures.The outbreak was reported in 31st week of the year. 71 Blood samples tested for Dengue; 38 at DPHL and 9 at Shakti Sangha. 44 sample tested positive for Dengue NS-1 ELISA. All cases treated symptomatically. Entomological and larval survey done in the community. Source reduction and anti- activities implemented. IEC done for personal,34,
