Unnamed: 0,Unique ID.,Name of State/UT,Name of District,Disease/ Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status,Comments/ Action Taken,week_number,No. of De ath s
44,TN/DDG/2018/16/530,Tamil Nadu,Dindigul,Chikungunya,22,00,29-03-18,,Under Surveillance,"Cases reported from Village Reddiarchatram, SC/PHC K.Pudukotai, Block Oddanchatram. District RRT investigated the outbreak. House to house survey done. Out of 8 serum samples collected and sent to DPHL Dindigul; 5 serum samples were positive for Chikungunya (IgM ELISA). Anti-larval activities done in the affected area. All cases treated symptomatically. Health education given.",16,
45,TN/DDG/2018/16/531,Tamil Nadu,Dindigul,Chikungunya,38,00,24-03-18,,Under Surveillance,"Cases reported from Village Batlagundu, Viralipatti, SC Batlagundu II, PHC/Block .Arunachalapuram. District RRT investigated the outbreak. House to house survey done. District RRT investigated the outbreak. House to house survey done. Out of 6 serum samples collected and sent to DPHL Dindigul; 3 serum samples were positive for Chikungunya (IgM ELISA). Anti-larval activities done in the affected area. All cases treated symptomatically. Health education given.",16,
13,KN/GUL/2018/17/548,Karnataka,Kalaburagi,Chikungunya,22,00,28-04-18,29-04-18,Under Control,"Cases of fever reported from Village Ashraya colony area, PHC/CHC Shahbazar, Taluk Kalaburagi. District RRT investigated the outbreak. House to house fever survey done. Out of 12 serum samples, 5 samples were positive for IgM ELISA Chikungunya. All cases treated symptomatically. Larva survey and source reduction activities done. Relevant health education given.",17,
14,KN/BIJ/2018/17/549,Karnataka,Bijapur,Chikungunya,49,00,25-04-18,25-04-18,Under Surveillance,"Cases of fever reported from Village Adavisomanal, PHC/CHC Naltwad, Taluk Muddebihal. District RRT investigated the outbreak. House to house survey done. Source Reduction and anti-larval activities conducted. 04 Blood samples sent; 01 positive for Chikungunya IgM ELISA. All cases treated symptomatically. Health education given.",17,
25,TN/DDG/2018/17/560,Tamil Nadu,Dindigul,Chikungunya,22,00,19-04-18,23-04-18,Under Surveillance,"Cases of fever reported from Village Athoor, Ayyampalayam,",17,
27,TN/RMN/2018/17/562,Tamil Nadu,Ramanathapura m,Chikungunya? ?,23,00,23-04-18,24-04-18,Under Surveillance,"Cases Parayankulam, Health Education given community.of fever reported from Village SC Kathanendal, PHC Kovilangulam, Block Kamudhi. District RRT investigated the outbreak. House to house fever survey done. All cases treated symptomatically. to cover all water storage containers and keep environment clean. Adequate hydration with ORS ensured for cases. Indoor and outdoor fogging done in the",17,
13,GJ/JGH/2018/18/600,Gujarat,Junagadh,Chikungunya,48,00,30-04-18,02-05-18,Under Surveillanc e,Cases of fever with joint pains reported from Block Mangarol. District RRT investigated the outbreak. House to house survey done. Community made aware of personal protection and other vector control measures. All cases treated symptomatically. Relevant health education given.,18,
20,TN/MDR/2018/19/643,Tamil Nadu,Madurai,Chikungunya,26,00,08-05-18,08-05-18,Under Control,"Andipatti, 'Doddappanaickanur, sent positive. 05 Madurai; 01 chikungunya symptomatically. done.Cases of fever reported from Village Sadaiy HSC 'Malaipatti, PHC Block 'Usilampatti. District RRT investigated the outbreak. House to house fever survey done. Blood smear was negative at Doddappa PHC. 05 serum samples to DPHL Madurai; 01 Leptospirosis blood culture sent to DPHL positive for Staphylococcus aureus. 02 samples reported Ecoli. 04 water samples sent to DPHL Madurai; 03 samples were non potable and 1 sample potable. 05 serum sample sent to MMC Madurai; 02 were positive. All cases treated Fogging, mass cleaning & disinfection done. Advised water. Source reduction and antilarval activitiesto drink boiled",19,
35,MH/NAS/2018/20/687,Maharashtra,Nashik,Chikungunya,66,00,17-04-18,,Under Control,"Cases of fever reported from Village Duberewadi (Krishnanagar), SC Dubere, PHC Thangaon, Block Sinner. District RRT investigated the outbreak. House to house survey done. 66 Blood Slides checked for malarial parasite were negative. 05 Serum samples sent to NIV were positive for Dengue and 05 were positive for chikungunya. All cases treated symptomatically. Source reduction and antilarval measures were implemented. Health education on personal protective measures was given to the community.",20,
33,MP/MNA/2018/21/720,Madhya Pradesh,Morena,Chikungunya,36,00,18-03-18,,Under Control,"Cases of fever with joint pain reported from Village Ramja ka pura, SC Banbara, PHC Mangrol, Block Sabalgarh. District",21,
27,TN/TPL/2018/22/752,Tamil Nadu,Trichirapalli,Chikungunya,31,,31-05-18,04-06-18,Under Surveillance,"Cases of fever reported from Village 'T.Palaiyur, SC Theerampalayam, PHC Mannachanallaur. District RRT investigated the outbreak. House to house fever survey done. 03 serum samples sent to DPHL Manaparai were positive for Chikungunya. Water scarcity and poor water storage practices were likely the cause of outbreak. All cases treated'Edumalai, Block",22,00
41,MH/KOP/2018/22/765,Maharashtra,Kolhapur,Chikungunya,09,,23-01-18,,Under Control,"Casesreported Alate, Block Hatakanagle. District RRTfrom Village Korochi, SC Korochi, PHC investigated the",22,00
11,KN/DHA/2018/23/782,Karnataka,Dharwad,Chikungunya,26,00,06-06-18,06-06-18,Under Surveillance,"Cases of fever with joint pain reported from Village Ward-23, Desai Nagar, Gamangatti, PHC/CHC Navanagar, Taluk Dharwad. District RRT investigated the outbreak. House to house survey done. 03 Serum samples sent to KIMS Referral lab, Hubballi; 02 were positive for Chikungunya. All cases treated symptomatically. Larval survey and IEC",23,
12,KN/DHA/2018/23/783,Karnataka,Dharwad,Chikungunya,15,00,05-06-18,05-06-18,Under Surveillance,"Cases of fever with joint pains reported from Village Uppin Betageri ""C"" SC, Jain Oni, PHC/CHC Uppin Betageri, Taluka Dharwad. District RRT investigated the outbreak. House to house survey done. 05 Samples tested and 02 found positive for Chikungunya IgM Elisa. All cases treated symptomatically. Larval survey conducted in the village. IEC activities on water storage practices and breeding of Aedes larvae done in the village.",23,
13,KN/HAV/2018/23/784,Karnataka,Haveri,Chikungunya,13,00,05-06-18,07-06-18,Under Surveillance,"Cases of fever with joint pains reported from Village Mantrodi, PHC/CHC Karadagi, Taluka Savanur. District RRT investigated the outbreak. House to house survey done. 07 blood samples sent to DPHL, Haveri; 03 found positive for Chikungunya IgM Elisa. All cases treated symptomatically. Health education given on vector control and personal protection measures.",23,
14,KN/HAS/2018/23/785,Karnataka,Hassan,Chikungunya,15,00,31-05-18,04-06-18,Under Control,"Cases of fever with joint pains reported from Village Maragondanahalli thandya, PHC/CHC Kolagunda, Taluk Arasikere. District RRT investigated the outbreak. House to house fever survey done. 02 blood samples sent to SSL, DSU Hassan; 01 found positive for Chikungunya IgM Elisa. All cases treated symptomatically. Larval and container survey found breeding of Aedes larva. Relevant health education given.",23,
15,KN/MYS/2018/23/786,Karnataka,Mysore,Suspected Chikungunya,21,00,05-06-18,05-06-18,Under Control,"Cases of fever reported from Village Hemmaragala, PHC/CHC koodlapura, Taluk Nanjanagud. District RRT investigated the outbreak. House to house fever survey done. Blood smears prepared for 21 cases were negative for Malaria. Lab samples sent to SSL, Mysuru were negative for ELISA IgM chikungunya. All cases treated",23,
16,KN/GDG/2018/23/787,Karnataka,Gadag,Chikungunya,26,00,02-06-18,06-06-18,Under Control,"Cases of fever reported from Village Virapur, PHC/CHC Nidagundi, Taluk Ron. District RRT investigated the outbreak. House to house fever survey done. 02 Water Samples for test by H2S method; result awaited. 02 Blood samples for IgM Elisa, Chikungunya at DSSL Gadag, 01 sample reported positive. All cases treated symptomatically. IEC regarding hygienic preparation of food, safe drinking water, hand washing practices, proper care of utensils etc were given to the community. Source reduction, larvae survey and vector control measures were implemented.",23,
24,TN/SIV/2018/23/795,Tamil Nadu,Sivaganga,Chikungunya,09,00,05-06-18,07-06-18,Under Surveillance,"Cases reported from Village Muthusamy Nagar, HSC Ward-01, PHC Sivagangai UPHC, Block Sivagangai MPTY. District RRT investigated the outbreak. House to house fever survey done. 03 serum samples sent to DPHL Sivaganga; positive for IgM Elisa for Chikungunya. Anti-larval and vector control measures done. All drinking water sources were chlorinated. Removal of waste material and source reduction done. All cases treated symptomatically. Health education given.",23,
26,TN/MDR/2018/23/797,Tamil Nadu,Madurai,Chikungunya,30,00,03-06-18,08-06-18,Under Surveillance,"Cases of fever reported from Village Thondamanpatti, SC Chattrapatti, PHC Kancharampettai, Block Madurai West. District RRT investigated the outbreak. House to house survey done. Blood Smears were negative for Malaria at Kanchrampettai PHC and Alanganallur PHC. 05 Serum samples were negative for Dengue, Leptospirosis and Widal at DPHL Madurai. 05 Serum samples sent to Madurai Medical College confirmed Chikungunya by IgM Elisa. Source reduction and anti-larval activities done. Nilavembu Kudineer, a medicine from siddha was distributed daily. All cases treated symptomatically.",23,
27,TN/RMN/2018/23/798,Tamil Nadu,Ramanathapura m,Chikungunya,09,00,08-06-18,09-06-18,Under Surveillance,"Cases of fever with bodyache reported from Village Kamarajapuram, SC Siraikulam, PHC Sikkal, Block Kadaladi. District RRT investigated the outbreak. House to house fever survey done. 04 serum samples sent to DPHL Ramanathapuram; 02 were positive for Chikungunya. All cases treated symptomatically. Breeding observed in uncovered water sources eg. Cement cistern, Newly constructed toilet basin etc. Vector control measures adopted and health education imparted on safe water",23,
45,MH/STA/2018/23/814,Maharashtra,Satara,Chikungunya,09,00,11-05-18,,Under Surveillance,"Cases of fever with joint pains reported from Village/SC Vaduj, PHC Katarkhatav, Block Khatav. District RRT investigated the outbreak. House to house fever survey done. Increase in Larvae Density was observed in the community. 05 Serum samples sent to NIV, Pune were positive for Chikungunya. All cases treated symptomatically. Source reduction was done and health education given about personal protection measures. Vector control measures adopted in the community.",23,
25,TN/RMN/2018/24/843,Tamil Nadu,Ramanathapura m,Chikungunya,12,00,14-06-18,18-06-18,Under Surveillance,"Cases of fever reported from Village Kottiyenthal, SC Keela selvanur, PHC Melakidaram, Block Kadaladi. District RRT investigated the outbreak. House to house survey done. 03 Blood samples sent to DPHL Ramanathapuram; 02 samples were positive for IgM Elisa for Chikungunya and 01 was positive for leptospirosis. All cases treated symptomatically. Source Reduction and Mass cleaning activities undertaken in the community.",24,
35,KN/RNA/2018/24/852,Karnataka,Ramanagara,Chikungunya,52,00,05-06-18,,Under Control,"Cases of fever reported from Village Achalu factory, PHC/CHC Kailancha, Taluk Ramanagara. District RRT investigated the outbreak. House to house survey done. 05 Blood samples sent to SSL Ramanagara; 03 were positive for Chikungunya. All cases treated symptomatically. Integrated vector control measures implemented in the community.",24,
18,KN/BIJ/2018/25/878,Karnataka,Bijapur,Chikungunya,15,00,20-06-18,20-06-18,Under Control,"Cases reported from Village Masibinal, Taluk Bagewadi. District RRT investigated the outbreak. House to house survey done. Out of 09 blood samples collected 03 samples were positive for Chikungunya (IgM ELISA). Anti- larval measures were undertaken. Health education given.",25,
19,KN/DHA/2018/25/879,Karnataka,Dharwad,Chikungunya,43,00,19-06-18,19-06-18,Under Control,"Cases reported from urban area Ward 21, Navalur, PHC/CHC Purohit Nagar, Taluk Dharwad and Village Nelliharavi, Tanda, PHC Bammigatti, Taluk Kalaghatagi. District RRT investigated the outbreak. House to house survey done. All the 05 blood samples collected were positive for Chikungunya (IgM ELISA) from ward 21. 02 samples were positive for Chikungunya from village Nelliharavi. Entomological survey done. Source reduction activities were undertaken. IEC regarding personal protection measures imparted. All cases treated symptomatically. Health education given.",25,
20,KN/SHI/2018/25/880,Karnataka,Shivamogga,Chikungunya,11,00,22-06-18,22-06-18,Under Control,"Cases reported from Village/CHC/PHC Tunga Nagar, Taluka Shivamogga. District RRT investigated the outbreak. House to house survey done. Out of 05 samples collected; 02 samples were positive for Chikungunya. Entomological survey done. Source reduction activities were undertaken. IEC regarding personal protection measures imparted. All cases treated symptomatically. Health education given.",25,
29,TN/THE/2018/25/889,Tamil Nadu,Theni,Chikungunya,28,00,21-06-18,25-06-18,Under Control,"Cases reported from Village/SC/PHC Rayapanpatti, Block Uthamapalayam. District RRT investigated the outbreak. House to house survey done. Out of 16 serum samples collected, 3 samples were positive for Chikungunya (IgM ELISA) and 1 samples were positive for Dengue (IgM ELISA). Entomological survey done. Anti-larval measures were undertaken. Awareness campaign were organized in the community level. Health education given.",25,
13,KN/HAV/2018/27/958,Karnataka,Haveri,Chikungunya,50,00,03-07-18,03-07-18,Under Control,Cases of fever reported from district. RRT investigated the outbreak. House to survey done.house,27,
21,TN/MDR/2018/27/966,Tamil Nadu,Madurai,Chikungunya,20,00,05-07-18,06-07-18,Under Surveillance,"Cases of fever reported from Village C.Vagaikulam, SC 'Vagaikulam, PHC Sathangudi, Block Thirumangalam. District RRT investigated the outbreak. House to house fever survey done. 07 Blood Smears tested negative for malaria at Sathangudi PHC. 05 serum samples sent to DPHL Madurai; 1 sample reported positive for Typhoid. 05 Serum samples sent to Madurai Medical College; 2 samples reported positive for Chikungunya. Medical camp conducted and cases treated symptomatically. Disinfection of cattle sheds done. Antilarval work and source reduction done. Nilavembu Kudineer distributed in the community.",27,
25,TN/RMN/2018/27/970,Tamil Nadu,Ramanathapura m,Chikungunya,15,00,02-07-18,02-07-18,Under Control,"Cases of fever reported from Village/SC Pottagavayal PHC P. Kodikulam, Block Nainarkovil. District RRT investigated the outbreak. House to house fever survey done. 05 serum samples sent to DPHL Ramanathapuram; 02 samples were positive for Chikungunya and 01 was positive for leptospirosis. Medical camp conducted. All cases treated symptomatically. Indoor and outdoor fogging done. Anti larval work and source reduction done. Health education given to drink boiled water.",27,
26,TN/VIR/208/27/971,Tamil Nadu,Virudhunagar,Chikungunya,19,00,05-07-18,05-0718,Under Surveillance,"Cases of fever reported from Village/SC 'Sengamalapatti, PHC Alamarathupatti, Block M.Pudhupatti. District RRT investigated the outbreak. House to house survey done. 06 serum samples sent to DPHL Virudhunagar; 02 samples were positive for Chikungunya and 02 for widal. All cases treated symptomatically. Anti larval work and source reduction done. Indoor thermal fogging conducted. Nilavembu Kudineer, a siddha medicine distributed in the community.",27,
35,MH/NAS/2018/27/979,Maharashtra,Nashik,Chikungunya,137,00,05-05-18,,Under Control,"Cases of fever reported from Village Nimshevadi, SC Virane, PHC Vadner, Block Malegaon. District RRT investigated the outbreak. House to house fever survey done. Water storage was the probable cause of disease outbreak. 10 serum samples sent to NIV Pune; 07 Samples were positive for Chikungunya IgM ELISA and 2 samples positive for Dengue IgM ELISA. All cases treated symptomatically. Source reduction and anti larval activities done. Health education given on personal protection measures.",27,
36,MH/NAS/2018/27/980,Maharashtra,Nashik,Suspected Chikungunya,28,00,08-06-18,,Under Surveillance,"Cases of fever reported from Village Nashik City, UPHC: CIDCO, Area: Tuljabhavani Chowk. District RRT investigated the outbreak. House to house survey done. Prolonged and improper water storage due to water scarcity was the likely cause of outbreak. 09 Serum samples sent to NIV Pune; Result Awaited. All cases treated symptomatically. Blood smears for malarial parasite were negative. Source reduction and anti larval measures implemented in the community. Health Education & awareness regarding personal protective & environmental preventive measures done.",27,
37,MH/PNE/2018/27/981,Maharashtra,Pune,Chikungunya,18,00,14-04-18,,Under Control,"Cases of fever reported from Village Antroli, SC Bhatti Anrtoli, PHC Pasali, Block Velha. District RRT investigated the outbreak. House to house fever survey done. 18 serum samples sent to NIV Pune; 12 samples were positive for Chikungunya IgM Elisa. . All cases treated symptomatically. Source reduction and anti-larval measures implemented. Health education given on personal protection measures.",27,
16,KN/HAV/2018/28/999,Karnataka,Haveri,Chikungunya,15,00,09-07-18,09-07-18,Under Control,"Cases of fever reported from Village Hullatti, HSC/CHC Devaragudda, Taluk Ranebennur. District RRT investigated the outbreak. House to house fever survey done. 2 blood samples sent to DPHL, Haveri; 1 found positive for Chikungunya. Vector surveillance under process. Source reduction and environmental measures adopted for vector control. Health education given for personal protection.",28,
13,MH/NAS/2018/29/1035,Maharashtra,Nashik,Chikungunya,28,00,12-07-18,21-07-18,Under Surveillance,"Cases of fever reported from Village/SC/PHC Jaykheda, Block Baglan. District RRT investigated the outbreak. House to house fever survey done. Prolonged storage of water and larval breeding was likely the cause of outbreak. Larval survey found HI: 2.13, CI: 3.07 and BI: 1.04. 08 Serum samples sent to Dhule Medical College; 05 samples were positive for Chikungunya IgM ELISA. 28 Blood Slides for Malarial Parasite were negative for Plasmodium. All cases treated symptomatically. Anti-larval measures and source reduction done in the area. Health education and awareness given for personal protective measures.",29,
30,TN/MDR/2018/29/1052,Tami Nadu,Madurai,Leptospirosis & Chikungunya,64,00,13-07-18,20-07-18,Under Control,"Cases of fever reported from Village Kambarmalai patti and Muthusamypatti, SC Seminipatti, PHC Keelavalavoo, Block Melur. District RRT investigated the outbreak. House to house fever survey done. Blood smears sent to PHC Keelavalavoo were negative for Malaria. 09 serum samples sent to DPHL Madurai were positive for Leptospirosis. 09 serum samples sent to Madurai Medical college; 08 samples were positive for Chikungunya. All cases treated symptomatically. Mass cleaning & disinfection done. Community advised to drink boiled water. Disinfection of cattle sheds done. Anti-larval activities and source reduction done in the area. Nilavembu Kudineer, a siddha medicine distributed.",29,
31,TN/SLM/2018/29/1053,Tami Nadu,Salem,Chikungunya,45,00,16-07-18,23-07-18,Under Surveillance,"Cases of fever reported from Village Periyanvalavu, 18th ward. SC Tharamangalam main, PHC/Block 'Tharamangalam. District RRT investigated the outbreak. House to house survey done. 04 serum samples sent to DPHL Salem: 01 chikungunya positive. All cases treated symptomatically. Anti-larval work and source reduction done. Nilavembu kudineer, a siddha medicine distributed. Indoor & outdoor fogging done. Health education given on personal protection measures.",29,
32,TN/SIV/2018/29/1054,Tami Nadu,Sivaganga,Chikungunya,20,00,17-07-18,23-07-18,Under Surveillance,"Cases of fever reported from Village 'Arumugam Nagar, HSC Ward No: 06, PHC/Block Karaikudi MPTY. District RRT investigated the outbreak. House to house fever survey done. 03 serum samples sent to DPHL Karaikudi; 02 positive for Chikungunya. Cases treated symptomatically. Source reduction and anti-larval activities done. Relevant health education given on personal protection measures.",29,
