50,MZ/AIZ/2023/35/1127,Mizoram,Aizawl,Scrub Typhus,42,0,28-08-23,28-08-23,Under Control,"Cases reported from Lungleng Village under Hlimen UPHC. Cases presented with symptoms of Headache, Fever, and Nausea. 46 Serum samples were tested with Weil Felix on site by RRT, out of which 28 samples were found to be Weil Felix positive for scrub typhus. District RRT investigated the outbreak. Community awareness and health education given by peripheral health team on scrub typhus.",35
60,UP/BAL/2023/35/1136,Uttar Pradesh,Ballia,Scrub Typhus,27,0,24-08-23,29-08-23,Under Control,"Cases reported from Village Khejuri, Block Panda, Sub District Sikanderpur, District Ballia. Cases presented with fever. Out of 27 blood samples collected and sent to District Sentinel Lab, Ballia, 6 samples tested positive for Orientia tsutsugamushi (IgM ELISA). District RRT investigated the outbreak. Community awareness and health education given by peripheral health team on Scrub Typhus. House to house fever survey was done. Cases were treated at a health camp organized in the affected area. IEC activities regarding personal hygiene and sanitation were done.",35
69,GJ/ARL/2023/35/1144,Gujarat,Amreli,Scrub Typhus,6,0,05-08- 2023,,Under Control,"Case was reported from Gigasan Vadi vistar, Taluk Dhari, near Gir Forest. Case admitted to Civil Hospital, Ahmedabad with symptoms of fever, chills and swelling in leg and dark scab on both legs. Blood Sample was sent to Civil Hospital lab, Ahmedabad, which was found to be Positive for Scrub Typhus by IgM ELISA. District RRT investigated the outbreak. Community awareness and health education given by peripheral health team on personal and professional hygiene and safe drinking water. House to House survey was done and close contacts were detected during Contact Tracing, all were found to be asymptomatic.",35
26,MP/MDS/2023/36/1175,Madhya Pradesh,Mandsaur,Scrub Typhus,45,0,03-09-23,05-09-23,Under Surveillance,"Cases were reported from Village Khardhamnia, Sub-District Suwasara, District Mandsaur. Cases presented with fever with body ache. Total 45 blood samples sent to AIIMS Bhopal. District RRT investigated the outbreak. 9 samples came positive for Scrub typhus IgM by ELISA. Cases were treated symptomatically. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation.",36
51,RJ/TNK/2023/36/1199,Rajasthan,Tonk,Scrub Typhus,98,0,10-08-23,,Under Control,"Cases were reported from Sub-District Malpura, District Tonk. Cases presented with fever. 98 samples were collected. 80 samples were sent to District Sahadat Hospital Tonk and 18 samples were sent to SMS lab. District RRT investigated the outbreak. 14 out of 98 samples were found positive for Scrub typhus IgM by ELISA. Cases were treated symptomatically. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation. 32- year-old male succumbed to death due to previous co morbid conditions.",36
52,UP/JNP/2023/36/1200,Uttar Pradesh,Jaunpur,Scrub Typhus,13,0,29-08-23,,Under Control,"Cases were reported from Village Gahlai, Sub-District Mariahu, District Jaunpur. Cases presented with fever. 13 blood samples collected and sent to IMS-BHU. District RRT investigated the outbreak. Three out of 13 samples found positive for Scrub typhus IgM by ELISA. Cases were treated symptomatically. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation.",36
57,UP/JNP/2023/37/1256,Uttar Pradesh,Jaunpur,Scrub Typhus,9,0,20-08-23,,Under Control,"Cases of fever were reported from Village Salamatpur, CHC Naupedwa, District Jaunpur. Out of 9 blood samples collected and sent to IMS-BHU, 1 sample tested positive for Orientia tsutsugamushi (IgM ELISA). District RRT investigated the outbreak. House to house fever survey done. Cases treated at a health camp organized in the affected area. IEC activities regarding personal hygiene and sanitation practices done. Environmental control measures undertaken in the affected area.",37
29,MP/SHR/2023/37/1284,Madhya Pradesh,Sehore,Scrub Typhus,6,0,23-09-23,23-09-23,Under Surveillance,"Cases were reported from Village Khamkheda Baijnath, Sub-District Ashta, District Sehore. Cases presented with fever with rash. 6 blood samples were collected and sent to AIIMS Bhopal. District RRT investigated the outbreak. Cases were treated symptomatically. 1 out of 6 blood samples came positive for Scrub typhus IgM by ELISA. Age group of the affected cases were 5-70 years. Community awareness and health education given by peripheral team on hygiene and sanitation.",38
63,MH/NAN/2023/42/1509,Maharashtra,Nanded,Scrub Typhus,10,1,29-08-23,,Under Control,"Cases reported Dahelitanda. Cases presented with symptoms of fever. Total 10 serum samples were collected and sent to Nagpur GMC, out of which 1 sample was found to be positive for scrub typus by Rapid Diagnostic Test. District RRT investigated the outbreak. Community awareness and health education given by peripheral health team on scrub typhus. Active surveillance was done. Tick surveillance was done throughout the village.from Village Bhumpur, SC Dundra, PHC",42
22,MP/BPL/2023/45/1609,Madhya Pradesh,Bhopal,Scrub Typhus,11,0,09-11-23,09-11-23,Under Surveillance,"Cases were reported from Sanjivani Baba Nagar, District: Bhopal. Cases presented with symptoms of fever. Serological sample for IgM Elisa test was taken of 2 cases and sent to AIIMS Bhopal, which were came positive for IgM by ELISA. District RRT investigated the outbreak. Community awareness and health education given by peripheral health team on scrub typhus. Active surveillance was done. House to house survey was done.",45
27,MH/NAG/2023/45/1614,Maharashtra,Nagpur,Scrub Typhus,3,1,08-11-23,09-11-23,Under Surveillance,"Cases Reported from Ghogli, Block Kamptee, PHC Gumthi & Sub Centre Gumthala. Cases presented with symptoms of fever. Total 3 samples were collected & sent to AIIMS Nagpur, all 3 samples were negative for IgM ELISA for Scrub Typhus. District RRT investigated the outbreak. Community awareness and health education given by peripheral health team on dengue. Fever and container survey were conducted in the area and surrounding areas, and preventive and curative measures were taken. Daily entomological surveys were conducted. Fogging, source reduction were done. Death of a 64 year old female has occurred due to the illness (Scrub Typhus IgM ELISA positive).",45
22,AR/PPM/2023/46/1652,Arunachal Pradesh,Papumpare,Scrub Typhus,34,0,15-10-23,,Under Surveillance,"Cases were reported from various hospitals in Naharlagun and Itanagar during the period August to December. District Papum Pare. Cases presented with fever, headache and myalgia. Total 722 blood samples were collected and sent to DPHL Naharlagun and TRIHMS. District RRT investigated the outbreak. Cases were treated symptomatically. Total 34 samples came positive for Scrub typhus IgM by ELISA. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation.",46
25,MG/WKH/2023/46/1655,Meghalaya,West Khasi Hills,Scrub Typhus,17,0,06-11-23,,Under Surveillance,"Cases were reported from Nonglang PHC under Mawthadraishan, District West Khasi Hills. Cases presented with fever, headache and bodyache. 17 serum samples and were collected and sent to Pasteur Institute Molecular Diagnostic Lab. District RRT investigated the outbreak. Cases were treated with antibiotics and other supportive measures. 8 samples found positive for Scrub typhus IgM by ELISA. Community awareness and health education given by peripheral team on rodent control measures, hygiene and sanitation.",46
35,,Assam,Dima Hasao,xxx. Scrub Typhus,07,00,15-07-15,,Under Control,"Cases of fever, cough, epistaxis, conjunctival congestion and skin rash reported from Village Hojai Dobongling, SC Thanalambra, PHC Gunjung, BPHC Gunjung. District RRT investigated the outbreak. House to house survey done. Serum samples collected and sent to microbiology department GMCH. All samples tested negative for dengue IgM ELISA. 2 samples tested positive for Scrub Typhus IgM ELISA. All blood smears were found to be negative for malaria. All cases treated locally. Health education given.",32
6,,Arunachal Pradesh,Upper Subansiri,vi. Scrub Typhus?,04,00,18-08-15,21-08-15,Under surveillance,"Cases reported from Village Nacho PHC, District Upper Subansiri, District RRT investigated the outbreak. House to house survey done. 04 serum samples collected and sent to DPHL Naharlagun; result awaited. All cases treated symptomatically. Health education given.",34
19,20.,Tamil Nadu,Kancheepuram,xx. Scrub Typhus,09,00,31-08-15,07-09-15,Under Control,"Cases reported from Village Chittiambakkam, HSC Rajakulam, PHC Parandur, Block Walajabad. District RRT investigated the outbreak. House to house fever survey done. All blood smears tested negative for malaria parasite.6 serum samples tested at KIPM; 1 sample tested positive for Scrub typhus, 2 samples were found to be equivocal for leptospirosis.All cases treated symptomatically. Fogging done in the area. Health education given.",36
20,,18. Maharasthra,Nagpur,xviii. Scrub Typhus,04,00,12-09-15,16-09-15,Under Control,"Cases of fever with uneasiness & breathlessness reported from Village Borgaon, PHC DhapewadaTalkalmeshwar. District RRT investigated the outbreak. House to house survey done. All 04 samples sent to NCDC New Delhi for Weil-Felix &IgM ELISA test for Scrub Typhus were found to be positive. All cases treated locally. Health education given.",38
21,,18. Meghalaya,East Jaintia Hills,xviii. Scrub Typhus,47,00,28-09-15,28-09-15,Under Control,Cases reported from different villages under Khliehriet CHC. District. RRT investigated the outbreak. House to house survey done.48 blood samples tested positive for Scrub Typhus by Weil Felix test at CHC Khliehriet. All cases treated symptomatically. Health education given.,39
27,MZ/AIE/2019/03/0086,Mizoram,Aizwal East,Scrub Typhus,25,00,05-11-18,,Under Control,Cases reported from Village Samtlang. District RRT investigated the outbreak. House to house survey done. Out of 32 samples collected and tested at DPHL Aizwal and 25 positive by ELISA test. All cases treated symptomatically. Health education given.,3
28,MZ/SER/2019/03/0087,Mizoram,Serchhip,Scrub Typhus,141,00,24-12-18,,Under Surveillance,Cases reported from Village/CHC Thenzawl. District RRT investigated the outbreak. House Medical camps were organized at Thenzawl CHC. Out of 62 samples tested at RMRC Dibrugarh and 17 samples was,3
16,NL/MON/2019/15/0373,Nagaland,Mon,Scrub Typhus,08,00,04-04-19,04-04-19,Under Control,"Cases reported from Village Mon, Block Aboi. District RRT investigated the outbreak. House to house survey done. 08 blood samples collected; were positive for scrub typhus (Weil - Felix Agglutination test). All cases treated symptomatically. Health education given.",15
29,KL/WYN/2019/18/0476,Kerala,Wayanad,Scrub Typhus,24,01,25-04-19,,Under Surveillance,,18
2,AR/ERN/2019/23/0587,Arunachal Pradesh,West Kameng,Scrub Typhus,03,00,06-06-19,10-06-19,Under Surveillance,"Cases reported from Village Angkaling, under CHC Kalaktang, Block Kalaktang. District RRT investigated the outbreak. 3 blood samples collected and confirmed positive for Scrub Typhus by Immuno Chromatographic Assay Rapid Test at CHC Kalaktang. Cases reported with fever, chills, and headache. Typical eschar/lesion observed under arms. All cases treated symptomatically. Health education given.",23
7,AR/ERN/2019/23/0587,Arunachal Pradesh,West Kameng,Scrub Typhus,03,00,06-06-19,10-06-19,Under Surveillance,"Cases reported from Village Angkaling, under CHC Kalaktang, Block Kalaktang. District RRT investigated the outbreak. 3 blood samples collected and confirmed positive for Scrub Typhus by Immuno Chromatographic Assay Rapid Test at CHC Kalaktang. Cases reported with fever, chills, and headache. Typical eschar/lesion observed under arms. All cases treated symptomatically. Health education given.",23
33,AS/ERN/2019/23/0612,Assam,Nalbari,Scrub Typhus,04,00,26-05-19,,Under Surveillance,"Cases reported from Village Makhibaha, Village Milanpur, Village/SC Borajol, Village Kakaya. All affected were adults. All had fever, headache, body ache, gastrointestinal pain and chest pain. No eschar or change in mental status was observed. There was no travel history. No contact with cattle or pets. 4 blood samples collected and sent to DPHL, SMK Civil Hospital, Nalbari and all found positive. All cases treated symptomatically. Health education given.",23
27,AR/ESN/2019/27/0799,Arunachal Pradesh,East Siang,Scrub Typhus,18,00,22-06-19,,Under Surveillance,"RRT investigated at RMRC-ICMR, Dibrugarh. All cases given.Cases reported from various villages of East Siang. District the outbreak. 18 blood samples were collected and all found positive for Scrub Typhus and tested treated education",27
57,MH/KOP/2019/29/0909,Maharashtra,Kolhapur,Scrub Typhus,04,00,04-07-19,,Under Surveillance,"Cases reported from Ghalwad, SC Kutwad, PHC Ghalwad, Block Shirol. District RRT investigated the outbreak. Affected area is a remote place and having cattle sheds in all around in the area. Sanitation was poor. 03 blood serum samples collected and tested positive for Scrub typhus by Weil Felix test. House to house survey done. All cases treated. Health education given. Antimite dusting was done in the area along with the management of shrubs.",29
1,AS/NGO/2019/31/0954,Assam,Nagaon,Scrub Typhus,01,01,01-08-19,01-08-19,Under Surveillance,"Case reported from Village Bohuabheti, SC/PHC Kasamari, Block Buragohaithan. District RRT investigated the outbreak. A 45 year old female presented in a semiconscious state with fever, vomiting and pain abdomen in a K/C/O hypetension and stroke. The patient expired at home after discharge against medical advice. Serum sample was collected and sent to DPHL, Nagaon, and reported negative for Japanese Encephalitis and positive for Scrub Typhus. Fever survey conducted in the affected area. Health education given.",31
4,AS/NGO/2019/31/0954,Assam,Nagaon,Scrub Typhus,01,01,01-08-19,01-08-19,Under Surveillance,"Case reported from Village Bohuabheti, SC/PHC Kasamari, Block Buragohaithan. District RRT investigated the outbreak. A 45 year old female presented in a semiconscious state with fever, vomiting and pain abdomen in a K/C/O hypetension and stroke. The patient expired at home after discharge against medical advice. Serum sample was collected and sent to DPHL, Nagaon, and reported negative for Japanese Encephalitis and positive for Scrub Typhus. Fever survey conducted in the affected area. Health education given.",31
24,AS/SNT/2019/33/1032,Assam,Sonitpur (Tezpur),Scrub Typhus,33,06,01-04-19,,Under Control,"Cases reported from various places in Sonitpur. District RRT investigated the outbreak. All cases were first diagnosed as Acute encephalitis Syndrome. Serum samples of all 33 cases collected sent to Apex laboratory at RMRC Dibrugarh, result of all samples reported positive for Scrub Typhus. A total of 06 individuals’ succumbed to death. Deaths are being reported since the 7th of April, 2019. The details of the death cases is presented in tabular form:",33
32,MH/AMR/2019/36/1160,Maharashtra,Amravati,Scrub Typhus,01,01,22-08-19,,Under,"A 35yr old female resident of Village/SC Wagholi, PHC Nimboli, Block Dhamangaon presented symptoms of fever, headache and vomiting and was admitted in a hospital and",36
1,AR/KGK/2019/38/1202,Arunachal Pradesh,Kumey,Scrub Typhus?,10,03,15-09-19,17-09-19,Under Control,"Cases reported from Village Parsi Parlo, CHC Koloriang, Block Koloriang, Kurung. District RRT investigated the outbreak. Most affected cases were children, residing in jungle area and with unhygienic lifestyle. The deceased were in the age group 1-6 years. A total of 05 blood samples were collected and tested at DPHL, TRIHMS; 04 found Equivocal for Scrub typhus (IgM ELISA). All cases were treated symptomatically. Health education given.",38
5,AR/KGK/2019/38/1202,Arunachal Pradesh,Kumey,Scrub Typhus?,10,03,15-09-19,17-09-19,Under Control,"Cases reported from Village Parsi Parlo, CHC Koloriang, Block Koloriang, Kurung. District RRT investigated the outbreak. Most affected cases were children, residing in jungle area and with unhygienic lifestyle. The deceased were in the age group 1-6 years. A total of 05 blood samples were collected and tested at DPHL, TRIHMS; 04 found Equivocal for Scrub typhus (IgM ELISA). All cases were treated symptomatically. Health education given.",38
23,MH/WDH/2019/39/1254,Maharashtra,Wardha,Scrub Typhus?,06,00,19-09-19,26-09-19,Under Control,"Cases reported from Deoli, PHC Muradgaon, Deoli Ward No 6. District RRT investigated the outbreak. A total of 06 serum samples collected and tested at MGIMS Sevagram Medical College; result awaited. All cases were treated symptomatically. Health education given.",39
17,MN/MNP/2019/40/1287,Manipur,"West, Churachandpur, Kakching, Senapati & Bishnupur",Scrub Typhus,14,00,01-10-19,06-10-19,Under Surveillance,"Cases reported from West, Churachandpur, Kakching, Senapati & Bishnupur. District RRT investigated the outbreak. House to house survey done. Out of 34 blood samples collected and sent to RIMS for 06 found positive for Scrub Typhus. All cases treated symptomatically. Health education given.",40
13,MZ/LAW/2019/49/1604,Mizoram,Lawngtlai,Suspected Scrub Typhus,101,02,04-12-19,09-12-19,Under Surveillance,"Cases reported from Village Cheural, SC Cheural PHC Sangau, Block Sangau. District RRT investigated the outbreak. The deceased were 60y/M and 22y/F. Cases presented with fever and headache. A total of 208 samples collected and tested; 101 samples positive for Scrub typhus by Weil Felix test. All cases treated. Health education given.",49
38,"(Follow up pf 1604, 49th week)",Mizoram,Lawngtlai,Scrub Typhus,105,02,04-12-19,,Under Surveillance,"Cases reported from Village/SC Cheural, PHC/Block Sangau. District RRT investigated the outbreak. A total of 127 samples collected and sent to ICMR Dibrugarh, result awaited. All cases treated. Health education given.",51
10,6,Karnataka,Gulbarga,x. Scrub Typhus,8,0,13-09-13,21-09-13,Under surveillance,"Cases of fever with chills, myalgia, and headache reported from Village Kurikota, PHC Mahagoan, Block Gulbarga, District Gulbarga. Medical team investigated the outbreak. House to house survey done. All cases treated locally. 8 serum samples collected were negative for Dengue. Out of 8 serum samples collected, 4 serum samples were positive for Weil Felix test. Health education given.",38
34,1.,Arunachal Pradesh,West Kameng,xxxii. Scrub Typhus,9,0,02-09-13,,Under surveillance,"Cases of fever with chills, myalgia, headache, cough, malaise reported from Villages Angkaling, Denzi and Samphung, Block Kalaktang, District West Kameng. District RRT investigated the outbreak. Active search for cases done. Cases were clustered in the locality. Blood samples collected; result awaited. Capsule Doxycycline given to all affected persons.",38
50,4.,Rajasthan,"Jaipur Alwar, Dausa, Karauli and districts",xlviii. Scrub Typhus,357 (lab confir med cases),8,28-08-13,,Under surveillance,"Cases of fever with chills, myalgia and headache reported from District Jaipur Alwar, Karauli, Dausa and several Districts of Rajasthan. District RRT investigated the outbreak. A total of 357 cases and 8 deaths were reported during 31st July to 30 September 2013. Majorly affected district were Jaipur (110 cases, 3 deaths), Alwar (79 cases, 1 death), Karauli (51 cases), Dausa (48 cases, 4 deaths), Bharatpur (27cases). All cases treated. Medical teams sent for treatment of cases. Health education given.",39
12,TN/TNJ/2022/11/083,Tamil Nadu,Thanjavur,Scrub Typhus,35,0.0,16-03-22,18-03-22,Under Surveillance,"Cases reported from Village- Sathangudi, HSC- Agarathur, PHC-Kothangudi, Block- Kumbakonam, District- Thanjavur. Cases presented with fever and body pain. Three water and seven blood samples were sent to DPHL Thanjavur. Out of seven blood samples, four were found positive for Scrub typhus by IgM ELISA and one sample was found positive for Dengue by IgM ELISA. Water sample was found to be non-potable. District RRT investigated the outbreak. Door to door surveillance was done,",11
1,AR/LSB/2022/21/305,Arunachal Pradesh,Kamle,Scrub Typhus,2,0.0,28-05-22,28-05-22,Under Control,"Cases reported from District hospital raga Kamle District. Cases presented with high fever of more than 5 days with eschar and enlarged lymph node, lethargy and loss of appetite. Four blood samples were collected and sent to district hospital Raga Lab and were found positive by Rapid antigen test for Scrub typhus.",21
5,AR/LSB/2022/21/305,Arunachal Pradesh,Kamle,Scrub Typhus,2,0.0,28-05-22,28-05-22,Under Control,"Cases reported from District hospital raga Kamle District. Cases presented with high fever of more than 5 days with eschar and enlarged lymph node, lethargy and loss of appetite. Four blood samples were collected and sent to district hospital Raga Lab and were found positive by Rapid antigen test for Scrub typhus.",21
