Unnamed: 0,Unique ID.,Name of State/UT,Name of District,Disease/ Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status,Comments/ Action Taken,week_number,No. of De ath s
29,MH/NAN/2018/03/0067,Maharashtra,Nanded,Acute Diarrheal Disease,73,00,27-12-17,,Under Control,"all cases treated symptomatically. Health education given.Cases reported from Village Gaundgaon, SC Malegaon, PHC Malakoli, Taluk Loha. District RRT investigated the outbreak. House to house survey done. 14 water samples and 05 stool samples collected; result awaited. Health camp organized and",3,
10,GJ/SRD/2018/04/0078,Gujarat,Surendranagar,Acute Diarrheal Disease,25,00,26-01-18,26-01-18,Under Control,"Cases reported from Urban Thangadh, Taluka Thangadh. District RRT investigated the outbreak. House to house survey done. 01 water, 01 vomitus and 04 stool samples collected result awaited. All cases treated symptomatically. ORS Chlorine tab distributed. IEC activity started.",4,
12,KL/THI/2018/04/0080,Kerala,Trivandrum,Acute Diarrheal Disease,112,00,18-01-18,20-01-18,Under Surveillance,"Cases reported from Village Thonnkkal, HSC Thonnakkal, PHC Puthenthope. District RRT investigated All the cases consumed water from a common open well. 4 stool samples collected were found negative for Cholera culture. 3 water samples collected and tested were found to purposes (H2S test). symptomatically. Health education given.Mangalapuram, Block be unfit for drinking All cases treated",4,
14,KN/BDR/2018/04/0082,Karnataka,Bidar,Acute Diarrheal Disease,23,00,23-01-18,24-01-18,Under Control,"Cases reported PHC/CHC Dongaon, Taluk Bidar. District RRT investigated the outbreak. House to house survey done. 02 stool and 08 water samples collected and sent to BIMS. Out of 8 water collected 5 samples were not potable and stool samples were negative Disinfection of the surrounding area done. All cases treated symptomatically. Health education given.from Village Murkhi Wadi, sample for cholera culture.",4,
0,AP/GNT/2018/05/0098,Andhra Pradesh,Guntur,Acute Diarrheal Disease,07,02,31-01-18,05-02-18,Under Surveillance,"Cases reported from Village Anathavaram, PHC Tulluru, Mandal- Tulluru. District RRT investigated the outbreak. The outbreak was among 26 migrant workers after consuming improper cooked food consisting of fish curry, Potato and Dal. Seven (7) Persons developed pain abdomen, vomiting, and diarrhea and reported to Govt. General Hospital, Guntur for There were two deaths and the deceased were 21 and 26 year old. Two water Samples collected and sent to regional Lab at Guntur Medical College, report pending. Disinfection of Water, distribution of O.R.S packets and health education was imparted..",5,
3,AP/GNT/2018/05/0098,Andhra Pradesh,Guntur,Acute Diarrheal Disease,07,02,31-01-18,05-02-18,Under Surveillance,"Cases reported from Village Anathavaram, PHC Tulluru, Mandal- Tulluru. District RRT investigated the outbreak. The outbreak was among 26 migrant workers after consuming improper cooked food consisting of fish curry, Potato and Dal. Seven (7) Persons developed pain abdomen, vomiting, and diarrhea and reported to Govt. General Hospital, Guntur for There were two deaths and the deceased were 21 and 26 year old. Two water Samples collected and sent to regional Lab at Guntur Medical College, report pending. Disinfection of Water, distribution of O.R.S packets and health education was imparted..",5,
18,TN/TRR/2018/05/0113,Tamil Nadu,Tiruppur,Acute Diarrheal Disease,23,00,03-02-18,05-02-18,Under Surveillance,"Cases reported from Village Nanjiyampalayam, HSC Varapalayam, PHC Dharapuram Urban. District RRT investigated the outbreak. House to house survey done. 05 blood & 04 water samples collected, result awaited. Chlorination of water done. Entire hostel campus cleaned with Sodium hypochlorite solution Health education given to food handlers. All cases treated symptomatically.",5,
22,AP/VKP/2018/05/0116,Andhra Pradesh,Visakhapatnam,Acute Diarrheal Disease,10,1(9 month),14-01-18,,Under Surveillance,"Cases reported from Villages Sindhiput and Vaddeput, Adugulaput Panchyath, Pedabayalu PHC and Ma ndal. District RRT investigated the outbreak. It was found that the patients apparently consumed Balamrutham Food Supplied by A.W.Centre (ICDS). 4 water sample has been collected and send to the Regional Public Health Laboratory, Visakhapatnam for Analysis. All 4 samples tested and found fit for human consumption. Two balamrutham food powder samples collected",5,
0,AP/EGD/2018/06/0134,Andhra Pradesh,East Godavari,Acute Diarrheal Disease,09,00,05-02-17,06-02-17,Under Control,"Cases reported from Village Panduru, CHC Panduru Kakinada Rural Mandal. District RRT investigated the outbreak. House to house survey done. 04 Water samples collected sent to Dept. of Microbiology, RMC Kakinada. 3 samples found unsatisfactory and 1 satisfactory. Health camps were organized and chlorination of drinking water was ensured. All cases treated symptomatically. Health education given.",6,
2,AR/EKM/2018/06/0136,Arunachal Pradesh,East Kameng,Acute Diarrheal Disease,17,00,07-02-18,08-02-18,Under Surveillance,"Cases reported from Village Fengche, SC Pampoli. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.",6,
4,AP/EGD/2018/06/0134,Andhra Pradesh,East Godavari,Acute Diarrheal Disease,09,00,05-02-17,06-02-17,Under Control,"Cases reported from Village Panduru, CHC Panduru Kakinada Rural Mandal. District RRT investigated the outbreak. House to house survey done. 04 Water samples collected sent to Dept. of Microbiology, RMC Kakinada. 3 samples found unsatisfactory and 1 satisfactory. Health camps were organized and chlorination of drinking water was ensured. All cases treated symptomatically. Health education given.",6,
6,AR/EKM/2018/06/0136,Arunachal Pradesh,East Kameng,Acute Diarrheal Disease,17,00,07-02-18,08-02-18,Under Surveillance,"Cases reported from Village Fengche, SC Pampoli. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.",6,
8,GA/PNJ/2018/06/0138,Goa,North Goa,Acute Diarrheal Disease,46,00,05-02-18,08-02-18,Under Surveillance,"Cases reported from Village Charavne, PHC Under Valpoi. District RRT investigated the outbreak. House to house survey done. Stool samples collected sent to MCVR, Manipal. Water samples collected from tap water, bore well water and stream water, result awaited. Awareness activities on hand washing, personal hygiene and use of clean drinking water done. All cases treated symptomatically. Health education given.",6,
9,GJ/VAD/2018/06/0139,Gujarat,Vadodara,Acute Diarrheal Disease,203,00,07-02-18,08-02-18,Under Control,"Cases reported from Village Limdi Faliya, Ghan Tekri Tandalja Gaam. District RRT investigated the outbreak. House to house survey done. There were 102 males and 101 females. Two serum sample for HEV and one water sample for contamination sent to SSG MC, Vadodara. Water was not portable and serum samples were negative for HEV. All cases treated symptomatically. Health education given.",6,
15,KN/HAV/2018/06/0145,Karnataka,Haveri,Acute Diarrheal Disease,26,00,05-02-18,05-02-18,Under Control,"Cases reported from Village Honkana, PHC/CHC Sheshagiri, Taluk Hangal. District RRT investigated the outbreak. The outbreak is due to contaminated food consumption at a festival outside village.04 stool samples collected sent to DPHL Haveri result awaited. Spot clinic for symptomatic treatment of cases. Health education given.",6,
21,OR/KHU/2018/06/0151,Odisha,Khurda (Bhuvaneshwar),Acute Diarrheal Disease,20,00,04-02-18,05-02-18,Under Control,"Cases reported from Village Red Cross Camp (State Level) NMIET College Sijua, CHC: Mendhasa, Block: Bhubaneswar. District RRT investigated the outbreak. House to house survey done. 03 water samples collected and tested at SCBMCH, Cuttack (SRL), 1 was positive for E.Coli. All cases treated symptomatically. Health education given.",6,
29,TL/MED/2018/06/0159,Telanagana,Medak,Acute Diarrheal Disease,172,00,06-02-18,11-02- 2018,Under Control,"Cases reported from Village Lachapet, PHC Machreddy, Mandal Kamareddy. District RRT investigated the outbreak. House to house survey done. Leakage of drinking water pipe found. 3 water samples collected sent to RWS & S. All 4 samples tested “Satisfactory”. Arranged health camp in village. 172 cases treated with IV fluids and antibiotics. All patients discharged on the next day. Health education given. Leakage of drinking water pipe was arrested with help of Panchayath Raj Department and daily drinking water to all house hold supplied..",6,
0,AP/CTR/2018/07/ 179,Andhra Pradesh,Chittoor,Acute Diarrheal Disease,42,00,11-02-18,12-02-18,Under Control,"Cases reported from Marrimanu Street, SC Kuppam West, PHC Paipalem, Block Kuppam. District RRT investigated the outbreak. House to house survey done. 03 water samples collected and sent to District Public Health Laboratory, Tirupati, were non-potable. Medical camp conducted, all cases treated symptomatically. Health education given regarding drinking boiled and cooled water, personal hygiene and hand hygiene.",7,
4,AP/CTR/2018/07/ 179,Andhra Pradesh,Chittoor,Acute Diarrheal Disease,42,00,11-02-18,12-02-18,Under Control,"Cases reported from Marrimanu Street, SC Kuppam West, PHC Paipalem, Block Kuppam. District RRT investigated the outbreak. House to house survey done. 03 water samples collected and sent to District Public Health Laboratory, Tirupati, were non-potable. Medical camp conducted, all cases treated symptomatically. Health education given regarding drinking boiled and cooled water, personal hygiene and hand hygiene.",7,
9,KN/GDG/2018/07/ 0184,Karnataka,Gadag,Acute Diarrhoeal Disease,27,00,14-02-18,17-02-18,Under Control,"Cases of diarrhea and vomiting reported from Village Machenhalli, PHC/CHC Bellatti, Taluk Shirahatti. District RRT investigated the outbreak. House to house survey done. Pipeline leakage were observed in the community. 03 water samples were tested in Bellatti PHC, and 03 stool samples were sent to KIMS Hubli. Stool samples were negative for cholera culture. All cases treated symptomatically. Health education given.",7,
10,KN/SHI/2018/07/0 185,Karnataka,Shimoga,Acute Diarrhoeal Disease,12,00,15-02-18,16-02-18,Under Control,"Cases reported from Village Tadasanahalli, PHC/CHC Sunnadakoppa, Taluk Shikaripura. District RRT investigated the outbreak. House to house survey done. 04 stool samples collected sent to SIMS. All samples were negative for cholera. Chlorine tablets distributed in the community. All cases treated symptomatically. Health education given.",7,
15,TN/SLM/2018/07/ 0190,Tamil Nadu,Salem,Acute Diarrhoeal Disease,48,00,10-02-18,14-02-18,Under Control,"Cases reported from Village Nadupatty Kollar Street, SC Nadupatti, PHC Kadayampatti, Block Kadayampatti. District RRT investigated the",7,
26,OR/JAJ/2018/07/0 201,Odisha,Jajpur,Acute Diarrhoeal Disease,51,00,04-02-18,Under Surveillance,investigated Halogen given.,"Cases reported from several villages Upper Tamka (Ralahating, Sidhusahi, Kalani), SC Kiajhar, Block Danagadi. District RRT the outbreak. House to house survey done. Cases complained of watery stools and abdominal pain. 04 rectal swabs & 3 water samples collected and sent to referral lab; result awaited. Community advised to use boiled and cooled water for drinking. tablets and ORS packets were distributed in the community. All cases treated symptomatically. Health education",7,
0,AP/KUR/2018/08/0207,Andhra Pradesh,Kurnool,Acute Diarrheal Diseases,27,00,21-02-18,22-02-18,Under Surveillance,"Cases reported from Village Thuggali, SC/PHC/Block Thuggali. District RRT investigated the outbreak. House to house survey done. Contamination of well water and improper maintenance of overhead tanks are probable causes of outbreak. Drinking water samples collected and sent to regional lab. Health education given for cleaning of over head tank. Health camp conducted. Distribution of ORS and chlorine tablets done. All cases treated symptomatically.",8,
3,AP/KUR/2018/08/0207,Andhra Pradesh,Kurnool,Acute Diarrheal Diseases,27,00,21-02-18,22-02-18,Under Surveillance,"Cases reported from Village Thuggali, SC/PHC/Block Thuggali. District RRT investigated the outbreak. House to house survey done. Contamination of well water and improper maintenance of overhead tanks are probable causes of outbreak. Drinking water samples collected and sent to regional lab. Health education given for cleaning of over head tank. Health camp conducted. Distribution of ORS and chlorine tablets done. All cases treated symptomatically.",8,
7,HP/MAN/2018/08/0211,Himachal Pradesh,Mandi,Acute Diarrheal Disease,25,00,17-02-18,22-02-18,Under Surveillance,"Cases reported from Village Silh & Bhagehar, Ladbharol, SC Bhagehar. District RRT investigated the outbreak. House to house survey done. Consumption of food in a marriage ceremony may be the possible cause for outbreak. 03 water samples taken from the affected village; result awaited. All cases treated symptomatically. Health education given.",8,
19,PN/KAR/2018/08/0223,Puducherry,Karikal,Acute diarrheal diseases,18,00,19-02-18,22-02-18,Under Control,"Cases of diarrhea were reported from Village Valatheru, PHC Kovilpathu, Block Karaikal. District RRT investigated the outbreak. House to house survey done. Fault in water pipeline identified as a reason for outbreak. Water Samples were sent to District Public Health Lab, Karaikal; result awaited. All cases treated symptomatically. New water pipeline installed. Health education given.",8,
30,TR/NRT/2018/08/0234,Tripura,North Tripura,Acute Diarrheal Diseases,96,00,23-02-18,25-02-18,Under Control,"under Gachirampara to College) under IDSP, Tripura for testing.Cases of diarrhea reported from Village Lalit Neising Para, Lalit Charan Para, Daharam Para, Babujoy Para PHC of Kanchanpur Sub Division of North Tripura. District RRT investigated the outbreak. House to house survey done. Children of both sexes of age 0-10 years were affected. 04 water samples and 12 stool samples were collected and sent State Referral Lab (Agartala Govt. Medical",8,
0,AP/GNT/2018/09/0246,Andhra Pradesh,Guntur,Acute Diarrheal Disease,168,00,04-03-18,04-03-18,Under Surveillance,"Cases reported from urban area of Guntur. District RRT investigated the outbreak. House to house survey done. Pipeline leakage were observed in the community. 5 water samples collected for bacteriological and chemical analysis and sent to Regional lab, Guntur; result awaited. Alternate supply of drinking water provided. All cases treated symptomatically. Health education given regarding personnel hygiene and consumption of safe drinking water.",9,
4,AP/GNT/2018/09/0246,Andhra Pradesh,Guntur,Acute Diarrheal Disease,168,00,04-03-18,04-03-18,Under Surveillance,"Cases reported from urban area of Guntur. District RRT investigated the outbreak. House to house survey done. Pipeline leakage were observed in the community. 5 water samples collected for bacteriological and chemical analysis and sent to Regional lab, Guntur; result awaited. Alternate supply of drinking water provided. All cases treated symptomatically. Health education given regarding personnel hygiene and consumption of safe drinking water.",9,
2,GJ/BNS/2018/10/273,Gujarat,Banaskantha,Acute Diarrheal Diseases,23,00,07-03-18,07-03-18,Under Control,"Vedancha, Block investigated in samples collected; water samples were nonCases reported from Villages Gayatri Nagar, the outbreak. House survey done. Pipeline leakages were observed the community. 02 water and 02Palanpur. District RRT to house stool cases treated leakages were sources chlorine tablets were",10,
5,GJ/BNS/2018/10/273,Gujarat,Banaskantha,Acute Diarrheal Diseases,23,00,07-03-18,07-03-18,Under Control,"Vedancha, Block investigated in samples collected; water samples were nonCases reported from Villages Gayatri Nagar, the outbreak. House survey done. Pipeline leakages were observed the community. 02 water and 02Palanpur. District RRT to house stool cases treated leakages were sources chlorine tablets were",10,
6,GJ/NAV/2018/10/274,Gujarat,Navsari,Acute Diarrheal Diseases,27,00,08-03-18,08-03-18,Under surveillance,"Cases of diarrhea and vomiting reported from Village Ghelakhadi, Block Navsari. District RRT investigated the outbreak. House to house survey done. 05 water and 3 stool samples were sent to DPHL Navsari. Water samples were non potable and stool culture was negative for entero-pathogens. All cases treated symptomatically. ORS packets were distributed. Health education regarding safe drinking water and sanitation were imparted.",10,
7,GJ/SRT/2018/10/275,Gujarat,Surat,Acute Diarrheal Diseases,77,00,03-03-18,08-03-18,Under Control,"Cases reported from several villages Olpad, Dihen, Ambheta) (Ariyana, Kukani, Ambheta, Dihen). District RRT investigated the outbreak. House to house survey done. Pipeline leakages were observed in the community. Cases consumed contaminated water supplied from leaked pipeline. Out of 22 water samples collected and sent to GMC, Surat; 11 water samples were potable and 6 samples were non potable. Mobile clinic were organized and cases were treated locally. Pipeline leakages were repaired. Distribution of chlorine tablets and ORS packets done. Health education given.",10,
12,KN/YDI/2018/10/280,Karnataka,Yadgiri,Acute Diarrheal Diseases,23,00,06-03-18,06-03-18,Under Control,"Cases reported from Village Hosur, SC Anbi, PHC/CHC Shirval, Taluk Shahapur. District RRT investigated the outbreak. House to house survey done. 04 water samples collected and sent to DPHL Yadgiri were potable for",10,
17,OR/KLN/2018/10/285,Odisha,Kalahandi,Acute Diarrheal Disease,11,00,08-03-18,08-03-18,Under Surveillance,"Cases reported from TRW School, Village Kathaghara, PHC/Block TH Rampur. District RRT investigated the outbreak. Active search of cases done. Out of 7 rectal swabs collected and sent to DPHL, Kalahandi: 02 samples were positive for Shigella sp. All cases treated symptomatically. ORS distribution and IEC regarding hand hygiene and sanitation done.",10,
32,KN/BEL/2018/11/331,Karnataka,Ballari,Acute Diarrheal Disease,23,00,06-03-18,,Under Control,"Cases reported from Village Rajaval, PHC/CHC Magala, Taluk Hadagali. District RRT investigated the outbreak. House to house survey done. Pipeline leakages were observed in the community. Out of 06 water samples sent to DSU, Ballari; 04 samples were not suitable for drinking purpose. 03 stool samples were negative for cholera culture. All cases treated symptomatically. Health education given.",11,
39,TR/NRT/2018/11/337,Tripura,North Tripura,Acute Diarrheal Disease,09,00,28-02-18,,Under Control,"Cases reported from Village Pearacherra, Sonaicharri, SC Ranibari, PHC Brajendranagar, Block Kadamtala. investigated house survey done. 03 stool and 03 water samples and sent to stool cholera culture and water samples were non potable. All cases treated symptomatically. Health educationthe outbreak. House to AGMC (Microbiology samples were negative for",11,
1,CT/BLD/2018/12/342,Chhattisgarh,Balod,Acute Diarrheal Diseases,72,00,18-03-18,20-03-18,Under Surveillance,"Cases reported from Village Khuteri, SC Kachandur, Block Gunderdehi. District RRT investigated the outbreak. House to house survey done. Pipeline leakage was the possible cause of outbreak. Water Samples collected; result awaited. All cases treated symptomatically in temporary medical camps. Health education given.",12,
5,CT/BLD/2018/12/342,Chhattisgarh,Balod,Acute Diarrheal Diseases,72,00,18-03-18,20-03-18,Under Surveillance,"Cases reported from Village Khuteri, SC Kachandur, Block Gunderdehi. District RRT investigated the outbreak. House to house survey done. Pipeline leakage was the possible cause of outbreak. Water Samples collected; result awaited. All cases treated symptomatically in temporary medical camps. Health education given.",12,
8,KL/KAS/2018/12/345,Kerala,Kasaragod,Acute Diarrheal Diseases,53,00,25-03-18,26-03-18,Under Surveillance,"Cases of diarrhea reported from Model Residential School, Village Paravanadukkam, HSC Chemmanad, PHC Chattanchal, Block Kasaragod. District RRT investigated the outbreak. House to house survey done. 02 water samples, 18 blood samples sent for chemical and bacteriological analysis; result awaited. The age group of cases was 10-17yrs. All cases treated symptomatically. Students, hostel authorities and people working in kitchen were educated on personal hygiene, hand washing, environmental sanitation and importance of drinking boiled water. ORS packets were distributed in the community. Super chlorination of overhead tank was done.",12,
10,KN/DVA/2018/12/347,Karnataka,Davangere,Acute Diarrheal Diseases,149,00,21-03-18,21-03-18,Under Surveillance,"Cases reported from Village Harihara Urban, PHC/CHC/Block Harihara. District RRT investigated the outbreak. House to house survey done. 09 stool samples sent to DPHL Lab Davangere, 05 were negative for Vibrio Cholera results of remaining awaited. Five water sample tested were found non potable. All cases treated symptomatically. Chlorination of water tank was done and relevant health education given.",12,
18,TL/NIZ/2018/12/355,Telangana,Nizamabad,Acute Diarrheal Diseases,158,00,18-03-18,19-03-18,Under Control,"Cases reported from Village VV Nagar Thanda, Jakranpally (V&M), District RRT investigated the outbreak. House to house survey done. Incoming pipe leakages were observed. 04 Water Samples sent for analysis; result awaited. 02 Food samples were sent to IPM Nacharam, Hyderabad; result awaited. Health Camp was established to treat all cases symptomatically. Leakage of drinking water pipe repaired and safe drinking water supply was ensured for the households. Health education given.",12,
20,WB/HWR/2018/12/357,West Bengal,Howrah,Acute Diarrheal Diseases,06,00,18-03-18,20-03-18,Under Surveillance,"Cases reported from Village Kankrai, GP under Pancharu. District RRT investigated the outbreak. House to house survey done. Breaking of water pipeline in Kankrai village was the probable cause of outbreak. Pooja",12,
0,AP/GNT/2018/13/369,Andhra Pradesh,Guntur,Acute Diarrheal Disease,21,00,28-03-18,29-03-18,Under Control,"Cases of vomiting with loose stools reported from Village Gowdapalem, District RRT investigated the outbreak. House to house survey done. Possible cause of outbreak was food and drink consumed (Annadanam and Panakam) in view of Srirama Navami festival. 02 Water samples collected and sent to Regional lab, Guntur. E coli was isolated from both the samples. Medical camp conducted and all cases treated symptomatically. Chlorination done of overhead tanks. ORS Packets, Chlorine Tablets were distributed in the households and pot chlorination advised. Awareness to drink boiled and cooled water was done through",13,
2,AP/CDP/2018/13/371,Andhra Pradesh,Cuddapah,Acute Diarrheal Diseases,25,00,31-03-18,01-04-18,Under Control,"Cases of diarrhea reported from Village Obanapalli SC Settigunta PHC, Rly.Kodur Mandal,Block O.Kothapalli. District RRT investigated the outbreak. House to house survey done. This outbreak was probably due to consumption of stale “Bengal Dal Gram” which was served during Navami festival in the village. 02 water samples sent to District Public",13,
3,AP/GNT/2018/13/369,Andhra Pradesh,Guntur,Acute Diarrheal Disease,21,00,28-03-18,29-03-18,Under Control,"Cases of vomiting with loose stools reported from Village Gowdapalem, District RRT investigated the outbreak. House to house survey done. Possible cause of outbreak was food and drink consumed (Annadanam and Panakam) in view of Srirama Navami festival. 02 Water samples collected and sent to Regional lab, Guntur. E coli was isolated from both the samples. Medical camp conducted and all cases treated symptomatically. Chlorination done of overhead tanks. ORS Packets, Chlorine Tablets were distributed in the households and pot chlorination advised. Awareness to drink boiled and cooled water was done through",13,
5,AP/CDP/2018/13/371,Andhra Pradesh,Cuddapah,Acute Diarrheal Diseases,25,00,31-03-18,01-04-18,Under Control,"Cases of diarrhea reported from Village Obanapalli SC Settigunta PHC, Rly.Kodur Mandal,Block O.Kothapalli. District RRT investigated the outbreak. House to house survey done. This outbreak was probably due to consumption of stale “Bengal Dal Gram” which was served during Navami festival in the village. 02 water samples sent to District Public",13,
16,HP/MAN/2018/13/382,Himachal Pradesh,Mandi,Acute Diarrheal Disease,25,00,29-03-18,29-03-18,Under Control,"Cases reported from Village Bamana Loharli, HSC Bhanthal,Taluk Karsog. District RRT investigated the outbreak. Houseto house",13,
20,KL/WYN/2018/13/386,Kerala,Wayanad,Acute Diarrheal Diseases,30,00,29-03-18,03-04-18,Under Control,"Cases reported from Village Mullankolly, SC",13,
31,AR/DVL/2018/13/396,Arunachal Pradesh,Dibang Valley,Acute Diarrheal Disease,30,00,19-03-18,,Under Control,"Cases reported from Village Kongo, Block Anini under District Hospital. District RRT investigated the outbreak. House to house survey done. Outbreak was possibly due to consumption of contaminated drinking water. All cases treated symptomatically. Health education given.",13,
2,AP/KRS/2018/14/412,Andhra Pradesh,Krishna,Acute Diarrheal Disease,28,00,06-04-18,08-04-18,Under Control,"RRT waterCases reported from Village Pydurupadu, PHC Kondapalli, Block Vijayawada Rural. District investigatedthe outbreak. Pipeline",14,
6,AP/KRS/2018/14/412,Andhra Pradesh,Krishna,Acute Diarrheal Disease,28,00,06-04-18,08-04-18,Under Control,"RRT waterCases reported from Village Pydurupadu, PHC Kondapalli, Block Vijayawada Rural. District investigatedthe outbreak. Pipeline",14,
11,GA/MGO/2018/14/417,Goa,South Goa,Acute Diarrheal Disease,22,00,08-04-18,08-04-18,Under Control,"Cases reported from Village Kumbarwada, SC Sacorda, PHC/Block Dharbandora. District RRT investigated the outbreak. House to house survey done. Out of 6 stool samples sent to MCVR, Karnataka, 3 samples were positive for shigella. Water samples from stream water were positive for coliform and was unfit for consumption. Alternate drinking water supplied by PWD (water department). All cases treated symptomatically. Awareness activities on hand washing, personal hygiene and use of boiled water for drinking purpose.",14,
12,GJ/BHR/2018/14/418,Gujarat,Bharuch,Acute Diarrheal Disease,40,00,07-04-18,07-04-18,Under Surveillance,"Cases reported from Village Machiwad & Vaniawad, UHC Vejalpur. District RRT investigated the outbreak. House to house survey done. Cases consumed contaminated water and presented with loose motion and abdominal pain. 02 water samples collected; result awaited. All cases treated symptomatically. Chlorination of water sources done. ORS packets distributed. Health education given regarding person hygiene and sanitation.",14,
13,GJ/NAR/2018/14/419,Gujarat,Narmada,Acute Diarrheal Disease,19,01,02-04-18,06-04-18,Under Control,"Cases of vomiting and loose stools reported from Village Barkhadi, SC Bhilvasi, PHC Nava Vaghpura, Block Garudeshwar. District RRT investigated the outbreak. Active search of cases done. 02 stool samples collected and sent to SSG Vadodara; result awaited. 04 water samples were collected and sent to District Public Health Lab; result awaited. All cases treated symptomatically. Health education given.",14,
20,RJ/PGR/2018/14/426,Rajasthan,Pratapgarh,Acute Diarrheal Disease,91,00,06-04-18,06-04-17,Under Surveillance,"Cases Gadariyawas, different drinking water well, Chandimata Dam.) and sentreported from several villages Swaroopganj, Chauhankhera, PHC Karunda, Block Chhoti Sadari. District RRT investigated the outbreak. House to house survey done. 9 water sample collected form the source (handpump, to PHED Lab, Pratapgarh; result awaited. ORS packets distributed in affected area. All cases treated",14,
23,TN/TNJ/2018/14/429,Tamil Nadu,Thanjavur,Acute Diarrheal Disease,68,00,08-04-18,08-04-18,Under Control,"PHCCases reported from Village Vettukara Theru, Manamcuchavady. District RRT",14,
37,KN/TUM/2018/14/441,Karnataka,Tumkur,Acute Diarrheal Disease,13,00,21-03-18,,Under Control,"Cases reported from Village Adavanashivara, PHC/CHC Dandinashivara, Taluk Turuvekere. District RRT investigated the outbreak. House to house survey done. 2 stool sample collected were negative for enteropathogens. All cases treated symptomatically. ORS packets and halogen tablets",14,
