Unnamed: 0,Unique ID.,Name of State/UT,Name of District,Disease/ Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status,Comments/ Action Taken,week_number,No. of De ath s
8,GJ/VAD/2018/05/0103,Gujarat,Vadodara,Food Poisoning,11,00,28-01-18,05-02-18,Under Control,"Cases reported from Village Nandodi Bhagol (Dabhoi Urban), UHC Dabhoi, Block Dabhoi. District RRT investigated the outbreak. House to house survey done. 02 water samples collected sent to SSG Medical College Vadodara and were found portable. No pathogen was isolated from thirteen stool samples. RRT visited the effected site and found poor sanitation. Chlorination done in the Chhatralaya by paramedical team. Health camp organized in the school and all cases treated symptomatically. Health education given.",5,
10,KL/ERN/2018/05/0105,Kerala,Ernakulam,Food Poisoning,20,00,31-01-18,01-02-18,Under Surveillance,"Cases reported from CHC Eranellore, PHC Thrikkakara ward 30. District RRT investigated the outbreak. Food and safety department inspected the hotel on 29.01.17 and closed the hotel on the same day. 17 cases were admitted in private hospitals and remaining 3 cases took treatment from OPD of PHC Thrikkakara. Health camp organized in the school and all cases treated symptomatically. Health education given.",5,
12,MH/BNR/2018/05/0107,Maharashtra,Bhandara,Food Poisoning,94,00,26-01-18,29-01-18,Under Surveillance,"Cases reported from Village Sukadi, SC Mahalgaon, PHC Gondumari, Block Sakoli. District RRT investigated the outbreak. House to house survey done. 04 water samples collected sent to DPHL Bhandara for testing and 01 sample sent to Regional Public Health Laboratory Nagpur result awaited. Health camp started in Zila Panchayat Primary School by PHC Gondumari. Active case search conducted in village for more cases. All affected cases were admitted at SDH Sakoli and treatment was given. Health camp organized in the school and all cases treated symptomatically. Health education given.",5,
17,TN/TNJ/2018/05/0112,Tamil Nadu,Thanjavur,Food Borne Illness,30,00,29-01-18,30-01-18,Under Surveillance,"Cases reported from Village KeelaPoovanam- P,UP School. HSC Poovanam, PHC A.N. Puram, Block Sethubavachathram. District investigated the outbreak. House to house survey done. 03 water samples collected sent to DPHL Thanjavur. 02 samples were found non potable and 01 sample taken from school syntax potable. 02 food sample sent to Food Analysis laboratory Kumbakonam, Chlorination done. IEC done in the school and all cases treated symptomatically. Health education given.RRT is result awaited. OHT",5,
3,CT/RGR/2018/06/0137,Chhatisgarh,Raigarh,Food Poisoning,150,00,07-02-18,08-02-18,Under Surveillance,"Cases reported from Village Gerwani, SHC Gerwani, CHC Loing, PHC Bangursia. District RRT investigated the outbreak. House to house survey done. Health camp organized in the school and all cases treated symptomatically. Health education given.",6,
7,CT/RGR/2018/06/0137,Chhatisgarh,Raigarh,Food Poisoning,150,00,07-02-18,08-02-18,Under Surveillance,"Cases reported from Village Gerwani, SHC Gerwani, CHC Loing, PHC Bangursia. District RRT investigated the outbreak. House to house survey done. Health camp organized in the school and all cases treated symptomatically. Health education given.",6,
11,KN/DHA/2018/06/0141,Karnataka,Dharwad,Food Poisoning,21,00,10-02-18,11-02-18,Under Control,"Cases reported from Village Belvantar, PHC/CHC Mukkal, Taluk Kalaghatagi. District RRT investigated the outbreak. Outbreak suspected due to consumption of food in a common family function. 02 water samples collected from the source and sent to District Surveillance Laboratory, result awaited. Health education given to family members and community.",6,
12,KN/TUM/2018/06/0142,Karnataka,Tumkur,Food Poisoning,230,00,06-02-18,07-02-18,Under Surveillance,"Cases reported from Village Rangasamudhra, PHC/CHC Lingadahalli, Taluk Pavagad. District RRT investigated the outbreak. Unhygienic preparation of food in religious ceremony of the temple along with leakage in pipe lines supplying water to the temple is likely to be the cause of outbreak. 06 stool, 03 rectal swab, and 03 water samples collected and sent to Shivmoga Institute of Medical Sciences. One stool sample and 1 rectal swab yielded Non lactose fermenter bacilli. Food samples sent to PHI, Bangalore, result awaited. Health education on personal hygiene and sanitation was given to the temple authorities and ORS sachets distributed.",6,
14,KN/TUM/2018/06/0144,Karnataka,Tumkur,Food Poisoning,19,00,10-02-18,11-02-18,Under Surveillance,"Cases reported from Rani Channamma Residential School, Hulikunte, PHC/CHC Akkiramapura, Taluk Koratagere. District RRT investigated the outbreak. 01 Vomitus, 02 blood samples for culture & sensitivity & 03 Water samples collected. Health education on personal hygiene and sanitation given to residential school authorities and ORS sachets were distributed. Health camp organized in the school and all cases treated symptomatically.",6,
18,KL/ERN/2018/06/0148,Kerala,Ernakulam,Food Poisoning,26,00,07-02-18,12-02-18,Under Control,"Cases reported from Village Memury, PHC Pamapakuda, Block Pampakuda. District RRT investigated the outbreak. House to house survey done. lab samples/result (Nil). Health camp organized in the school and all cases treated symptomatically. Health education given.",6,
20,MG/EKH/2018/06/0150,Meghalaya,East Khasi Hills,Food Poisoning,19,00,06-02-18,09-02-18,Under Surveillance,"Cases reported from Village Locality-Jaiaw Shillong, Block Mylliem. District RRT investigated the outbreak. House to house survey done. 05 Stool and food samples collected and tested. Stool samples tested at Dr H. Gordon Roberts Hospital. Food samples collected were Chicken chow and Chicken, sent to State Public Health Laboratory, Guwahati results awaited. Health camp organized in the school and all cases treated symptomatically. Health education given.",6,
31,WB/SPG/2018/06/0161,West Bengal,South 24 Parganas,Food Poisoning,434,00,07-02-18,08-02-18,Under Surveillance,"Cases reported from Village Ganeshnagar, (Uttarpara & Dakshinpara,) SC Ganeshnagar West, GP Narayanpur, Block Namkhana. District RRT investigated the outbreak. House to house survey done. 02 stool samples collected sent to PG Hospital, result awaited. Block RRT visited the affected area. Active case search done. Health camp organized in the school and all cases treated symptomatically. Health education given.",6,
12,MP/BAD/2018/07/ 0187,Madhya Pradesh,Badwani,Food Poisoning,538,00,13-02-18,15-02-18,Under Surveillance,"Cases reported Borlay, SC Borlay PHC Talbada Bujurg Block- Silawad, District RRT investigated the outbreak. House food and presented with vomiting and abdominal pain. Cases belonged to the age group of 5 to 28 years. Food Samples Department Barwani and sent to Food & Drug Department Bhopal; result awaited. treated symptomatically. Health education given.from Village Danora Segaw, to house survey done. Cases consumed taken by Food &Drug All cases",7,
24,KL/CNR/2018/07/ 0199,Kerala,Kannur,Food Poisoning,24,00,09-02-18,Under Control,Block Cherrypatamba. District RRT treated symptomatically. Health education given.,"Cases reported from Village/PHC Pattiam, SC Cherruvanchery, investigated the outbreak. House to house survey done. During a school trip cases consumed food in a hotel and presented diarrhoea and vomiting. All cases",7,
27,OR/KHU/2018/07/ 0202,Odisha,Khurda (Bhuvaneshw ar),Food Poisoning,25,00,07-02-18,Under Control,survey done. Cases complained of symptomatically. Health education given.,"Cases reported from Village/SC Kuradhilo, CHC Botalama, Block Begunia. District RRT investigated the outbreak. House to house loose motion after taking contaminated food from a marriage feast. 06 water samples and 04 stool samples sent to SCBMCH, Cuttack (SRL); 1 sample showed growth of E.coli. All 06 water samples were potable. Cases treated",7,
28,OR/KHU/2018/07/ 0203,Odisha,Khurda (Bhuvaneshw ar),Food Poisoning,10,00,07-02-18,Under Control,"Cases reported from Village Panchupatia, SC Balinasi, CHC Balugaon, Block Chilika. District RRT investigated the outbreak. House to house survey done. Cases consumed food in a marraiage function. 04 water samples were tested by OT & H2S kits at DPHL, Khorda; results All cases treated awaited. symptomatically. Health education given.",,7,
1,AS/LKM/2018/08/0208,Assam,Lakhimpur,Suspected Food Poisoning,25,00,15-02-18,19-02-18,Under Surveillance,"Cases reported from Village Jaeahar Navodaya Vidyalaya, PHC Bihpuria Affected. District RRT investigated the outbreak. Cases complained of fever, vomiting, abdominal pain and diarrhea. 05 rectal swabs collected for culture and sensitivity showed growth of E. coli . H2S and MPN test of water collected from kitchen was positive.06 food samples were collected and sent for Food Analysis to Govt. of Assam; result awaited. Health camp organized in the school and all cases treated symptomatically. Health education given.",8,
4,AS/LKM/2018/08/0208,Assam,Lakhimpur,Suspected Food Poisoning,25,00,15-02-18,19-02-18,Under Surveillance,"Cases reported from Village Jaeahar Navodaya Vidyalaya, PHC Bihpuria Affected. District RRT investigated the outbreak. Cases complained of fever, vomiting, abdominal pain and diarrhea. 05 rectal swabs collected for culture and sensitivity showed growth of E. coli . H2S and MPN test of water collected from kitchen was positive.06 food samples were collected and sent for Food Analysis to Govt. of Assam; result awaited. Health camp organized in the school and all cases treated symptomatically. Health education given.",8,
8,JH/BOK/2018/08/0212,Jharkhand,Bokaro,Food Poisoning,38,00,18-02-18,19-02-18,Under Control,"Cases reported from Village Kanha Mess City centre, CHC- Chas , Bokaro. District RRT investigated the outbreak. House to house survey done. Cases complained of diarrhea, vomiting and stomach pain. All cases treated symptomatically. 01 food sample send to Namkum Ranchi; result awaited. Health camp organized in the school and all cases treated symptomatically. Health education given.",8,
15,MH/PLR/2018/08/0219,Maharashtra,Palaghar,Food Poisoning,143,00,18-02-18,20-02-18,Under Surveillance,"Cases of nausea, vomiting and diarrhea were reported from Village Makunsar, SC Makunsar. PHC Edwan, Block Palghar. District RRT investigated the outbreak. House to house survey done. Consumption of food in a wedding ceremony was identified as a possible cause of outbreak. Food and vomit sample sent; result awaited. Health camp organized in the school and all cases treated symptomatically. Health education given.",8,
17,OR/BAG/2018/08/0221,Odisha,Bolangir,Food Poisoning,62,00,19-02-18,22-02-18,Under Surveillance,"Cases of nausea, vomiting reported from Village Pups Thudibahal, SC Banmal, CHC/Block Belpara. District RRT investigated the outbreak. One water sample collected sent to DPHL, Bolangir for testing; result awaited. Food samples sent to Food Safety Division, Bolangir; result awaited. Health camp organized in the school and all cases treated symptomatically. Health education given.",8,
21,TL/KHA/2018/08/0225,Telangana,Khammam,Suspected Food Poisoning,105,00,19-02-18,23-02-18,Under Control,"Cases reported from Village Lingala, Yerraboinapalli, PHC Kalluru. District investigated the outbreak. House done. Health camp organized in the school and all cases treated symptomatically. The outbreak was possibly due to consumption of contaminated Food. Water samples were sent to RWS, Khammam for Chemical & Bacteriological test and found water to be nonpotable. Health established community.SC RRT to house survey Sathupalli, camps",8,
33,AS/DAR/2018/08/236,Assam,Darrang (Mangaldoi),Suspected Food Poisoning,,,,,,"Cases reported from Village Patharighat, SC Bhuyan Chuburi, PHC Chengapara. District RRT investigated the outbreak. House to house survey done. Cases complained of vomiting, abdominal pain, diarrhea and fever after consuming food at a religious function. 02 stool",8,
41,MP/HSN/2018/08/0244,Madhya Pradesh,Hoshangaba d,Food Poisoning,351,00,14-02-18,,Under Surveillance,"Cases of diarrhea, vomiting and abdominal pain were reported from Village Sohagpur Block Urban. District RRT investigated the outbreak. House to house survey done. Probable cause of outbreak was consumption of food (Khichari) in Shivratri in the temple premises. Health camp was organized in the school and all cases treated symptomatically. Health education given.",8,
1,AP/VKP/2018/09/0247,Andhra Pradesh,Visakhapatnam,Food Poisoning,84,00,04-03-18,04-03-18,Under Control,"Cases reported from a residential school in Adavivaram – 2. District RRT investigated the outbreak. House to house survey done. All the cases consumed chicken curry at lunch and presented symptoms with vomiting and diarrhea. 4 water sample collected and sent to Regional Laboratory for bacteriological investigation; result awaited. Health camp organized in the school and all cases treated symptomatically. Health education given regarding disinfection of surrounding by bleaching powder, provide safe drinking water and serve hot and fresh food.",9,
5,AP/VKP/2018/09/0247,Andhra Pradesh,Visakhapatnam,Food Poisoning,84,00,04-03-18,04-03-18,Under Control,"Cases reported from a residential school in Adavivaram – 2. District RRT investigated the outbreak. House to house survey done. All the cases consumed chicken curry at lunch and presented symptoms with vomiting and diarrhea. 4 water sample collected and sent to Regional Laboratory for bacteriological investigation; result awaited. Health camp organized in the school and all cases treated symptomatically. Health education given regarding disinfection of surrounding by bleaching powder, provide safe drinking water and serve hot and fresh food.",9,
10,KN/RCR/2018/09/0252,Karnataka,Raichur,Food Poisoning,70,00,02-03-18,02-03-18,Under Control,"Cases reported from Village Nilagala, PHC/CHC Gabbur, Taluk Deodurga. District RRT investigated the outbreak. House to house survey done. All cases consumed contaminated food in a social ceremony. Food and water samples collected result awaited. All cases treated symptomatically. Health education given.",9,
16,OR/JAJ/2018/09/0258,Odisha,Jajpur,Food Poisoning,24,00,26-02-18,27-02-18,Under Control,"water (Pakhala) as imparted and ORS packets were distributed.Cases reported from Kasturaba Gandhi Balika Vidyalaya, SC Hatibari, Block Sukinda. District RRT investigated the outbreak. House to house survey done. All the cases consumed rice with breakfast and presented symptoms of loose motion and vomiting. 2 water samples collected from drinking water source and tested (H2S strip) were found potable. All cases treated symptomatically. Health education given regarding use of boiled and cooled water for drinking purposes; hand hygiene practices was",9,
0,AP/PRA/2018/10/271,Andhra Pradesh,Prakasam,Food Poisoning,60,00,08-03-18,10-03-18,Under Control,Cases of diarrhoeareported from Village,10,
3,AP/PRA/2018/10/271,Andhra Pradesh,Prakasam,Food Poisoning,60,00,08-03-18,10-03-18,Under Control,Cases of diarrhoeareported from Village,10,
11,JK/LDK/2018/10/279,Jammu And Kashmir,Leh (Ladakh),Food Poisoning,06,01,07-03-18,08-03-18,Under Surveillance,"Cases reported from Village Tsaga, SC Tsaga, PHC Nyoma, Block Nyoma. District RRT investigated the outbreak. House to house survey done. All cases consumed food in a social ceremony. 05 stool samples collected and were negative for entereopathogens. All cases treated symptomatically. Health education given.",10,
21,TN/AIR/2018/10/289,Tamil Nadu,Ariyalur,Food Poisoning,17,00,10-03-18,10-03-18,Under control.,"Cases reported from Village/SC Karaiyankurichi, PHC/Block",10,
26,UP/PRT/2018/10/294,Uttar Pradesh,Pratapgarh,Food Poisoning,77,00,07-03-18,08-03-18,Under Surveillance,"reported milk was Pratapgarh; symptomatically.Cases of vomiting and pain abdomen were from Village (Prathmik Pathsala) Fatanpur Pathatia Kala, SC/CHC /Block Gaura. District RRT investigated the outbreak. House to house survey done. All cases consumed contaminated food (Khichidi). 01 sample of collected and 1 food sample (Khichadi) collected by Food & Drugs Unit result awaited. Health camp organized in the school and all cases treated",10,
0,AP/KRS/2018/11/304,Andhra Pradesh,Krishna,Food Poisoning,21,00,12-03-18,14-03-18,Under Control,"Cases reported from SRR & CVR Govt. Degree College (Social Welfare Residential Degree College, Girls hostel) Gunadala, Vijayawada. District RRT investigated the outbreak. House to house survey done. Cases",11,
2,AP/KRS/2018/11/304,Andhra Pradesh,Krishna,Food Poisoning,21,00,12-03-18,14-03-18,Under Control,"Cases reported from SRR & CVR Govt. Degree College (Social Welfare Residential Degree College, Girls hostel) Gunadala, Vijayawada. District RRT investigated the outbreak. House to house survey done. Cases",11,
10,JH/ESI/2018/11/312,Jharkhand,East Singhbhum,Food Poisoning,16,00,12-03-18,16-03-18,Under Control,"Cases reported from Aryavaidik Middle School, SC Urban Jamshedpur, Block Jugsalai Cum Golmuri. Cases consumed food in a mid- day meal and presented symptoms of pain in abdomen, vomiting. All cases treated symptomatically. Health education given.",11,
13,KL/KOA/2018/11/315,Kerala,Kollam,Food Poisoning,49,00,16-03-18,17-03-18,Under Control,"Cases reported from urban area ward 10, SC Pathanapuram Main Centre B, Block Pathanapuram. District RRT investigated the outbreak. House to house survey done. All the cases consumed food in a social ceremony served by a catering agency. After consuming",11,
17,RJ/BKN/2018/11/319,Rajasthan,Bikaner,Food Poisoning,08,02,15-03-18,15-03-18,Under Control,"Cases of abdominal pain, vomiting reported from Village/SC Daily Talai, PHC Poogal. District RRT investigated the outbreak. House to house survey done. Cases consumed food in a social ceremony. Butter milk, tea samples were collected; result awaited. 1 water sample was collected and sent to PHED Lab Bikaner; result awaited. All cases treated symptomatically. Health education given.",11,
24,AP/EGD/2018/11/325,Andhra Pradesh,East Godavari,Food Poisoning,35,01,05-03-18,,Under Control,"Cases reported from Village Ramavaram, Katravulapalli, Block Jaggampeta Mandal. District RRT investigated the outbreak. House to house survey done. Cases consumed breakfast staled chutney) in a local hotel symptoms with nausea, vomiting, pain abdomen and diarrhoea. All the 4 water samples collected and sent to Dept. of Microbiology, RMC, Kakinada were non potable. One death occurred in a 20yr old female. Temporary health camps were organized. All cases treated symptomatically. Chlorination of waterPHC (idly, bonda and and presented",11,
13,OR/DGH/2018/12/350,Odisha,Deogarh,Food Poisoning,33,00,21-03-18,22-03-18,Under Control,"Cases of vomiting reported from Village Patavadi Sahi, SC Remal, PHC Remal, CHC Chhatabar , Block Remal. District RRT investigated the outbreak. House to house survey done. Outbreak is probably due to consumption of cheese prepared from milk (cow milked in the evening of 20.03.2018 after the birth of calf and kept as such till morning)Samples of left over cheese were sent to State Public Health Laboratory, Odisha for testing; result awaited. Community was advised to boil milk immediately after milking. Health camp organized in the school and all cases treated symptomatically.",12,
14,PB/MUK/2018/12/351,Punjab,Muktsar,Food Poisoning,43,00,20-03-18,20-03-18,Under Surveillance,"Cases reported from Village Mai Bhago Ayurveda College. District RRT investigated the outbreak. 05 food samples (Atta, dahi, boiled potato, haldi and rice) collected and sent to food and chemical lab Kharar; result awaited. 05 water samples sent to State Public Health Lab, Chandigarh were found potable. Health camp organized in the school and all cases treated symptomatically. Health education given.",12,
23,BH/SUP/2018/12/359,Bihar,Supaul,Food Poisoning,42,00,13-03-18,,Under Surveillance,"District RRT investigated the school and all cases Health education given.Cases reported from Village Ward No.-7, Kishnapur. the outbreak. House to house survey done. There were 26 males and 16 females among the cases. Health camp organized in treated symptomatically.",12,
6,AP/KRS/2018/13/372,Andhra Pradesh,Krishna,Food Poisoning,325,00,27-03-18,27-03-18,Under Control,"Cases of diarrhea and vomiting reported from Village Chaithanya Thanda Thanda of A.Konduru. investigated the outbreak. House survey done. Outbreak was probably due food consumed during Navami festival at the temple. 02 stool samples were collected and sent to Siddhartha Medical College, Vijayawada for culture and sensitivity. Organism isolated was Extended Spectrum Beta Lactamase Producing (Esbl) Escherisia Coli. 02 samples were sent to water quality monitoring lab show growth of any organisms. Food samples were collected by Food Vijayawada for Chemical and Bacteriological analysis; Results awaited. Health camp organized in the school and all cases treated symptomatically. Relevant health education given.and Maithreya District RRT to house to drinking water IPM Vijayawada. The samples did not Safety Officer,",13,
7,AP/NLR/2018/13/373,Andhra Pradesh,Nellore,Food Poisoning,30,00,26-03-18,27-03-18,Under Control,"Cases of vomiting with diarrhea reported from Village Pathuru, Vinjamuru Town. RRT investigated the outbreak. House to house survey done. Outbreak was probably consuming Vadapappu & Panakam prasadam at Sitaramanjaneya temple. organized in the school and all cases treated symptomatically. Relevant health given and ORS packets distributed community.District after Health camp education in the",13,
9,AR/USG/2018/13/375,Arunachal Pradesh,Upper Siang,Food Poisoning,17,00,27-03-18,28-03-18,Under Control,"investigated due cases treated education given.Cases of vomiting with abdominal pain was reported from Village Yingkiong Town, under District Hospital Yingkiong. District RRT the outbreak. House to house survey done. 02 Blood samples collected for culture; result awaited. Outbreak was possibly to consumption of fermented soyabean. Health camp organized in the school and all symptomatically. Health",13,
11,AS/KMM/2018/13/377,Assam,Kamrup Metro,Food Poisoning,18,00,24-03-18,27-03-18,Under Control,Cases of vomiting with pain abdomen were reported from Rajdhani Public School Village,13,
12,AS/NGO/2018/13/378,Assam,Nagaon,Suspected Food Poisoning,19,01 (75/F),29-03-18,29-03-18,Under Surveillance,"Cases of vomiting with loose stools reported from Village Bengenaati and Auguri, CHC/SC Auguri, PHC Uluoni , BPHC Simonabasti. District RRT investigated the outbreak. House to house survey done. Outbreak occurred after taking meal in a local marriage ceremony. Among cases, 15 were Female, 4 were Male. Two water samples from Tube Wells sent to District Public Health Laboratory, DPHL, IDSP, Nagaon. Result of both found satisfactory in MPN Test. Health camp organized in the school and all cases treated symptomatically. Mass awareness regarding personal hygiene, safe drinking water and food storage was done in the area.",13,
13,CT/JAN/2018/13/379,Chhattisgarh,Janjgir,Food Poisoning,12,00,26-03-18,31-03-18,Under Surveillance,investigated to house survey done. camp,13,
15,GJ/ARL/2018/13/381,Gujarat,Amreli,Food Poisoning,92,00,28-03-18,29-03-18,Under Surveillance,"Cases of vomiting and abdominal pain were reported from Village Rajula, UHC Rajula, Urban Taluka Rajula. District RRT investigated the outbreak. House to house survey done. Outbreak was possibly due to consumption of contaminated food at a ritual function at Anandbhai Valas house, Rajula. 04 Stool Sample sent to DPHL, Amreli reported normal flora. All cases treated symptomatically. ORS & Chlorine tablets distributed among household & IEC activities undertaken regarding safe drinking water, hygienic practices and control sanitation measures was done. Health education given.",13,
25,TL/KAM/2018/13/391,Telangana,Kothagudem,Food Poisoning,30,00,27-03-18,02-04-18,Under Control,"Cases reported Thada, Somlagudem S/c, Jagannadhapuram, Palvoncha Bhadradri. District RRT outbreak. House to house Outbreak was probably due to consumption of Jaggery along with water from bore well. 02 water samples sent to R.W.S Lab and Regional Laboratory, Warangal for Bacteriological and Chemical organized in the school and all cases treatedsymptomatically. Community was educated on chlorination of drinking water, cleaning offrom Village Veeru Naik PHC (Mandal), investigated the survey done. test; results awaited. Health camp",13,
27,UP/BBN/2018/13/393,Uttar Pradesh,Bara-Banki,Food Poisoning,11,00,27-03-18,28-03-18,Under Surveillance,"Cases of vomiting and diarrhoea reported from Village Mohalla-Bhitari Peerbatawan Rautan Gadh, Block Banki. District RRT investigated the outbreak. House to house survey done. Food eaten in marriage ceremony is the probable cause of outbreak. 03 Food samples collected; Result awaited. Health camp organized in the school and all cases treated symptomatically. Health education given.",13,
28,UP/JLA/2018/13/394,Uttar Pradesh,Jalaun,Food Poisoning,35,00,23-03-18,28-03-18,Under Surveillance,"Cases reported from CHC-Konch, Kasturwa Balika Vidhyalaya, Konch. District RRT investigated the outbreak. House to house survey done. Affected cases belongs to age group of 10 to 16 years. Health camp organized in the school and all cases treated symptomatically. Health education given.",13,
0,AP/CDP/2018/14/410,Andhra Pradesh,Cuddapah,Food Poisoning,25,00,31-03-18,06-04-18,Under Control,"Cases reported from Village O.Kothapalli, SC Obanapalli, PHC Settigunta, Block Kodur. District RRT investigated the outbreak. All cases consumed food on religious occasion (Sri",14,
