Unnamed: 0,Unique ID.,Name of State/UT,Name of District,Disease/ Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status,Comments/ Action Taken,week_number
5,AS/PLK/2021/27/0269,Assam,Dhemaji,Acute Encephalitic Syndrome,01,00,09-07-21,09-07-21,Under Control,"Case reported from Village–Pathalibasti, SC– Mukhtier, PHC & BPHC–Sissiborgaon. Case presented with fever, headache, altered sensorium and loss of consciousness. One Serum sample was sent for further lab analysis, it tested positive for Japanese Encephalitis by IgM ELISA. District RRT investigated the outbreak. Health",27
7,AS/PLK/2021/27/0271,Assam,Dhemaji,Acute Encephalitic Syndrome,01,00,06-07-21,07-07-21,Under Control,"Case reported from Village–Haripur Mishing Gaon, SC–Jonai NSC, BPHC & PHC–Jonai. Case presented with fever, headache, loss of appetite, loss of consciousness. Serum sample was sent for further lab analysis, it tested positive for Japanese Encephalitis by IgM ELISA. District RRT investigated the outbreak. Health education was given.",27
1,MH/NAG/2021/30/0327,Assam,Darrang (Mangaldoi),Acute Encephalitic Syndrome,01,01,15-07-21,28-07-21,Under Surveillance,"Case reported from Village-Kharupetia, Shyamtill, Pub Podukhat, District-Darrang (Mangaldoi). The deceased was a 9-year-old male who presented with fever. One serum sample collected and sent to GMCH, Guwahati for further lab analysis, the result is awaited. District RRT investigated the outbreak. Health education was given.",30
4,MH/NAG/2021/30/0327,Assam,Darrang (Mangaldoi),Acute Encephalitic Syndrome,01,01,15-07-21,28-07-21,Under Surveillance,"Case reported from Village-Kharupetia, Shyamtill, Pub Podukhat, District-Darrang (Mangaldoi). The deceased was a 9-year-old male who presented with fever. One serum sample collected and sent to GMCH, Guwahati for further lab analysis, the result is awaited. District RRT investigated the outbreak. Health education was given.",30
1,AS/CCR/2024/18/796,Assam,Cachar,Acute Encephalitic Syndrome,1.0,1.0,03-05-2024,03-05-2024,Under Control,"Case reported from Udharbond BPHC, Village: Rongpur Pt I, Sub-District: Silchar, District: Cachar. Case presented with fever. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Death of an 11 year old female has occurred in SMCH on 03-05-2024 due to the illness.",18
3,AS/CCR/2024/18/796,Assam,Cachar,Acute Encephalitic Syndrome,1.0,1.0,03-05-2024,03-05-2024,Under Control,"Case reported from Udharbond BPHC, Village: Rongpur Pt I, Sub-District: Silchar, District: Cachar. Case presented with fever. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Death of an 11 year old female has occurred in SMCH on 03-05-2024 due to the illness.",18
15,AS/KOK/2024/20/920,Assam,Kokrajhar,Acute Encephalitic Syndrome,1.0,1.0,15-05-2024,16-05-2024,Under Surveillance,"Case reported from Fuljhora Village under Monglajhora SC of Gossaigaon BPHC. Case presented with symptoms of fever and convulsion. One CSF and blood sample was sent to DPHL, Chirang, which was negative for JE and Malaria. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Death of a 5 year old female has occurred on 16/05/24 due to the illness.",20
44,KL/MLP/2024/20/949,Kerala,Malappuram,Acute Encephalitic Syndrome,4.0,1.0,17-05-2024,18-05-2024,Under Surveillance,"Cases reported from FHC Moonniyur, Village: Moonniyur (CT), Sub-District: Tirurangadi, District: Malappuram. Cases presented with symptoms of high grade fever associated with chills and rigor and altered sensorium, headache, vomiting, giddiness. One CSF sample showed presence of amoeba on wet mount examination. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Death of a 5 year old girl has occurred due to the illness.",20
40,MP/ARR/2024/22/1078,Madhya Pradesh,Alirajpur,Acute Encephalitic Syndrome,1.0,1.0,31-05-2024,31-05-2024,Under Surveillance,"Cases reported from CHC Katthiwada, Village: Kalmaja, Sub-District: Kathiwara, District: Alirajpur. Cases presented with symptoms of fever, vomiting and convulsion. One blood sample was collected & sent to State Virology Lab, GMC, Bhopal, which was negative for JE IgM by ELISA. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation. Death of a 7 year old female has occurred due to the illness.",22
74,AS/JRT/2024/22/1111,Assam,Jorhat,Acute Encephalitic Syndrome,1.0,1.0,24-01-2024,Under Control,"Case reported from Thengalbari, Tamulbari AAM under Baghchung BPHC. Case presented with symptoms of fever, vomiting with altered sensorium. The case was vaccinated with two doses of JE vaccine. CSF and serum samples were sent to SRL, Dept. of Microbiology, JMCH, both CSF and serum were positive for JE IgM by ELISA. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation. Death of a 4 year old female has occurred due to AES with decompensated shock.",,22
Unnamed: 0,Unique ID.,Name of State/UT,Name of District,Disease/ Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status,Comments/ Action Taken,week_number,No. of De ath s
16,MP/GUN/2018/17/551,Madhya Pradesh,Guna,Acute Encephalitis Syndrome,10,03,24-04-18,26-04-18,Under Control,"Cases of fever with headache and convulsions reported Bharatpur. District RRT outbreak. House to house survey done. Blood and CSF samples sentfrom Village Bhadora, Karnavata, investigated the to Medical College",17,
34,AS/GLP/2018/23/803,Assam,Goalpara,Acute Encephalitis,03,01 (5yrs/,30-03-18,,Under Surveillance,"Cases of fever with encephalitis reported from Village Boropoitari, Mowamari, Nidanpur, SC Jaybhum, Tulsibari, PHC Chunari, Jaleswar, Lakhipur. District RRT investigated the outbreak.",23,
1,BH/MZP/2018/16/916,Bihar,Muzaffarpur,AES,07,,12-06-18,29-06-18,Under Control,One case of fever with encephalitis reported from following villages in the district. RRT investigated the outbreak. House to house survey done.,26,00
3,BH/MZP/2018/16/916,Bihar,Muzaffarpur,AES,07,,12-06-18,29-06-18,Under Control,One case of fever with encephalitis reported from following villages in the district. RRT investigated the outbreak. House to house survey done.,26,00
20,MH/BNR/2018/28/1003,Maharashtra,Bhandara,Acute Encephalitis Syndrome (AES),01,01,29-06-18,13-07-18,Under Surveillance,"Case of fever with encephalitis reported from Village/SC Chullhad, PHC Chullad, Block Tumsar. District RRT investigated the outbreak. House to house fever and entomological survey done. Health camp organized in the school and all cases treated symptomatically. Entomological Indices calculated: HI: 1.3%, BI:1.3%, CI:0.6%. 04 Serum Sample sent to NIV Pune; 1 positive for JE by JEV IgM Elisa. Sanitation Campaign and Dry Day Activity conducted in village. IEC done on Vector Borne Diseases.",28,
41,BH/MZP/2018/28/1023,Bihar,Muzaffarpur,Acute Encephalitis Syndrome (AES),05,02,10-06-18,,Under Control,Case of High fever and convulsion reported. District RRT investigated the outbreak. House to house survey done. S N Place,28,
40,AS/NLB/2018/29/1061,Assam,Nalbari,AES,01,01,21-06-18,,Under Surveillance,"Case of fever with encephalitis reported from Village Borkulhati, PHC Kamarkuchi. District RRT investigated the outbreak. House to house fever survey done. The case was not vaccinated. Water logging and paddy fields found within the vicinity of house. 01 CSF sample was negative for JE IgM Elisa and positive for HSV12 IgG. Case treated symptomatically. Fogging and source reduction activities done. Relevant health education given.",29,
47,HP/SLN/2018/29/1068,Himachal Pradesh,Solan,Acute Encephalitis Syndrome,04,00,21-05-17,,Under Control,"Cases of fever with encephalitis reported from Village Oach, Nauni Gareti, Vill.- Seshal CHC Dharampur Village – Dhalli Vill.- Sanawara, PHC Deothi. District RRT investigated the outbreak. House to house fever survey done. Serum & urine sample sent to NIV, Pune; result awaited. All cases treated symptomatically. Health education given.",29,
20,AS/CRG/2018/30/1102,Assam,Chirang,Acute Encephalitis Syndrome,01,01,14-06-18,,Under Surveillance,"Cases of fever with encephalitis reported from Village Palengbari No 01, SC Palengbari, PHC Alukhunda, BPHC Ballamguri. District RRT investigated the outbreak. House to house fever survey done. CSF & serum sample tested at GMCH was negative for JE IgM Elisa. All cases treated symptomatically Awareness on JE prevention and transmission was done in the affected village. Relevant health education given.",30,
1,AS/DHU/2019/12/0294,Assam,Dhubri,AES/JE,05,00,20-03-19,22-03-19,Under Surveillance,"Cases reported from Village Ward no-4, Gouripur CHC under Dharmasala. District RRT investigated the outbreak. The affected area is a slum with very poor sanitary conditions and water stagnation. Pigs were present in the vicinity of houses. 5 nos. of serum sample was collected and sent for testing at DPHL, Dhubri. Lab result is awaited. All cases treated symptomatically. Health education given.",12
5,AS/DHU/2019/12/0294,Assam,Dhubri,AES/JE,05,00,20-03-19,22-03-19,Under Surveillance,"Cases reported from Village Ward no-4, Gouripur CHC under Dharmasala. District RRT investigated the outbreak. The affected area is a slum with very poor sanitary conditions and water stagnation. Pigs were present in the vicinity of houses. 5 nos. of serum sample was collected and sent for testing at DPHL, Dhubri. Lab result is awaited. All cases treated symptomatically. Health education given.",12
35,BH/ERN/2019/23/0614,Bihar,Muzaffarpur,Acute Encephalitis Syndrome (AES),729,153,22-04-19,,Under Control,"Cases reported from Village Sahebganj, PHC Bochahan, Mushahari, Block Aurai. District RRT investigated the outbreak. Rise in cases was observed in first week of June. All the cases were between 1-12 years of age. Majority of affected were between 3-4 years of age. Majority of affected were females. Cases were also reported from other districts as well with maximum affected being East Champaran, Vaishali, Musahiri. Central team investigated the outbreak. A team of pediatricians from central level hospitals were stationed at Muzaffarpur for providing treatment to cases. Teams from NIE",23
0,AS/BON/2019/24/0631,Assam,Bongaigaon,Acute Encephalitis Syndrome,01,01,09-06-19,15-06-19,Under Surveillance,"A case resident of Village/SC Choto Borjona, PHC Srijangram presented symptoms of fever, vomiting, headache, semi-consciousness, neck pain on 9th June 2019 and was admitted to Bongaigaon Civil Hospital on 13th June 2019. Case had no travel history and was unaware of immunization status for JE. Case was discharged on leave against medical advice (LAMA) and later died on the way to home on 13th June 2019. District RRT investigated the outbreak. House to house survey done. 54 blood slides were collected; result awaited. Fogging done in that affected area. Awareness campaign regarding vector borne disease were carried out in the affected area.",24
3,AS/BON/2019/24/0631,Assam,Bongaigaon,Acute Encephalitis Syndrome,01,01,09-06-19,15-06-19,Under Surveillance,"A case resident of Village/SC Choto Borjona, PHC Srijangram presented symptoms of fever, vomiting, headache, semi-consciousness, neck pain on 9th June 2019 and was admitted to Bongaigaon Civil Hospital on 13th June 2019. Case had no travel history and was unaware of immunization status for JE. Case was discharged on leave against medical advice (LAMA) and later died on the way to home on 13th June 2019. District RRT investigated the outbreak. House to house survey done. 54 blood slides were collected; result awaited. Fogging done in that affected area. Awareness campaign regarding vector borne disease were carried out in the affected area.",24
6,AS/UAL/2019/24/0634,Assam,Udalguri,Acute Encephalitis Syndrome,01,01,10-06-19,14-06-19,Under Surveillance,"A 6yr old female resident of Dunseri Tea Estate, SC Dalanibasti, BPHC Orang presented symptoms of Fever, headache, neck rigidity, change in mental status was admitted in Tezpur Medical College & hospital on 28th May 2019. And later expired on the same day. Serum sample collected and tested at TMCH were negative for JE. District RRT investigated the outbreak. House to house survey",24
50,AS/NLB/2019/24/0677,Assam,Nalbari,Acute Encephalitis Syndrome,01,01,02-06-19,,Under Surveillance,"A case resident of Village Borkuriha, SC Gangapukhuri, BPHC Kamarkuchi presented symptoms of fever, vomiting was admitted in SMK Civil Hospital, Nalbari on 03rd June 2019. And later shifted to GNRC Hospital. CSF and serum samples collected and tested at GNRC were negative for JE. District RRT investigated the outbreak. House to house survey done. Paddy field and pig farm were observed in the affected area. 9 blood slides were collected were negative for malaria. Fogging done in that affected area. Awareness campaign regarding vector borne disease were carried out in the affected area.",24
64,BH/ERN/2019/23/0614,Bihar,Muzaffarpur,Acute Encephalitis Syndrome (AES),842,168,22-04-19,,Under Surveillance,"A total of 729 cases and 153 deaths due to AES were reported from Bihar till 26th June 2019. Further 113 cases and 15 death were reported till 4th July 2019. Out of reported cases and deaths of AES from Bihar, 544 cases and 99 deaths were from alone Muzaffarpur District of Bihar and followed by East Champaran (106 cases, 24 deaths); Sitamarhi (30 cases, 11 deaths); Vaishali (73 cases , 15 deaths) till 4th July 2019. Central Team and Medical officer from ROHFW Patna are deputed at State level to support State and District Teams.",24
26,AS/DAR/2019/25/0712,Assam,Multiple districts,AES,1350,177,25-05-19,,Under Surveillance,"Cases of AES reported from various villages of multiple districts of Assam. State and Central level RRT investigated the outbreak. A total of 3175 blood samples were tested for JE of which 348 were tested positive. A total of 1720628 blood smears were examined of which 238 were positive for P Falciparum, 142 for P Vivax and 3 for both. Of all 177 deaths 76 were due to JE. Extensive vector control measures were taken. Fogging done. Various RRTs constituted. Insecticide treated bed nets distributed.",25
35,AS/DAR/2019/25/0712,Assam,Multiple Districts,Acute Encephalitis Syndrome,1481,207,25-05-2019,,Under Surveillance,A total of 1481 cases and 207 deaths due to AES reported from various villages of multiple Districts of Assam till 17th July 2019. Out of 1481 cases of AES; 406 cases were of JE and; out of 207 deaths of AES; 94 deaths were due to JE. State and Central RRT investigated the outbreak. Majorly affected Districts were District AES JE Cases Deaths Cases Deaths Barpeta 43 11 10 5 Darrang 49 13 20 6 Dibrugarh 227 25 26 9 Jorhat 82 17 25 8 Kamrup R 45 16 27 11 Lakhimpur 105 11 35 5 Nalbari 25 9 17 5 Sonitpur 116 10 26 1 Extensive vector control measures were taken. Fogging,26
48,26th week Follow-up Outbreaks ID 0712,Assam,Multiple districts,AES,1824,257,25-05-19,,Under Surveillance,"Cases of AES reported from various villages of multiple districts of Assam. State and Central level RRT investigated the outbreak. A total of 5087 blood samples were tested for JE of which 521 were tested positive. A total of 2044319 blood smears were examined of which 272 were positive for P Falciparum, 156 for P Vivax and 3 for both. Of all 257 deaths 118 were due to Japanese Encephalitis. Extensive vector control measures were taken. Fogging done. Various RRTs constituted. Insecticide treated bed nets distributed.",27
20,MH/NAG/2019/28/0835,Maharashtra,Nagpur,Acute Encephalitis Syndrome,02,02,08-07-19,11-07-19,Under Surveillance,"Cases reported from Village Zopadi, Moragaon PHC Bela and Khat, Block Umred and Moud. District RRT investigated the outbreak. House to house survey done. 02 blood samples collected and sent to NIV, Pune were negative for JE (IgM ELISA). All cases treated symptomatically. Entomological survey done in the affected area. Fogging done. Health education given.",28
36,BH/JAH/2019/28/0850,Bihar,Jahanabad,Acute Encephalitis Syndrome,04,01,15-06-19,,Under Surveillance,"Cases reported from Villages Sikariya, Kakariya, Gaurakshni Mohalla and Erki, PHC Sikariya,, Block Sadar (Sikariya). District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Technical malathion fogging done at the affected area. Immunization for JE was done in the affected area. Health education given.",28
39,MH/CND/2019/28/0853,Maharashtra,Chandrapur,AES/JE,101,10,01-07-19,,Under Surveillance,Cases reported from several talukas of the District. District RRT investigated the outbreak. House to house survey done. Out of 86 blood serum samples collected and sent to GMC Chandrapur; 3 samples were positive for JE (IgM ELISA). All cases treated symptomatically. Entomological survey done in the affected area. Fogging done. Health education given.,28
62,26th week Follow-up Outbreaks ID 0712,Assam,Multiple districts,AES,2417,318,25-05-19,,Under surveillance,"Cases of AES reported from various villages of multiple districts of Assam. State and Central level RRT investigated the outbreak. A total of 7776 blood samples were tested for JE of which 609 were tested positive. A total of 2608853 blood smears were examined of which 488 were positive for P Falciparum, 180 for P Vivax and 3 for both. Of all 318 deaths 145 were due to Japanese Encephalitis. Extensive vector control measures were taken. Fogging done. Various RRTs constituted. Insecticide treated bed nets distributed.",29
34,BH/MNG/2019/30/0942,Bihar,Munger,Acute Encephalitis Syndrome,02,01,23-06-19,,No new cases reported,"Cases reported from PHC/Block Jamalpur and Sadar. District RRT investigated the outbreak. 2 cases were admitted in JLNMCH, Bhaglpur and one death occurred on 24th June 2019. House to house fever survey done. Health education given.",30
8,MH/NAG/2019/33/1017,Maharashtra,Nagpur,Acute Encephalitis Syndrome,01,01,13-08-19,16-08-19,Under Surveillance,"Cases reported PHC Khapa, CSF samples were collected and sent givenfrom Village Rethi, Kursapar, Taluk Soner. District RRT investigated the outbreak. The case was a 10 year old female, expired on 08-08-2019. Additional 4 cases were identified with similar complaints, 04 to NIV, Pune. All samples were negative for Japanese Encephalitis, Dengue and Chandipura virus. All cases treated symptomatically. Health education",33
50,MH/WDH/2019/35/1126,Maharashtra,Wardha,Acute Encephalitis Syndrome,09,01,16-08-19,,Under Control,"Cases reported from Railway Colony Wagholi, PHC Allipur, Block Hinganghat. District RRT investigated the outbreak. Case presented with moderated to high grade fever with chills and rigor, followed by irrelevant talking and altered sensorium, eventually succumbed. The sibling of the case presented with fever and convulsions, is stable. A check for absenteeism was done at school and it was found that 13 students were absent, a total of 04 samples were collected from school. Serum sample and CSF samples were collected and tested at MGIMS, Sevagram. CSF samples were negative for Japanese Encephalitis. Serum sample was found positive for Japanese Encephalitis by IgM ELISA. All cases were treated symptomatically. It was observed the railways quarter is surrounded by bushes and shrubs, tanks in all residence were positive for larval breeding and sanitation was very poor. Rapid fever survey conducted in the area. Station master advised to keep the area around quarters clean. Health education given.",35
1,AS/KRG/2019/39/1236,Assam,Karimganj,Acute Encephalitis Syndrome,01,01,23-09-19,25-09-19,Under Control,"Cases reported from Laxmicharan Road,Karimganj town, Girishganj BPHC. District RRT investigated the outbreak. State and District NVBDCP officials were informed. The deceased was 72 year old presented with fever, headache and altered mental status, had associated co- morbid conditions like heart disease, diabetes and hypertension. Serum sample was collected and was positive for Japanese Encephalitis. The CSF sample was negative for Japanese Encephalitis. The latest reports of the deceased revealed patient died of bacterial meningitis. All cases were treated symptomatically. Fogging was done by NVBDCP. Health education given.",39
5,AS/KRG/2019/39/1236,Assam,Karimganj,Acute Encephalitis Syndrome,01,01,23-09-19,25-09-19,Under Control,"Cases reported from Laxmicharan Road,Karimganj town, Girishganj BPHC. District RRT investigated the outbreak. State and District NVBDCP officials were informed. The deceased was 72 year old presented with fever, headache and altered mental status, had associated co- morbid conditions like heart disease, diabetes and hypertension. Serum sample was collected and was positive for Japanese Encephalitis. The CSF sample was negative for Japanese Encephalitis. The latest reports of the deceased revealed patient died of bacterial meningitis. All cases were treated symptomatically. Fogging was done by NVBDCP. Health education given.",39
24,MH/BNR/2019/41/1324,Maharashtra,Bhandara,Acute Encephalitis Syndrome,04,01,03-07-19,,Under Control,"Cases reported from Village Chandori, SC Bhilewada, PHC Dhargaon, Block Bhandara. District RRT investigated the outbreak. The deceased was a 7 year old boy, he presented with high grade fever, convulsions and loose stools. The boy belonged low socio economic family. Cases presented with fever and loose motion. A total of 15 blood smears collected and were negative for Malaria A total of 04 samples collected and tested at IGMC, Nagpur; all were negative for Japanese Encephalitis. All cases were treated symptomatically. Mass fever survey conducted in the affected area. Fogging done in the affected area. Entomological indices revealed – HI 5.6%, Bi 6.66%, CT 2.8%. Health education given on sanitation and vector borne diseases. State and District NVBDCP officials informed.",41
31,1.,Assam,Golaghat,xxix. Acute Encephalitis Syndrome,38,4,01-03-13,,Under surveilla nce,"From 1st March 2013 to 13th June 2013, a total of 38 cases and 4 deaths due to Acute Encephalitis Syndrome were reported from all Block PHC’s of District Golaghat. District RRT investigated the outbreak. Mass fever survey done in the affected areas. Cases treated at KK Civil Hospital, Golaghat. Out of 30 serum samples tested at AMCH, Dibrugarh, 10 samples were equivocal for JE (IgM ELISA). DDT spraying done. IEC done.",24
27,1,Bihar,Muzaffarpur,xxv. Acute Encephalitis Syndrome,124 (Cases reported from Muzaffa rpur),32 (Deaths reported from Muzaffa rpur),06-04-13,,Under surveilla nce,"From 6th April 2013 to 24th June 2013, a total of 261 cases and 88 deaths due to Acute Encephalitis Syndrome were reported in Bihar. Worst affected Districts were Muzaffarpur (124 cases/32 deaths), East Champaran (24 cases/ 10 deaths), Patna (20 cases/10 deaths). 142 cases were in the age group below 4 years and 77 cases were in the age group 5- 9 years. Case fatality rate due to AES is 34%. NCDC is investigating the aetiology of AES in Muzaffarpur.",25
35,1.,Assam,Jorhat,xxxiii AES /JE,42,15,5-1-13,,Under surveillance,"Cases reported from PHC Baghchung, Kakojan, Titabor, Nakachari, solmora, Bhogamukh, Kumaklabari, Urban area of District Jorhat. All age groups are affected, Mmass blood slide collection done in the district. Out of 42 CSF/Serum samples sent to AMCH, Dibrugarh & JMCH, Jorhat, 17 samples were found positive for JE. Awareness camp held in the affected area. Fogging done.",27
37,1.,Assam,Dibrugarh,xxxv AES/JE,89,18,17-1-13,,Under surveillance,"Cases of AES reported from Block PHC Naharani, Tengakhat, Lahowal, Khowang, Barbaruah & Panitola, District Dibrugarh. Medical team from respective PHC visited affected areas. CSF and serum samples were tested at Microbiology Deptt, AMCH, Dibrugarh. Out of 89 cases, 26 cases were found positive for JE. Fogging and larvicidal activities done. IEC given.",27
39,1.,Assam,Sibsagar,xxxvii AES/JE,43,17,29-1-13,,Under surveillance,"Cases had fever with seizure, neck rigidity and mental disorientation from Demow, Geleky, Gaurisagar, Kaloogaon, Khelua, Mora Bajar, Patsaku, Sapekhati, District Sibsagar All age groups were affected. Out of 43 CSF/Serum samples tested at AMCH Dibrugarh 13 cases were found positive for JE. First and second round of DDT spray done. Fogging done. Insecticide Treated Bed Nets (ITBN) distributed .Awareness camp organized.",27
40,1.,Assam,Tinsukia,xxxviii AES/JE,41,10,17-6-13,,Under surveillance,"Cases reported from all over the area of District Tinsukia (PHC Hapjan, PHC Kakopather, PHC Ketetong). Out of 41 CSF /serum samples tested at AMCH Dibrugarh 8 cases were found positive for JE. Focal spray in and around 2 KM of affected houses done. Larvicidal activities done.",27
41,,Assam,Lakhimpur,xxxix AES/JE,15,8,2-3-13,,Under surveillance,"Cases reported from PHCs Dhalpur. Bihpuria, Nowboicha, Boginodi, North Lakhimpur, Urban centre of Lakhimpur, District Lakhimpur. Cases belong to all age groups. Out of 15 CSF/Serum samples tested 3 were found positive for JE. Focal DDT spraying done in the affected area. Fogging done. ITBN distributed in the affected area.",27
65,1.,Assam,Golaghat,AES/JE,123,19,1-3-13,,Under surveilla nce,"An outbreak of 24th week (38 cases/ 4 deaths). A total of 123 cases were reported due to Acute Encephalitis Syndrome from all Block PHC’s of District Golaghat. District RRT investigated the outbreak. Mass fever survey done in the affected areas. All age groups were affected. 123 serum samples were collected & sent to Microbiology dept. AMCH, Dibrugarh, out of which 34 were positive for JE. Mass blood slide collection done; all were negative for malaria. Focal spray of DDT & fogging done.",28
49,1.,Assam,Barpeta,xlvii. AES/J E,25,6,06-03-13,,Under control,"Cases of AES were reported from 1st week of March 2013 and gradually increased in June 2013 from BPHCs Bhabanipur, Barpeta Road, Chenga, Kalagachia, Nityananda & Nagaon, District Barpeta. District RRT investigated the outbreak. Most of the cases were reported from rural areas. All age group affected. Mass fever survey done in the affected area. All 521 blood slides collected tested negative for malaria. Out of 25 CSF/serum samples collected, 8 samples were positive for JE. IRS and Fogging done in the affected area. Insecticide treated bed nets provided to the people.",30
