Unnamed: 0,Unique ID.,Name of State/UT,Name of District,Disease/ Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status,Comments/ Action Taken,week_number,No. of De ath s
19,TN/MDR/2018/05/0114,Tamil Nadu,Madurai,Chickenpox,41,00,05-02-18,06-02-18,Under Surveillance,"Cases reported from Village Police Recruit School Idayapatti, HSC Idayapatti, PHC Othakadai, Block Madurai East. District RRT investigated the outbreak. House to house survey done. Disinfection done with Lysol in all rooms and dormitories. Water chlorination done. Advised to isolate the affected person and drink plenty of water. Cases treated symptomatically. Health education given.",5,
26,BH/NAW/2018/05/0119,Bihar,Nalanda,Chickenpox,30,00,17-01-18,,Under Control,"Cases reported from Village/HSC Vindidih, PHC/Block Silao. District RRT investigated the outbreak. House to house survey done. 04 samples collected and sent to Patna medical college were negative. Active case search was carried. Majority of cases were in 01-10 years age group. Outbreak under active surveillance. No new cases reported. All cases treated symptomatically. Health education given.",5,
32,KN/DVA/2018/05/0124,Karnataka,Davangere,Suspected Chickenpox,27,00,26-12-18,,Under Surveillance,"Cases reported from Thimenahalli, Kulambi. PHC/CHC Kulambi, Taluk Honnalli. District RRT investigated the outbreak. House to house survey done. 05 blood and 02 Vesicle swab samples collected sent to MCVR Manipal result awaited. symptomatically. Health education given.Village Mukatenahhalli, Kengeri, All cases treated",5,
33,MH/YVT/2018/05/0125,Maharashtra,Yavatma,Suspected Chickenpox,21,00,19-01-18,,Under Surveillance,"Cases reported from Village Bramhi & Ladkhed, PHC Boriarab Block Darawha. District RRT investigated the outbreak. House to house survey done. Parents are instructed to isolate affected children. Symptomatic treatment symptomatically. Health education given.given. All cases treated",5,
38,OR/BSR/2018/05/0129,Odisha,Balasore,Chickenpox,34,00,23-01-18,,Under Control,"Cases reported from Village Patharaduma Under, GPSC- Jamudiha, CHC Berhampur. District RRT investigated the outbreak. House to house survey done. No samples collected. Treatment given to 34 patients symptomatically. Advised to maintain personal hygiene, isolation, use clean clothes. All cases treated symptomatically. Health education given.",5,
22,PN/PON/2018/06/0152,Puducherry,Puducherry,Chickenpox,18,00,02-02-18,08-02-18,Under Surveillance,"Cases reported from Village Gandhithirunallar, PHC Mettupalayam, SC Muthirayarpalayam, Block Oulgaret. District RRT investigated the outbreak. House to house survey done. Majority of cases were in 6-7 age group. No sample collected. IEC/BCC activities carried out. Affected persons managed through traditional methods, were kept under strict isolation. All cases treated symptomatically. Health education given.",6,
24,TN/TRN/2018/06/0154,Tamil Nadu,Tirunelveli,Chickenpox,50,00,08-02-18,09-02-18,Under Surveillance,"Cases reported from Village Rettaikulam, PHC/HSC Poigai, Block Kadayanallur. District RRT investigated the outbreak. House to house survey done. Isolation of affected individuals done. Treatment of cases with T.Acyclovir was done. Health Education on personal hygiene given. Cleaning and disinfection of premises with bleaching powder in the affected area. All cases treated symptomatically. Health education given.",6,
25,TN/VEL/2018/06/0155,Tamil Nadu,Vellore,Chickenpox,21,00,06-02-18,07-02-18,Under Control,"Cases reported from Village Uthirampattu Colony, HSC Karivedu, PHC/Block Kaveripakkam. District RRT investigated the outbreak. House to house survey done. Isolation of cases was advised in the community. All cases treated symptomatically. Health education given.",6,
26,TN/SLM/2018/06/0156,Tamil Nadu,Salem,Chickenpox,11,00,07-02-18,08-02-18,Under Control,"Cases reported from Village/HSC Thalavaipatti, PHC Sarkkar Kollapatti, Block Salem. District RRT investigated the outbreak. House to house survey done. IEC activities done. Cases treated with Acyclovir. Anti Larval Work done. And other Public Health activities done. All cases treated symptomatically. Health education given",6,
28,TN/KRR/2018/06/0158,Tamil Nadu,Karur,Chickenpox,14,00,07-02-18,10-02-18,Under Surveillance,"Cases reported from Village Kannalvadanaickenpatty, PHC/Block Thogaimalai. HSC Pathiripatti. District RRT investigated the outbreak. House to house survey done Lab samples/Result (Nil). Households were asked to isolate the affected cases. Advised soft diet with plenty of oral fluid intake. RBSK Medical team was deployed at the Anganwadi in village for symptomatic treatment of the suspected as well as confirmed Chicken pox cases. OHT was cleaned and disinfected using bleaching powder. AL work done by DBCs under supervision of District Entomologist. IEC was given by Health Educator regarding safe water storage practices, hand washing & consumption of boiled water. Individual households were asked to keep their houses & their surroundings clean. All cases treated symptomatically. Health education given .",6,
37,CT/JAN/2018/06/0165,Chhatisgarh,Janjgir,Chickenpox,13,00,21-01-18,,Under Surveillance,"Cases reported from Village Jaijaipur (Ward 5&6), SHC/PHC/CHC Jaijaipur. District RRT investigated the outbreak. House to house survey done. Lab samples not collected. All cases treated symptomatically. Health education given.",6,
43,KL/THI/2018/06/0170,Kerala,Trivandrum,Chickenpox,29,00,22-01-18,,Under Control,"Cases reported from Village Pappanamcode, HSC Karumam, PHC Nemom Zone, Block Vilappil. District RRT investigated the outbreak. House to house survey done. Health Education given to students, Advise To Consult Physician Of Govt. Hospital and take appropriate measures. Isolation advised to all the cases. All cases treated symptomatically. Health education given.",6,
50,TN/VEL/2018/06/0176,Tamil Nadu,Vellore,Chickenpox,28,00,23-01-18,,Under Control,"Cases reported from Village Thandalam , PHC Minnal, Block Kaveripakkam. District RRT investigated the outbreak. House to house survey done. Advised to drink plenty of oral fluids. All cases treated symptomatically. Health education given.",6,
14,TN/SLM/2018/07/ 0189,Tamil Nadu,Salem,Chickenpox,20,00,13-02-18,14-02-18,Under Control,"Cases reported from Village Lyamputhur, HSC Tharkadu, PHC Sathya Nagar, Block Kolathur. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.",7,
16,TN/VEL/2018/07/ 0191,Tamil Nadu,Vellore,Chickenpox,36,00,10-02-18,15-02-18,Under Control,"Cases reported Colony, SC Kandaneri, PHC Pallikonda, Block Anaicut. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.from Village Kazhanipakkam",7,
23,KL/THI/2018/07/0 198,Kerala,Trivandrum,Chickenpox,13,00,29-01-18,Under Control,Health education given.,"Cases reported from PHC Cheruvikkal, HSC Cheruvikkal, Block Pangapara. District RRT investigated the outbreak. House to house survey done. Cases advised isolation and symptomatic treatment.",7,
29,TN/SLM/2018/07/ 0204,Tamil Nadu,Salem,Chickenpox,25,00,09-02-18,Under Control,,"Cases reported from Village Katheri, Chettiyarkadu, HSC Katheri, PHC Chinnagaoundanur, Block Sankari. District RRT investigated",7,
6,DN/DNH/2018/08/0210,Dadra & Nagar Haveli,Dadra And Nagar Haveli,Chickenpox,26,00,24-02-18,24-02-18,Under Surveillance,"Cases reported from Jawahar Navodya Vidyalaya (8), PHC Kilvani; Masat SC 1 (1) No. 1, Masat SC No. 2 (4) and Masat SC No. 3 (13), PHC Masat, Block Silvassa. District RRT investigated the outbreak. 19 serum samples were collected and sent to NIV, Pune. 11 samples were positive for chickenpox (IgM Elisa). All cases treated symptomatically. Health education",8,
9,JH/WSI/2018/08/0213,Jharkhand,West Singhbhum,Provisional Chickenpox,13,00,16-02-18,20-02-18,Under Surveillance,"Cases of fever with rash reported from Village Tolla Mahadev colony, Ward No-2, CHC-Sadar Chaibasa, West singhbhum. District RRT investigated the outbreak. House to house survey done. 05 serum samples sent to RIMS Medical college were negative for Chickenpox. All cases treated symptomatically. Health education and IEC activities done for isolation of cases and ensure hygienic practices.",8,
12,KN/CHI/2018/08/0216,Karnataka,Chitradurga,Chickenpox,28,00,21-02-18,24-02-18,Under Surveillance,"Cases reported from Village Hosanayakarahatti, PHC/CHC Aimangala. Taluk Hiriyar. District RRT investigated the outbreak. House to house survey done. 01 vesicular swab sample collected and sent to MCVR Manipal was positive for chickenpox. (IgM Elisa) All cases were <15 yrs of age. All cases treated symptomatically. Health education on isolation and disease transmission was given to the community. Advised to give nutritious food and lots of fluids.",8,
13,KN/CHI/2018/08/0217,Karnataka,Chitradurga,Chickenpox,15,00,21-02-18,23-02-18,Under Control,"Cases reported from Village Rangapura, PHC/CHC Talikate. Taluk Holakere. District RRT investigated the outbreak. House to house survey done. 02 swab sample sent to MCVR Manipal were positive for chickenpox. (IgM Elisa) All cases were in children <15 yrs of age. All cases treated symptomatically. Health education about signs and symptoms and mode of transmission was given to the staff and school children. Advised to isolate cases.",8,
14,KL/THI/2018/08/0218,Kerala,Thiruvananth apuram,Chickenpox,19,00,19-02-18,20-02-18,Under Surveillance,"Cases reported from Village MCH Unit Pangappara, SC Cheruvikkal, Govt. Engineering College , Trivandrum. District RRT investigated the outbreak. All cases treated symptomatically. Advised acyclovir tablets for the confirmed cases and closing of hostel for preventing further spread of disease. Health education given.",8,
20,PN/PON/2018/08/0224,Puducherry,Puducherry,Chickenpox,09,00,16-02-18,22-02-18,Under Surveillance,"Cases reported from Village Periyakalapet, School: Jawahar Navodaya Vidyalaya residential school. PHC Kalapet. Block Oulgaret. District RRT investigated",8,
22,TN/MDR/2018/08/0226,Tamil Nadu,Madurai,Chickenpox Suspected,28,00,19-02-18,22-02-18,Under Control,"Cases of AND Village investigated done. Allfever with Nathanpatti, PHC Vellalur, SC Kottanathampatti, PHC A.Vellalapatti, Block Melur. District RRT the outbreak. House cases education given for isolation, disinfection and cases advised to drink plenty of water.rash reported 'Suvanjanpatti, SC Pudusakkampatti, treated symptomatically. Healthfrom Village to house survey",8,
24,TN/PER/2018/08/0228,Tamil Nadu,Peramballur,Chickenpox Suspected,11,00,22-02-18,22-02-18,Under Control,"District RRT houseCases of fever with rash were reported from Village Naranamangalam, Padalur, Pudhukurichi, Therani, SC Naranamangalam, investigated fever survey symptomatically.PHC Padalur the outbreak. House done. All casesBlock Alathur. to treated",8,
26,TN/TPL/2018/08/0230,Tamil Nadu,Trichirapalli,Chickenpox,20,00,20-02-18,23-02-18,Under Control,"Cases reported from Village P.K.Agaram. SC Reddimangudi, PHC Peruvalapur, Block Pullambadi. District RRT investigated the outbreak. House to house survey done. 05 serum samples sent to King institute were positive for chickenpox. All cases treated symptomatically. Cases were advised isolation, hand-washing and disinfection of houses.",8,
28,TN/MDR/2018/08/0232,Tamil Nadu,Madurai,Chickenpox,24,00,23-02-18,24-02-18,Under Control,"Kinnimangalam, HSC investigated done. All cases treated personal hygiene.Cases of fever with rash were reported from Village Mavilipatti, Chekkanurani, Block Tirumangalam. District RRTPHC",8,
34,BH/MBN/2018/08/0237,Bihar,Madhubani,Provisional Chickenpox Under Surveillance,,,,,,,8,
35,BH/SMP/2018/08/0238,Bihar,Samastipur,Provisional Chickenpox,22,00,13-01-18,,Under Surveillance,"Cases of fever with rash reported from Village Patory. Patory, Pyarepur, Bhola Tola, Bahadurpur, Ward No.15. District RRT investigated the outbreak. House to house survey done. All cases were less than 35 years of age. All cases treated symptomatically. Community sensitized to complete routine immunization of children and isolate cases.",8,
36,KN/TUM/2018/08/0239,Karnataka,Tumkur,Chickenpox,13,00,12-02-16,,Under Surveillance,"Cases reported from Village Higher primary school, Ballekere, PHC/CHC Suguru. Taluk Tiptur. District RRT investigated the outbreak. Routine contact survey conducted in the community. All cases treated symptomatically. Isolation of cases was advised. IEC activities on disease prevention and personal hygiene given to the community.",8,
40,KL/KOA/2018/08/0243,Kerala,Kollam,Chickenpox,17,00,08-02-18,,Under Surveillance,"Cases reported from Village Arippa / MRS Tribal Hostel. HSC FWC Chozhiyacode, PHC Kulathupuzha . Block Kulathupuzha District RRT investigated the outbreak. Medical camp was conducted and cases were given Tab Acyclovir. Health education and IEC activities done to ensure hygienic practices and isolation of cases.",8,
42,TN/VEL/2018/08/0245,Tamil Nadu,Vellore,Chickenpox Suspected,36,00,10-02-18,,Under Control,"Cases reported from Village Anaicut, Pallikonda, Kandhaneri, Kazhanipakkam. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given for isolation of cases and disinfection. Cases were advised to drink plenty of water.",8,
2,CT/DUR/2018/09/0248,Chhatisgarh,Durg,Chickenpox,13,00,25-02-18,01-03-18,Under Control,"Cases reported from Village Belhari, Ranitarai, Block Paran. District RRT investigated the outbreak. House to house survey done. Health camp organized. All symptomatically. Health education given.PHC cases treated",9,
6,CT/DUR/2018/09/0248,Chhatisgarh,Durg,Chickenpox,13,00,25-02-18,01-03-18,Under Control,"Cases reported from Village Belhari, Ranitarai, Block Paran. District RRT investigated the outbreak. House to house survey done. Health camp organized. All symptomatically. Health education given.PHC cases treated",9,
14,MH/AKL/2018/09/0256,Maharashtra,Akola,Chickenpox,27,00,27-02-18,28-02-18,Under Control,"Cases of fever with rash reported from Village/PHC Kanheri Gawali, Block Balapur. District RRT investigated the outbreak. Active search of cases done. Health education given regarding isolation of cases and personal hygiene.",9,
18,TN/DMP/2018/09/0260,Tamil Nadu,Dharampuri,Chickenpox,41,00,01-03-18,02-03-18,Under Surveillance,"Cases of fever with vesicular rash reported from Village/SC Padi, PHC Sekodi, Block Palacode. District RRT investigated the outbreak. House to house survey done. Active search of cases done. Health education given regarding cases and personal hygiene.isolation of",9,
19,TN/TVL/2018/09/0261,Tamil Nadu,Tiruvallur,Chickenpox,34,00,26-02-18,27-02-18,Under Control,"Cases reported from PUPS School, Sengatanoor. District RRT investigated the outbreak. House to house survey done. Out of 5 blood samples sent to KIPM, 4 blood samples were positive Chickenpox (IgM ELISA). All symptomatically. Health education given.for cases treated",9,
21,BH/NLD/2018/09/0262,Bihar,Nalanda,Chickenpox,12,00,07-02-18,,Under Control,"Cases reported from Village PHC Nagarnausa, SC Ankaid, Block Nagarnausa. District RRT investigated the outbreak. House to house survey done. Affected",9,
24,KN/TUM/2018/09/0265,Karnataka,Tumkur,Chickenpox,14,00,19-02-18,,Under Control,"treatedCases reported from Navya School, Rangapura. District RRT investigated the outbreak. Active search of case done. 1 serum sample collected; result awaited. All cases symptomatically. IEC personal hygiene and isolation of cases was imparted.activities",9,
26,KL/WYN/2018/09/0266,Kerala,Wayanad,Chickenpox,18,00,08-02-18,,Under Control,"Cases reported from St Joseph Montessori, Makkiyad, SC Thodernad, PHC Thondernad, Block Porunnanure. District RRT investigated the outbreak. Active search of cases done. Health education given regarding isolation of cases and personal hygiene.",9,
13,KN/TUM/2018/10/281,Karnataka,Tumkur,Chickenpox,10,00,05-03-18,06-03-18,Under Surveillance,"Cases Neralakere, Taluk Madhugiri. District RRT investigatedreported Residential School, K C Roppa, PHC/CHC survey done. 02 serum samples collected sent to MMC Mysore; result awaited.from the outbreak. House to house All casesMoorarji Desai",10,
29,BH/JAH/2018/10/296,Bihar,Jahanabad,Chickenpox,29,00,28-02-18,,Under Control,"Cases of fever with rash reported from Village Nabada par, Saristabad, PHC Okari (Modanganj), Block Okari. District RRT investigated the outbreak. House to house survey done. All the cases were below 10yrs of age. Symptomatic treatment given to all cases. Health education given on isolation of cases.",10,
30,KL/WYN/2018/10/297,Kerala,Wyanad,Chickenpox,18,00,08-02-18,,Under Control,"Cases of fever reported from St. Joseph Monestary at Makkimala under Thondernad PHC Thondernad, Block Makkiyad. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.",10,
11,KN/KOL/2018/11/313,Karnataka,Kolar,Chickenpox,16,00,11-03-18,15-03-18,Under Control,"Cases reported from Village Kavatanahalli, PHC/CHC Mallanayakanahalli, Taluk Mulbagal. District RRT investigated the outbreak. House to house survey done. 2 vesicle swab and 1 blood samples collected and sent to MCVR, Manipal; 1 blood sample was positive for varicella zoster virus (IgM ELISA). Symptomatic treatment given cases. Health education given.",11,
12,KN/TUM/2018/11/314,Karnataka,Tumkur,Chickenpox,10,00,12-03-18,15-03-18,Under Control,"Cases reported Primary school, Taluk Koratagere. District RRTfrom, Madhya Venkaapura PHC/CHC Doddasagere, investigated the outbreak. House to house survey done. All",11,
15,PB/BRN/2018/11/317,Punjab,Barnala,Chickenpox,21,00,13-03-18,13-03-18,Under Control,Cases reported Ramgarh Block investigatedfrom Govt. High school Tapa. District RRT the outbreak. Active search of,11,
19,UP/GHP/2018/11/321,Uttar Pradesh,Ghazipur,Chickenpox,12,00,12-03-18,12-03-18,Under Control,,11,
26,BH/NAW/2018/11/326,Bihar,Nawada,Chickenpox,14,00,20-02-18,,Under Control,"Cases of fever with rash reported from Village Vergivigha, PHC Karaipar. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.",11,
30,JH/CHA/2018/11/330,Jharkhand,Chatra,Chickenpox,10,00,21-02-18,,Under Control,"ELISA) All cases education given regarding isolation of cases.Cases reported from Village Kharik, SC Dariyatu, Block Chatra. District RRT investigated the outbreak. House to house survey done. 4 blood samples were collected sent to Dept of Microbiology, RIMS, Ranchi were found positive for varicella zoster virus (IgM treated symptomatically. Health",11,
38,OR/KHU/2018/11/336,Odisha,Khurda,Chickenpox,14,00,03-03-18,,Under Control,the outbreak. House to All cases treated,11,
40,TR/AGT/2018/11/338,Tripura,West Tripura,Chickenpox,15,00,05-02-18,,Under Control,"Cases reported Agartala. District RRT Houseto house survey symptomatically. Health education givenfrom Milleara, Bhatti Abhoynagar, investigated the outbreak. done. All cases treated",11,
15,TN/DMP/2018/12/352,Tamil Nadu,Dharmapuri,Chickenpox,31,00,19-03-18,19-03-18,Under Surveillance,"Cases of fever with rash were reported from Village Pattagapatti, PHC Nallampalli, Block Nallampalli. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Community was advised for isolation of cases, maintenance of hydration and appropriate follow-up. Disinfection of households and streets was done with application of bleaching powder. Personal hygiene and hand-washing at regular intervals was advised.",12,
19,UP/GHP/2018/12/356,Uttar Pradesh,Ghazipur,Chickenpox,06,00,15-03-18,22-03-18,Under Control,"Cases of fever with rash reported from Village Faridpur Post Bhadura, CHC/Block Bhadura. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.",12,
22,BH/MZP/2018/12/358,Bihar,Muzaffarpur,Chickenpox,05,00,05-03-18,,Under Control,"Cases of fever with Anandpur Kharauni, HSC Baragaon, All cases treated educated about personal hygiene and cleanness.rash reported from Village PHC/Block Paroo. District RRT investigated the outbreak. House to house survey done. Cases were 3-9 years of age. symptomatically. Community",12,
24,BH/SUP/2018/12/360,Bihar,Supaul,Chickenpox,44,00,10-03-18,,Under Control,"Pratapganj. District RRT House to house survey symptomatically. Health education given.Cases reported from Village Ward No.-9, Imampatti, investigated the outbreak. done. All cases treated",12,
