Unnamed: 0,Unique ID.,Name of State/UT,Name of District,Disease/ Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status,Comments/ Action Taken,week_number,No. of De ath s
3,BH/NAW/2018/04/0076,Bihar,Nawada,Measles?,13,00,20-01-18,24-01-18,Under Surveillance,"Cases Areported /Block Sirdala. District RRTfrom Village paratpura, PHC",4,
5,BH/NAW/2018/04/0073,Bihar,Nawada,Measles?,11,00,19-01-18,23-01-18,Under Control,All,4,
8,BH/NAW/2018/04/0076,Bihar,Nawada,Measles?,13,00,20-01-18,24-01-18,Under Surveillance,"Cases Areported /Block Sirdala. District RRTfrom Village paratpura, PHC",4,
16,MP/KHR/2018/04/0084,Madhya Pradesh,Khargon,Measles,08,00,24-01-18,27-01-18,Under Control,"Cases reported from Village Patthar Dalal Urban Area, Block Khagone Urban. District RRT investigated the outbreak. House to house survey done. 05 blood samples collected sent to Gandhi Medical College Bhopal were positive for Measles (IgM ELISA). Vaccination and Vitamin A supplementation activity done. All cases treated symptomatically. Health education given.",4,
23,UP/ALI/2018/04/0091,Uttar Pradesh,Aligarh,Measles?,18,00,19-01-18,23-01-18,Under Control,"Cases CHC/Block Atrauli. District RRT the outbreak. House to house survey done. 05 blood samples collected sent to Sanjay Gandhi Medical Vitamin A treated symptomatically. Health education given.reported from Village Nangla aloha, investigated College Lucknow result awaited. supplementation given. All cases",4,
28,MH/NAS/2018/04/0095,Maharashtra,Nashik,Measles?,26,00,29-012-17,,Under Control,"activity education given.Cases reported from Village/SC Rameshshwar, PHC Kharda, Block Deola. District RRT investigated the outbreak. House to house survey done. 05 blood samples collected at SDH Kalwan; result awaited. Vaccination and Vitamin A supplementation done. All cases treated symptomatically. Health",4,
31,UP/JNP/2018/04/0097,Uttar Pradesh,Jaunpur,Measles?,28,00,01-01-18,,Under Surveillance,"Cases reported from Village Dihyan Harijan Basti, SC Berampur, CHC Khutan. District RRT investigated the outbreak. House to house survey done. 05 blood samples collected sent to SGPGIMS, Lucknow result awaited. Vitamin A Solution and Measles vaccine given to all unvaccinated children. All cases treated symptomatically. Health education given.",4,
7,GJ/PAT/2018/05/0102,Gujarat,Patan,Measles,09,00,30-01-18,30-01-18,Under Control,"Cases reported from Village Karoda, SC Samiccha,, PHC Brahmanvada, Block Chanasma House to house survey done. Five serum sample collected by BJ Medical College Ahmedabad, three were positive for IgM Measles. District RRT visited affected village and house to house active surveillance done. No new cases or deaths found. All cases were in 1-15 years age group, five were males and four were females. All cases were given Vit. A and symptomatic treatment. IEC given in Anganwadi Center.",5,
24,BH/BUX/2018/05/0117,Bihar,Buxar,Measles,08,00,15-01-18,,Under Surveillance,"Cases reported from Village Noniapura, SC Sowa, PHC Dumraon, Block Dumraon. District RRT investigated the outbreak. House to house survey done. MOIC and block RRT visited and conducted a catch-up vaccination session. All cases treated symptomatically. Health education given.",5,
25,BH/MBN/2018/05/0118,Bihar,Madhubani,Measles,15,00,08-01-18,,Under Control,"Cases reported from Village: Dakhi and Mainhi SC/ PHC/: (Bolhar) Laukhi CHC/ Block: Laukhi, District : Madhubani. Total fifteen cases were in the age group of 3 to 12 years from village Dakhi and 13 cases from village Laukhi. District RRT investigated the outbreak. Five serum samples collected and sent to PMCH, Patna. Vaccination of susceptible population done in area.",5,
27,DL/DLN/2018/05/0120,Delhi,North Delhi,Measles,06,00,11-01-18,,Under Control,Cases reported from Village Bhalaswa Dairy JJ Colony Delhi. RRT investigated the outbreak. House to house survey done. Five serum samples collected by NCDC 04 Positive for Measles. All suspected cases investigated by RRT. All cases treated symptomatically and health education given.,5,
28,GJ/DAN/2018/05/0121,Gujarat,Dangs,Measles,10,00,26-12-17,,Under Control,"Cases reported from Village Sadadmad, PHC Sakarpatal SC Bhadarpada Block Waghai. RRT investigated the outbreak. House to house survey done. Total of 10 cases wherein 6 were males and 4 females. All cases were 1-15 years old. Five serum samples collected by Civil Hospital, Surat sent to BJ Medical College were positive for measles. All cases treated symptomatically. Health education given.",5,
36,MP/BAD/2018/05/0127,Madhya Pradesh,Badwani,Measles,12,00,08-01-18,,Under Control,"Cases reported from Village Mahgawdev, SB Lakhangaw, PHC Brahmangaw, Block Thikari. District RRT investigated the outbreak. House to house survey done. 05 blood serum samples collected, 04 samples positive for measles. House to house survey done and health camp organized. All cases treated symptomatically and Vitamin A Supplementation done. IEC activities focus on hygiene & isolation of every case. All cases treated symptomatically. Health education given.",5,
37,MP/BAD/2018/05/0128,Madhya Pradesh,Badwani,Measles,21,00,15-01-18,,Under Control,Cases reported from Village Urban Barwani. District RRT investigated the outbreak. House to house survey done. 05 blood serum samples collected result 05 samples positive for Measles. Block health team & RRT Team Barwani House to House Surveyed done health camp organized All cases treated symptomatically Vitamin A Supplementation is done health education given. IEC activities going on. Personal hygiene & Isolation was advised in all cases. All cases treated symptomatically. Health education given.,5,
39,RJ/ALW/2018/05/0130,Rajasthan,Alwar,Measles,10,01,15-01-18,,Under Control,"Cases reported local people was heldfrom Village Khalsawad ka Boss SC/Block Ramgarh Radhunath. District RRT investigated the outbreak. House to house survey done. 05 samples collected by SMS Medical College Jaipur. 04 samples out of 05 found Positive for IgM Elisa. Vaccination to all eligible children of the area. House to house survey was done for active case search. Meeting with to make them aware about Vaccine preventable diseases and immunization, avail services at nearby",5,
40,RJ/NGR/2018/05/0131,Rajasthan,Nagaur,Measles,10,00,23-01-18,,Under,"Cases reported from Village Kasuwal Mohalla, Block Kumhari. District RRT investigated the outbreak. House to house survey done. 05 serum samples collected sent to SMS Medical Collage",5,
43,UP/SMN/2018/05/0133,Uttar Pradesh,Amethi,Measles,17,00,01-01-18,,Under Surveillanc e,"Cases reported from Village Paschimpur, SC Main Center, PHC/Block Bhadar. District RRT investigated the outbreak. House to house survey done. Age distribution of cases was from 0-10 years. Among the cases 10 were male and 7 were female. Index case was diagnosed on 30.12.2017. Last case reported on 19.01.2018. Maximum cases (5) reported on 15.01.2018. Among the cases 4 were Fully immunized, 7 Partially immunized and 6 Unimmunized. Another outbreak was reported in Village Gajipur, SC Main Center PHC/Block Bhadar. with 8 cases of suspected Measles. Age distribution of cases was from 0-10 years of which 02 were male and 6 female. Index case was reported in 05.01.2018 and last case on 19.01.2018. Immunization status: Fully immunized- 02, Partially immunized- 05, Unimmunized- 01. Blood samples collected and sent to SGPGI Lucknow in both the outbreaks. Result awaited. RRT visited the village with the search team of NPSP. Active case search was done Preventive activities done IEC done. All cases treated symptomatically. Health education given.",5,
10,HR/MWT/2018/06/0140,Haryana,Mewat,Measles,09,00,04-02-18,07-02-18,Under,"Cases reported from Village Malhaka, SC Tigaon, PHC Tigaon. District RRT investigated the outbreak. House to house survey done. 04 blood samples collected sent to NCDC Delhi",6,
35,BH/MBN/2018/06/0163,Bihar,Madhubani,Measles,14,00,27-01-18,,Under Surveillance,"Cases reported from Village/SC Ekhatta, PHC Khutauna. District RRT investigated the outbreak. House to house survey done. Serum samples collected, result awaited. Medical camp organized and all cases treated symptomatically. Vit A solution given to all susceptible children in affected area .IEC activity for isolation of cases. Health education given.",6,
36,BH/NAW/2018/06/0164,Bihar,Nawada,Measles,12,00,01-02-18,,Under Control,"Cases reported from Village Damarkhudha, PHC/Block Sirdala. District RRT investigated the outbreak. House to house survey done. 05 Serum samples collected sent to PMCH Patna for lab confirmation result awaited. Cases were unimmunized. Counselling for immunization given to parents of cases. Educated to isolate healthy children from affected children. All cases treated symptomatically. Health education given.",6,
38,DL/STE/2018/06/0166,Delhi,South East,Measles,40,00,29-01-18,,Under Surveillance,Cases reported from Village DGD Batla House. District RRT investigated the outbreak. House to house survey done. 05 serum samples collected sent to NCDC result awaited. 01 throat swab and 01 Urine samples sent to SGPGI Lucknow result awaited. Total of 40 cases identified on survey of 832 houses. 2 doses of Vit-A was given to all the affected children. All cases treated symptomatically. Health education given.,6,
39,GJ/KUC/2018/06/0167,Gujarat,Kutch,Measles,22,00,15-01-18,,Under Control,"Cases reported from Village Zura, PHC Bhirandiyara, Block Bhuj. District RRT investigated the outbreak. House to house survey done. There were 13 females and 9 males respectively. 05 serum samples sent to BJMC Ahmedabad were positive for Measles. Vitamin A was given to patients. Immunization status was poor, 6 were not immunized, status of 15 cases was not known. All cases treated symptomatically. Health education given.",6,
41,JH/ESI/2018/06/0168,Jharkhand,East Singhbhum,Suspected Measles,12,00,02-01-18,,Under Surveillance,"Cases reported from Village Area Pratima Nagar-Kadma, PHC/Block Jugsalai cum Golmuri East Singhbhum Jharlhand. District RRT investigated the outbreak. House to house survey done. 05 Serum samples collected send to Institute of Serology Kolkata, result awaited. Control measures advised for isolation of cases and sensitization was done for hand washing practices. All cases treated symptomatically. Health education given.",6,
49,RJ/NGR/2018/06/0175,Rajasthan,Nagaur,Measles,10,00,23-01-18,,Under Control,"Cases reported from Village Kasuwala Kumhari, Block Nagaur District RRT investigated the outbreak. House to house survey done. 5 Serum Sample taken and sent to SMS Medical Collage Jaipur. Two samples were positive for Measles. Mass vaccination done to 241 children with measles and 290 children given vitamin A. All cases treated symptomatically. Health education given.",6,
51,UP/JLA/2018/06/0177,Uttar Pradesh,Jalaun,Measles,14,00,17-12-17,,Under Surveillance,"Cases reported from Village/SC Akbarpur, PHC Kadaura. District RRT investigated the outbreak. House to house survey done. Five blood samples collected and sent to KGMC Lucknow. Result awaited. All cases treated symptomatically. Health education given.",6,
53,UP/JLA/2018/06/0178,Uttar Pradesh,Jalaun,Measles,20,00,28-12-17,,Under Surveillance,"Cases reported from Village Bhagauura Bypass, Churki Road, PHC Bhagaura . District RRT investigated the outbreak. House to house survey done. Five blood, 01 Throat Swab & 01 urine sample collected and sent to KGMC Lucknow. Result awaited. All cases treated symptomatically. Health education given",6,
1,AR/EKM/2018/07 /180,Arunachal Pradesh,East Kameng,Suspected Measles,20,00,14-02-18,14-02-18,Under Surveillance,"Cases reported from Village Seppa, District RRT investigated the outbreak. House to house survey done. 05 blood samples collected; results awaited. All cases were less than 17 years. All cases treated symptomatically. Health education given.",7,
2,BH/NAW/2018/07 /181,Bihar,Nawada,Suspected Measles,12,0,15-02-18,17-02-18,Under Control,"Cases of fever with rash reported from Village Badi Dargah, PHC Sadar, Block Sadar. District RRT investigated the outbreak. House to house survey done. 03 blood samples collected and sent to PMCH Patna; result awaited. Vitamin A supplementation given to children of 0-15yrs. Entire community was sensitized to complete routine immunization of children. Advised to isolate affected children. All cases treated symptomatically.",7,
3,JH/BOK/2018/07/ 182,Jharkhand,Bokaro,Measles,15,00,13-02-18,13-02-18,Under Control,"Cases reported from Village Navdiha, SC Banstora, Block Chandankyari. District RRT investigated the outbreak. House to house survey done. Out of 06 serum samples collected and sent for Institute of Serology, Kolkata; 04 samples were positive for Measles (IgM ELISA). All cases treated symptomatically. Health education given.",7,
5,AR/EKM/2018/07 /180,Arunachal Pradesh,East Kameng,Suspected Measles,20,00,14-02-18,14-02-18,Under Surveillance,"Cases reported from Village Seppa, District RRT investigated the outbreak. House to house survey done. 05 blood samples collected; results awaited. All cases were less than 17 years. All cases treated symptomatically. Health education given.",7,
6,BH/NAW/2018/07 /181,Bihar,Nawada,Suspected Measles,12,0,15-02-18,17-02-18,Under Control,"Cases of fever with rash reported from Village Badi Dargah, PHC Sadar, Block Sadar. District RRT investigated the outbreak. House to house survey done. 03 blood samples collected and sent to PMCH Patna; result awaited. Vitamin A supplementation given to children of 0-15yrs. Entire community was sensitized to complete routine immunization of children. Advised to isolate affected children. All cases treated symptomatically.",7,
7,JH/BOK/2018/07/ 182,Jharkhand,Bokaro,Measles,15,00,13-02-18,13-02-18,Under Control,"Cases reported from Village Navdiha, SC Banstora, Block Chandankyari. District RRT investigated the outbreak. House to house survey done. Out of 06 serum samples collected and sent for Institute of Serology, Kolkata; 04 samples were positive for Measles (IgM ELISA). All cases treated symptomatically. Health education given.",7,
13,PB/FTH/2018/07/ 0188,Punjab,Fatehgarh Sahib,Measles,18,00,16-02-18,17-02-18,Under Surveillance,"Cases reported from Village Shanti Nagar, PHC/Block Dalip Nagar & Sangatpura. District RRT investigated the outbreak. House to house survey done. Out of 05 samples collected and sent to PGI, Chandigarh; 04 samples were positive for Measles (IgM ELISA). All cases treated symptomatically. Health education given.",7,
25,MH/AMR/2018/07 /0200,Maharashtra,Amravati,Measles,16,00,06-02-18,Under Surveillance,suspected education,"Cases reported from Ashram Shala Lawada, PHC Harisal, Taluk Dharani. District RRT investigated the outbreak. Active search of cases done. 05 blood samples collected and sent to NIV lab Pune; result awaited. Vitamin A supplementation (2 doses) given to all cases. All cases treated symptomatically. Health given regarding measles signs and symptoms, its prevention, hand washing, hygiene practice and vaccination.",7,
31,UP/SID/2018/07/0 206,Uttar Pradesh,Siddharth Nagar,Measles,18,00,18-01-18,Under Surveillance,"Cases of maculopapular non vesicular rash reported from Village Banjaewa, SC Badhani, PHC/Block Dumriyagunj. District RRT investigated the outbreak. House to house survey done. Affected children were below 10yrs of age. 05 serum samples collected and sent to Lucknow SGPGI; result symptomatically. Vitamin A given to undertaken for isolation and early treatment of cases.",awaited. All cases cases. IECtreated activities,7,
2,BH/NAW/2018/08/0209,Bihar,Nawada,Suspected Measles,13,00,19-02-18,22-02-18,Under Surveillance,"Cases reported from Village chorwar. PHC Roah, Block Roah. District RRT investigated the outbreak. House to house survey done. Cases complained of fever, inflamed eyes, runny nose & red blochy skin rash. 05 Blood samples were collected and sent to PMCH Patna; result awaited. All cases treated symptomatically. Vitamin A supplementation was given to all children of 0-15yrs. Entire community",8,
5,BH/NAW/2018/08/0209,Bihar,Nawada,Suspected Measles,13,00,19-02-18,22-02-18,Under Surveillance,"Cases reported from Village chorwar. PHC Roah, Block Roah. District RRT investigated the outbreak. House to house survey done. Cases complained of fever, inflamed eyes, runny nose & red blochy skin rash. 05 Blood samples were collected and sent to PMCH Patna; result awaited. All cases treated symptomatically. Vitamin A supplementation was given to all children of 0-15yrs. Entire community",8,
16,MH/STA/2018/08/0220,Maharashtra,Satara,Measles,05,00,21-02-18,23-02-18,Under Surveillance,"Cases of fever with rash were reported from Village Jorewadi, SC Borgaon. District RRT investigated the outbreak. House to house fever survey done. 05 serum samples were sent to Entero-Haffkine Lab, Mumbai; result awaited. All cases were treated symptomatically. Vit A solution was given. Health Education on personal hygiene, sanitation and isolation of cases were given.",8,
18,PB/FKT/2018/08/0222,Punjab,Faridkot,Measles,05,00,17-02-18,26-02-18,Under Surveillance,"Cases reported from Faridkot Shaheed Bhagat Singh School, Village VPO Wandar Jatana, Block Bajkhana. District RRT investigated the outbreak. 04 blood samples collected and sent to Medical College Faridkot. One sample was positive for Measles (IgM Elisa). Vitamin A prophylaxis and symptomatic treatment given to all cases. Education on Isolation, bed rest and intake of fluids was given.",8,
31,UP/SID/2018/08/0235,Uttar Pradesh,Siddharth Nagar,Measles Suspected,07,00,30-01-18,19-02-18,Under Surveillance,"Cases of fever with rash were reported from Village Pokhar Bhitwa, SC Pokhar Bhitwa, PHC/Block Uskabazar. District RRT investigated the outbreak. House to house survey done. Cases were less than 07 years of age. 03 serum samples sent to SGPGI Lucknow; result awaited. IEC activities done for isolation and early treatment of cases. Vitamin A solution given to effected cases. All cases treated symptomatically. Health education given.",8,
8,GJ/SRT/2018/09/0250,Gujarat,Surat,Suspected Measles,11,00,21-02-18,26-02-18,Under Surveillance,"Cases reported from PHC Kadodara, Taluka Palsana. District RRT investigated the outbreak. House to house survey done. Migratory population. Affected children were between 7 months to 12yrs of age group. All cases treated symptomatically. Health education given.",9,
9,HR/MWT/2018/09/0251,Haryana,Nuh (Mewat),Measles,13,00,22-02-18,05-03-18,Under Control,"Cases of fever with rash reported from Village Mahu, SC Raniyala, PHC Biwan Rawa. District RRT investigated the outbreak. House to house survey done. Immunization status of the cases were found to be partial and incomplete. Out of 5 blood samples and 1urine sample collected and sent to NCDC Delhi; 2 serum samples were positive for Measles (IgM ELISA). All cases treated symptomatically. Health education given.",9,
12,MP/BPL/2018/09/0254,Madhya Pradesh,Bhopal,Measles,09,00,28-02-18,01-03-18,Under Control,"Cases reported from Village Imaliya Narendra, SC Damkheda, Block Berasia, District RRT investigated the outbreak. House to house survey done. 3 blood samples collected and sent to Department of Microbiology, Gandhi Medical College, Bhopal; result awaited. 3 samples of urine and throat swab have been sent to Mumbai; result awaited. Affected children were below 10yrs of age. Vitamin A supplementation given to children. All cases treated symptomatically. Health education given.",9,
13,MP/HSN/2018/09/0255,Madhya Pradesh,Hoshangabad,Measles,63,00,21-02-18,03-03-18,Under Control,"Cases reported from Villages Dobhikhapa, Gajpur and Bicchua, Block Kesla. District RRT investigated the outbreak. House to house survey done. 05 blood samples collected sent to Gandh",9,
15,MN/TAM/2018/09/0257,Manipur,Tamenglong,Measles,45,01,27-02-18,06-03-18,Under Surveillance,"Cases reported from Village Subdivision Tousem, Block Tamenglong. State RRT and District RRT investigated the outbreak. House to house survey done. All samples collected and sent All cases treated education given.Phoklong,",9,
22,GJ/MRB/2018/09/0263,Gujarat,Morbi,Measles & Rubella,06,00,16-02-18,,Under Control,"Cases Gokulnagar. District RRTreported from urban investigated House to house survey done. All the cases belonged to a low socio economic class and migratory population. Allarea Morbi, the outbreak. to B.J. Medical",9,
23,GJ/RJK/2018/09/0264,Gujarat,Rajkot,Measles & Rubella,10,00,05-02-18,,Under Control,"is migratory ELISA. Throat area. ORS, ZincCases reported from Village Bhadar UHC/Taluk Jetpur.",9,
27,KL/TRC/2018/09/0267,Kerala,Thrissur,Measles,14,00,17-01-18,,Under Control,"Cases reported from Village Thrikkur, SC Ponnukkara. District RRT investigated the outbreak. House to house survey done. 2 Serum samples collected and send to NIV Bangalore; result awaited. 13 cases were immunized and 7 month old child was unimmunized. 13 cases were below 12 years of age, out of which 11 were males and 3 females. Medical camp conducted and all cases treated symptomatically. Health education given.",9,
28,OR/KHU/2018/09/0268,Odisha,Khurda,Measles,10,00,12-02-18,,Under Surveillance,"Cases of fever with rash reported from Village Bainchua, SC Bainchua, CHC Balakati, Block Balianta. District RRT investigated the outbreak. House to house survey done. Out of 6 serum samples collected and sent NICED, Kolkata; 5 serum samples were positive for Measles (IgM ELISA). All cases treated symptomatically. Health education given regarding isolation of cases.",9,
30,UP/PRT/2018/09/0270,Uttar Pradesh,Pratapgarh,Measles,07,00,12-02-18,,Under Control,"Cases reported from Village CHC/Block Sandwa Chandrika, SC Garwara. District RRT investigated the outbreak. House to house survey done. 5 blood sample collected & Lucknow; result awaited. Affected Age Group are 0-5Aammau Kakraha, sent to SGPGI",9,
1,BH/PAC/2018/10/272,Bihar,West Champaran,Measles,06,00,08-03-18,11-03-18,Under control,"Cases of fever with rash reported from Village Muradih Tand, SC Muradih, PHC Piprasi. District RRT investigated the outbreak. House to house survey done. 5 blood samples sent to Microbiology Dept, awaited. All cases Health education done.PMCH Patna; result treated symptomatically.",10,
4,BH/PAC/2018/10/272,Bihar,West Champaran,Measles,06,00,08-03-18,11-03-18,Under control,"Cases of fever with rash reported from Village Muradih Tand, SC Muradih, PHC Piprasi. District RRT investigated the outbreak. House to house survey done. 5 blood samples sent to Microbiology Dept, awaited. All cases Health education done.PMCH Patna; result treated symptomatically.",10,
8,GJ/VSD/2018/10/276,Gujarat,Valsad,Measles,08,00,03-03-18,07-03-18,Under Control,"Cases of fever with rash were reported from Village/SC Chhiri-1, 2, PHC Chhiri, Block Vapi. District RRT investigated the outbreak. House to house survey done. 05 serum samples were sent to New Civil Surat & B J Medical College Ahmedabad; 4 samples were positive for Measles (IgM ELISA). All cases treated symptomatically. Ring immunization done in the affected area. Health education given.",10,
10,JH/GDA/2018/10/278,Jharkhand,Godda,Measles?,30,00,07-03-18,08-03-18,Under Surveillance,"Cases of fever with rash reported from Village Haripur & Garbanna, SC Chillona, PHC Sadarprakhand, Block Sadarprakhand. District RRT investigated the outbreak. 05 blood samples were collected and sent to Institute of Serology Kolkata; result awaited. All cases treated symptomatically. Health education given.",10,
