1,,Gujarat,Patan,ii. Viral Hepatitis E,14,0,01-04-15,01-04-15,Under Surveillance,"Cases reported from Balisana, District Patan. District RRT investigated the outbreak. House to house survey was done. Consumption of contaminated water due to leakages in the water pipeline could be the probable cause of outbreak.All 05 serum samples sent to DPHL Mahesana tested positive for Hepatitis E. 04 water samples were also taken from affected area and sent to district water testing lab for bacteriological examination; result awaited. All cases were treated symptomatically. Health education given.",14
15,8.,Maharashtra,Nagpur,xvi. Viral Hepatitis E,16,00,09-04-15,16-04-15,Under Surveillance,"Cases reported from Village Mahadula, PHC Gumthi, Taluka Kamptee District Nagpur. District RRT investigated the outbreak. House to house survey done. All 09 blood samples tested at GMC Nagpur were found to be positive for Hepatitis E. All cases treated symptomatically. Health education given.",16
35,7.,Odisha,Khordha,xxxv. Viral Hepatitis E,12,0,14-04-15,,Under Control,"Cases reported f4rom Village Kantalbai Jhansipatna, CHC Tangi, District Khorda. District RRT investigated the outbreak. Consumption of contaminated water could be the probable cause of the outbreak. House to house survey done. All 04 serum samples sent to SCB MC, Cuttack tested positive for Viral Hepatitis E. All the cases treated symptomatically. Health education given.",17
28,,Punjab,Jalandhar,xxix. Viral Hepatitis E,38,0,11-05-15,15-05-15,Under Control,"Cases reported from Ishwar colony of Jalandhar city, District Jalandhar. District RRT investigated the outbreak. House to House survey done. 12 samples sent to GMC Amritsar, 5 were positive for Hepatitis E IgM ELISA. All 3 water samples tested at CH Jalandhar were found to be potable for drinking purpose. All cases treated symptomatically. Chlorination done. Alternate source of water supply was arranged during the outbreak. Health education given.",20
51,4. 5.,Maharashtra,Jalgaon,xlviii. Viral Hepatitis E,61,01,18-05-15,,Under Surveillance,"Cases reported from Bagvan Mohalla Joshi Peth, Jalgaon Urban Area, Block /District Jalgaon. District RRT investigated the outbreak. Consumption of contaminated water is the probable cause of outbreak. 4 Water Samples send to DPHL Jalgaon 1 Sample found to be non potable. 10 blood Samples send to GMC Aurangabad for examination, 2 samples positive for Hepatitis E.One 30 year old female died due to the condition. All cases treated symptomatically. Health education given.",22
11,,Gujarat,Kheda,xii. Hepatitis E,14,00,15-06-15,15-06-15,Under Surveillance,"Cases reported from different societies of Indiranagar area of UHC Lady of Pillar Block Nadiad. District Kheda. District RRT investigated the outbreak. Consumption of contaminated water could be the probable cause of the outbreak. 28 water samples were tested out of which 11 samples were found to be non potable.10 Serum samples were tested at DPHL Kheda, out of which 08 samples were found to be positive for Hepatitis E. All cases treated symptomatically. Chlorination done.Health education given.",25
24,11.,Rajasthan,Pali,xxv. Hepatitis E,138,00,25-06-15,28-06-15,Under Surveillance,Cases reported from Nadi Mohalla area under Block/District Pali. District RRT investigated the outbreak. House to house survey done. Consumption of contaminated water could be the probable cause of the outbreak.136 blood samples were tested at private laboratory out of which 3 samples were found to be positive for Hepatitis E and 01 out of 02 samples tested at Medical college lab Jodhpur was found to be positive for Hepatitis E. All cases treated symptomatically. Health education given.,26
15,,Karnataka Karnataka,Belgaum,xvi. Hepatitis E,21,00,10-07-15,11-07-15,Under Control,"Cases reported from Village PHC/CHC Karadaga, Taluk Chikkodi, District Belgaum. District RRT investigated the outbreak. House to house survey done. All 9 blood samples sent to BIMS, Belgaum were found to be positive for hepatitis E. All cases treated symptomatically. Health education given.",28
29,12.,Punjab,SAS Nagar,xxx. Hepatitis E,21,00,08-07-15,08-07-15,Under Surveillance,"Cases reported from Krishna Enclave, Dhakoli, District SAS Nagar. District RRT investigate the outbreak. House to house survey done. Consumption of contaminated water could be the probable cause of the outbreak. 05 blood samples tested at DPL Mohali; out of which 01 sample was found to be positive for hepatitis E IgM ELISA. 02 stool samples tested at DPL Mohali were found to be negative for any pathogen. All cases treated symptomatically. Health education given.",28
7,,Gujarat,Anand,vii. Hepatitis E,10,00,11-07-15,13-07-15,Under Control,"Cases reported from Village/SC Sureli, PHC Sunderpura, Block Umareth, District Anand. District RRT investigated the outbreak. House to house survey done. All cases consumed food and water in a religious function. 07 blood samples sent at Infectious Disease Hospital, Baroda out of which 01sample tested positive for Hepatitis E and 1 case was found to be HEV positive at private hospital. All cases treated symptomatically. Health education given.",29
57,,Odisha,Balasore,xl. Hepatitis E,38,00,12-07-15,,Under Control,"Cases of yellowish discoloration of eyes, urine and fever reported from Villages Sahabajipur & Udaypur, GP Bajitpur, CHC Jaleswarpur, Block Bhograi. District RRT investigated the outbreak. Leakages in drinking water pipeline was observed in the community. 10 out of 15 blood samples tested at SCBMCH Cuttak, were found to be positive for a Hepatitis E. All 4 water sample tested at state Bacteriologist and microbiologist Laboratory was found to be potable. All cases treated symptomatically. Chlorination done. Health education given.",30
34,,Punjab,Jalandhar,xxx. Hepatitis E,53,00,04-08-15,04-08-15,Under Control,"Cases reported from Hargobind Nagar, District Jalandhar. District RRT investigated the outbreak. House to house survey done. 13 out of 16 Blood samples tested at DPL Jalandhar were found to be positive for hepatitis E IgM ELISA. All cases treated symptomatically. Chlorination done. Health education given.",31
25,,Punjab,SAS Nagar,xxiv. Hepatitis E,12,01,19-08-15,20-08-15,Under Surveillance,"Cases reported from Village Jagatpura, Guru Nanak Colony, District SAS Nagar. District RRT investigated the outbreak. House to house survey done. 2 stool samples tested and negative for cholera. All 4 water samples tested were found to be non potable . 01 out of 4 blood samples tested was found to be positive for Hepatitis E by IgM ELISA. One male child aged 01 year died due to the condition. All cases treated symptomatically. Health education given.",34
44,,Gujarat,Gir Somnath,xxxviii. Viral Hepatitis E,21,00,15-08-15,,Under Control,Cases reported from Ram Nagar Kharo extension of urban area of Una. District RRT investigated the outbreak. House to house survey done. Consumption of contaminated water from the overhead tank could be the probable cause of the outbreak. All 08 serum samples tested at BJMC Ahmedabad were found to be positive for Hepatitis E IgM ELISA. All cases treated symptomatically. Super chlorination done. Health education given.,35
17,18.,Punjab,Pathankot,xviii. Viral Hepatitis E,10,00,01-09-15,01-09-15,Under Control,"Cases reported from Rampura Mohalla Dalhousie Road Pathankot, District RRT investigated the outbreak. House to house survey done. Pipeline leakages were observed in the community. Consumption of contaminated water could be the cause of outbreak. 02 out of 06 blood samples tested at GMC Amritsar were found to be positive for Hepatitis E IgM ELISA. All cases treated symptomatically. Chlorination done. Health education given.",36
2,,Jammu & Kashmir,Kulgam,ii. Viral Hepatitis E,18,00,16-11-15,23-11-15,Under Surveillance,"Cases of jaundice, fever, malaise, anorexia, vomiting and abdominal pain reported from Village Nipora, Block Qazigund. District RRT investigated the outbreak. House to house survey done. 10 Blood and 02 Water samples were collected; out of those 02 blood samples were found to be positive for Hepatitis E and water samples were found to be unsatisfactory for human consumption at IDSP Provincial Lab Srinagar. All cases treated symptomatically. Chlorination done. Health education given.",47
2,,Gujarat,Gandhinagar,ii. Viral Hepatitis E,24,00,21-11-15,21-11-15,Under Surveillance,"Cases reported from Village/SC/PHC Khoraj, Block Uvarsad. District RRT investigated the outbreak. House to house survey done. Consumption of contaminated food & water could be the cause of outbreak. 02 blood samples tested at Civil Hospital, Gandhinagar were found to be positive for IgM ELISA Hepatitis E. All cases treated symptomatically. Chlorination of water sources done. Health education given.",48
5,,Haryana,Yamuna Nagar,v. Hepatitis E,30,00,13-12-15,14-12-15,Under Control,"Cases reported from Mandhkheri Ki Tapprion, UPHC Ganga Nagar, Block Jagadhri. District RRT investigated the outbreak. House to house survey done. Consumption of contaminated water could be the cause of outbreak. 11 Blood samples tested at State Laboratory Panchkula were found to be positive for Hepatitis E. 05 Water sample were collected and sent to DPL Karnal; result awaited. All cases treated symptomatically. Health education given.",50
31,CT/RPR/2019/01/28,Chhattisgarh,Raipur,Viral Hepatitis E,22,00,28-12-18,,Under Surveillance,"Cases reported from Village Sahupara, Ward No.22. District RRT investigated the outbreak. House to house survey done. On 28.12.18 several cases of jaundice reported in UPHC Mowa. After which alert was generated for suspected viral hepatitis outbreak. RRT investigated the outbreak and found some new cases during house to house survey. The affected population belonged to low socio economic status. It was revealed that drinking water was contaminated with sewage. Most affected age group was 16 to 30 yrs and females were mostly affected49 Blood Samples were collected and 22 were confirmed Hepatitis E. Water Samples send to JNM Medical College for Bacterial Culture Test, water sample result unsatisfactory for drinking. Confirmation of etiology and tested at IDSP referral lab Govt. Medical College, Raipur. Survey in all affected area done by District Combat Team. Symptomatic treatment of all cases. Communicated to Municipal Dept. & PHE Dept. for Sanitation and hygiene.",1
10,JK/UDP/2019/12/0299,Jammu And Kashmir,Udhampur,Viral Hepatitis E,16,00,17-03-19,22-03-19,Under Surveillance,"Cases reported from Village Jig Ganshad, Block Chenani. District RRT investigated the outbreak. House to house survey done. 10 blood samples and 04 Water samples from water supply sources including Natural spring water, sent to the Department of Microbiology Govt. Medical College Jammu for testing. All 10 blood samples found positive for Hep E by IgM ELISA and all water samples found unfit for consumption. All cases treated symptomatically. Source reduction activities undertaken. Health education given.",12
10,GJ/BTA/2019/13/0315,Gujrat,Botad,Viral Hepatitis E,16,00,30-03-19,31-03-19,Under Control,"Cases reported from Village/SC Targhara, PHC Bhadravadi, Block Botad. District RRT investigated the outbreak. House to house survey done. Pipe line leakages were observed in the community. Out of 5 serum samples collected and sent to DPHL Bhavnagar; 2 serum samples were positive for Hepatitis E (IgM ELISA). Pipe line leakages were repaired. Chlorination of water",13
34,KN/DKK/2019/15/0390,Karnataka,Dakshina Kannada,Viral Hepatitis E,10,00,30-03-19,,Under Surveillance,"Cases reported from Village Shakthi Nagar, PHC/CHC/UPHC Shakthinagar, Taluk Mangalore. District RRT investigated the",15
13,KN/SHI/2019/20/0516,Karnataka,Shimoga,Hepatitis E,36,00,16-05-19,21-05-19,Und er Surveillance,"Cases reported from Village Alkola, PHC/CHC Seegihatti, Taluk Shimoga. District RRT investigated the outbreak. Well-Water contamination was suspected for the Outbreak. Government well is a common source of drinking water, through which water is supplied to households through pipelines. Well water contamination has been suspected as the cause of outbreak. 36 blood samples and 4 water samples were collected and sent to DSU lab. 20 blood samples tested positive for Hepatitis E by Ig M ELISA and 3 out of 4 water samples tested unfit for drinking. Well has been chlorinated and all cases treated at health facility.",20
10,JK/BNP/2019/22/0572,Jammu & Kashmir,Bandipora,Hepatitis E,15,00,27-05-19,02-06-19,Under Surveillance,"Bandipora. District RRT investigated the outbreak. House to house survey done. Out of 11 blood samples collected and sent to DPHL Srinagar; 2 samples were positive for Hepatitis E (IgM ELISA). 3 water samples were collected and testedCases reported from Village Gujjarpa Malagam, SC Malagam NTPC Quil Maquam, Block",22
22,PB/ERN/2019/23/0602,Punjab,Fatehgarh Sahib,Hepatitis E,18,0,07-06-19,08-06-19,Under Surveillance,"Cases reported from Village Raipur Majri, PHC Sanghol. District RRT investigated the outbreak. 06 blood samples were collected out of which 04 were positive for Hepatitis E by IgM ELISA at",23
9,JK/SIN/2019/25/0696,Jammu And Kashmir,Pulwama,Hepatitis E,11,00,18-06-19,21-06-19,Under Surveillance,"Cases reported from Village/SC Reshipora, PHC Gulzarpora, Block Pulwama. District RRT investigated the outbreak. 09 Blood Samples collected and sent to out of which 4 found positive for Hepatitis E by .All cases treated. Health education given.",25
32,CT/RPR/2019/25/0718,Chhattisgarh,Raipur,Hepatitis E,08,00,14-06-19,,Under Control,"Cases reported from Village Tulsi Nagar, Kushalpur, Ward No.64, Raipur. District RRT investigated the outbreak. During investigation it was found that drinking municipal water got mixed with sewage. 13 blood samples were collected and 8 were confirmed Hepatitis E at Government Medical college Raipur by IgM ELISA. All cases treated. Health education given. PHE department was informed to take sanitation and hygiene work.",25
36,KN/DKK/2019/25/0722,Karnataka,Dakshina Kannada,Hepatitis E,10,00,10-06-19,,Under Surveillance,Taluk Mangalore. District RRT,25
21,MP/HSN/2019/26/0749,Madhya Pradesh,Hoshangabad,Viral Hepatitis E,32,00,20-06-19,26-06-19,Under Surveillance,"Cases Senderwada, Babai. District RRT House regarding practices and safe drinking water.reported from Village Sirwad, Furtala, SHC Sirwad, Chauraha, Block investigated the outbreak. to house survey done. Out of 8 blood samples collected and sent to GMC Virology Lab Bhopal; 6 samples were positive for HEV (IgM ELISA). 5 water samples were collected sent to PHE lab Hoshangabad; were potable. All cases treated symptomatically. Health education given personal hygiene, Hand hygiene",26
9,GJ/SRD/2019/30/0918,Gujarat,Surendranagar,Viral Hepatitis E,26,00,23-07-19,24-07-19,No new cases reported,"Cases reported from Popatpara, UHC Veparimandal, Taluka Wadhwan. District RRT investigated the outbreak. House to house survey done. 2 water samples collected and sent to DPHL Rajkot; were non potable. Out of 4 blood sample collected and sent to PDUMC Rajkot; 2 samples were positive for Hepatitis E (IgM ELISA). All cases treated symptomatically. Chlorination of water sources done. Halogen tablets were distributed in the community. Health education given.",30
41,RJ/KOT/2019/30/0949,Rajasthan,Kota,Viral Hepatitis E,21,00,15-07-19,,No new cases reported,"Cases reported from PHC Ayana. District RRT investigated the outbreak. District RRT investigated the outbreak. House to house survey done. Pipeline leakages were observed in the community. Out of 21 blood samples collected and sent to GMC, Kota; 10 samples were positive for Hepatitis E and 1sample was positive for Hepatitis A (IgM ELISA). 3 water samples collected were non potable. Pipeline leakages were repaired. All cases treated symptomatically. Chlorination done.",30
28,PB/AMT/2019/33/1036,Punjab,Amritsar,Hepatitis E,24,00,09-08-19,,Under Control,"Cases reported from Village Nizampur, Block Manawala. District RRT investigated the outbreak. It was observed that there was improper water connection leading to mixing of sewage water with drinking water. A total of 7 blood samples were collected and sent to DPHL, Amritsar, of the 07 samples, 06 samples were positive for Hepatitis E by Ig M ELISA. A total of 05 water samples were sent to SPHL, Kharar, wherein 04 were found non potable. Issue of water supply was resolved after meeting with SDM. All cases were treated symptomatically. Chlorine tablets were distributed. Health education given.",33
39,JH/ESI/2019/34/1073,Jharkhand,East Singhbhum,Viral Hepatitis E,35,00,20-07-19,,Under Surveillance,"Cases reported from Madarsa Faizul Uloom-Dhatkidih, Block Jugsalai. District RRT investigated the outbreak. House to house survey done. Out of 07 blood samples collected and sent to RIMS Ranchi; 4 samples were positive for Hepatitis E (IgM ELISA). All cases treated symptomatically. Chlorination of water sources done. Health education given regarding personal hygiene, hand hygiene practices and safe drinking water.",34
14,PB/BTD/2019/37/1184,Punjab,Bathinda,Hepatitis E,56,00,15-09-19,15-09-19,Under Surveillance,"Cases reported from VPO Raman Pind, Block Talwandi Sabo. District RRT investigated the outbreak. Clustering of cases noted. A total of 13 samples were collected and tested at DPHL Bathinda; 10 were positive for Hepatitis E by IgM ELISA and 03 for Scrub typhus by Ig M ELISA. House to house to survey done. All cases were treated symptomatically. Health education given.",37
16,OR/SBP/2019/38/1213,Odisha,Sambalpur,Hepatitis E,09,00,21-09-19,23-09-19,Under Control,"Cases reported from Village Badasinhari, SC Barahmpura, UPHC Chaurpur, SMC area, Sambalpur. District RRT investigated the outbreak. A total of 06 blood samples collected and tested at DPHL; all were positive for Hepatitis E. All cases were treated symptomatically. PHE Dept chlorinated water sources in the affected area. Health education given.",38
10,JK/KWR/2019/43/1390,Jammu And Kashmir,Kupwara,Hepatitis E,06,00,19-10-19,26-10-19,Under Control,"Cases reported from Maidan Payeen Dardpora, Block Kralpora. District RRT outbreak. A total of 04 blood samples collected and tested at DPHL Kupwara, all 04 were positive for Hepatitis E and 01 was positive for Hepatitis A as well by IgM ELISA. A total of 04 water samples were collected and tested at DPHL Kupwara; were unfit treated symptomatically. Chlorine distributed in the affected area. Health education given water sanitation, personal and hand hygiene.investigated the for human consumption. All cases were tablets were",43
33,JK/ KWR/2019/43/1412,Jammu And Kashmir,Kupwara,Hepatitis E,08,00,31-07-19,,Under Control,"Cases reported from Village Pohrupeth Bungam. District RRT investigated the outbreak. A total of 05 blood samples collected and tested at DPHL, Kupwara; all were positive for Hepatitis E and 01 was positive for Hepatitis A by IgM ELISA. A total of 03 water samples collected and tested at DPHL Kupwara were",43
36,UP/ KWR/2019/43/1415,Jammu And Kashmir,Kupwara,Hepatitis E,16,00,16-10-19,,Under Control,"Cases reported from Kunan, Block Trehgam. District RRT investigated the outbreak. A total of 06 blood samples collected and tested at DPHL Kupwara all were found positive for Hepatitis E by IgM ELISA. A total of 02 water samples were collected and sent to DPHL Kupwara were found unsatisfactory. All cases were treated symptomatically. Chlorine tablets were distributed in the affected area. Health education given water sanitation, personal and hand hygiene.",43
33,JK/SHP/2019/45/1489,Jammu And Kashmir,Shopian,Hepatitis E,35,00,01-08-19,,Under Control,"Cases reported from Shopian Padapawan, Village Padpawan, SC Borihallan, PHC Vehil, Block Shopian. District RRT investigated the outbreak. A total of 35 blood samples were collected and tested at Public lab, Barzulla, 14 samples were found positive for Hepatitis E by IgM ELISA. A total of 03 water samples were collected and tested at Public Health lab Barzulla, all were unsatisfactory. All cases were treated symptomatically. Chlorine tablets distributed in the affected area. Health education given.",45
35,JK/SHP/2019/45/1491,Jammu And Kashmir,Shopian,Hepatitis E,52,00,04-10-19,,Under Control,"Cases reported from Village Rawalpora, PHC Vehil, Block Shopian. District RRT investigated the outbreak. Clustering of cases observed. A total of 08 blood samples were collected and tested at Public Health Lab IDSP and 01 blood sample found positive for Hepatits E by IgM ELISA. A single water sample was collected and tested at Public Health Lab, JLNM Renawari were reported as unsatisfactory. All cases were treated symptomatically. Health education given.",45
46,OR/BSR/2019/45/1502,Odisha,Balasore,Hepatitis E,10,00,01-11-19,,Under Control,"Cases reported from Pijurudin lane, Ward No. 6 Balasore Municipality, UPHC- Sunhat. District RRT investigated the outbreak. House to house survey done. Contamination of water, unhygienic environment, poor connection of pipe water, poor drainage system was observed. A total of 05 water and 05 blood samples collected and tested at DPHL; 04 water samples were unsuitable for human consumption and 04 blood samples were positive for Hepatitis E by IgM ELISA. All cases treated symptomatically. ORS and halozone tablets were distributed. Health education given on safe drinking water.",45
14,9.,Uttarakhand,Dehradun,xiv. Viral Hepatitis E & A,13,0,01-02-13,02-02-13,Under control,"Cases of jaundice reported from Village Nai basti, Block Race Course, District Dehradun. District RRT investigated the outbreak. Cases treated at local health centre and Doon Hospital Dehradun. 4 serum samples collected and sent to HIHT Jolly Grant out of which 2 samples were positive for Hepatitis E and 2 samples for Hepatitis E & A. Chlorination of water sources done in the affected area. Inspection of water supply pipeline done by Jal Sansthan. IEC done regarding safe drinking water, food hygiene and sanitation.",5
9,7.,Punjab,Ludhiana,ix Viral Hepatitis E,21,0,03-02-13,06-02-13,Under control,"Cases of jaundice reported from Village Malak, Block Jagraon, District Ludhiana. District RRT investigated the outbreak. House to house survey done. Cases treated at local health centre. 5 serum samples collected which tested positive for Hepatitis E. Chlorination of water sources done. Health education given regarding safe drinking water, hygiene and sanitation.",6
